Date,ARC1T.TL,CPA1T.TL,EFCUPFFT.TL,EFT1T.TL,HAE1T.TL,HPR1T.TL,INF1T.TL,LHV1T.TL,LVN1T.TL,MRK1T.TL,NCN1T.TL,NHCBHFFT.TL,PKG1T.TL,PRF1T.TL,SFG1T.TL,SKN1T.TL,TAL1T.TL,TKM1T.TL,TPD1T.TL,TSM1T.TL,TVE1T.TL,^OMXT
2025-09-30,1.6898823976516724,1.8878926038742065,,17.959701538085938,4.401723861694336,5.776967525482178,39.29795455932617,3.296837568283081,,26.15294075012207,0.6600000262260437,0.2249000072479248,1.25,0.05900000035762787,1.2350000143051147,0.699999988079071,0.5429866313934326,8.670605659484863,0.6499999761581421,1.1276072263717651,10.079137802124023,
2025-10-31,1.6750588417053223,1.8586982488632202,,18.006715774536133,4.497413635253906,5.8534836769104,38.4538459777832,3.1205618381500244,,27.398319244384766,0.6489999890327454,0.2150000035762787,1.1799999475479126,0.05700000002980232,1.159999966621399,0.699999988079071,0.5375477075576782,8.642423629760742,0.6240000128746033,1.1105222702026367,10.079137802124023,
2025-11-28,1.6649999618530273,1.8645371198654175,,18.006715774536133,4.449569225311279,5.834354400634766,43.143341064453125,3.177732229232788,,26.727731704711914,0.6330000162124634,0.16459999978542328,1.0,0.057999998331069946,1.1349999904632568,0.7200000286102295,0.544847309589386,8.698787689208984,0.6179999709129333,1.1465904712677002,10.079137802124023,
2025-12-30,1.659999966621399,2.058192014694214,,18.05373191833496,4.640948295593262,6.102161407470703,44.319862365722656,3.406414747238159,,29.984872817993164,0.6919999718666077,0.15700000524520874,0.8899999856948853,0.05700000002980232,1.25,0.7699999809265137,0.5562977194786072,8.92424201965332,0.6340000033378601,1.2301169633865356,10.459482192993164,
2026-01-30,1.625,2.0873863697052,,18.57089614868164,5.0524139404296875,6.12129020690918,43.93193817138672,3.406414747238159,,30.89495849609375,0.7390000224113464,0.156700000166893,0.9399999976158142,0.06700000166893005,1.215000033378601,0.7850000262260437,0.5667938590049744,8.914848327636719,0.6100000143051147,1.4047632217407227,10.649654388427734,
2026-02-27,1.600000023841858,2.2187602519989014,,18.66492462158203,5.41603422164917,5.872612476348877,44.70777893066406,3.3111302852630615,,27.158823013305664,0.6729999780654907,0.14880000054836273,0.9599999785423279,0.07980000227689743,1.225000023841858,0.7799999713897705,0.5877862572669983,9.140302658081055,0.6019999980926514,1.3573049306869507,10.697197914123535,
2026-03-31,1.5,2.174968957901001,,18.617910385131836,5.358620643615723,5.623935699462891,44.70777893066406,3.3825933933258057,,25.961345672607422,0.5799999833106995,0.14350000023841858,0.9200000166893005,0.07100000232458115,1.1649999618530273,0.699999988079071,0.5830152630805969,9.229999542236328,0.5720000267028809,1.32503342628479,10.697197914123535,
2026-04-30,1.409999966621399,2.2799999713897705,,19.100000381469727,5.3968963623046875,5.738709449768066,45.58060073852539,3.444999933242798,,28.35630226135254,0.5920000076293945,0.1850000023841858,0.875,0.06700000166893005,1.159999966621399,0.6800000071525574,0.618320643901825,9.239999771118164,0.5680000185966492,1.3819832801818848,11.077542304992676,
2026-05-29,1.3250000476837158,2.315000057220459,,19.149999618530273,5.599999904632568,5.9491286277771,46.55039978027344,3.450000047683716,3.700000047683716,27.950000762939453,0.5799999833106995,0.19990000128746033,0.7900000214576721,0.06340000033378601,1.1399999856948853,0.6600000262260437,0.614503800868988,9.1899995803833,0.5600000023841858,1.2480000257492065,10.949999809265137,
2026-06-30,1.2699999809265137,2.2750000953674316,,19.049999237060547,5.440000057220459,5.480000019073486,48.87792205810547,3.359999895095825,3.6500000953674316,26.799999237060547,0.5600000023841858,0.19439999759197235,0.7099999785423279,0.05999999865889549,1.100000023841858,0.6050000190734863,0.6140000224113464,9.15999984741211,0.5580000281333923,1.2740000486373901,11.25,
2026-07-31,1.284999966621399,2.299999952316284,,19.850000381469727,5.159999847412109,5.199999809265137,54.0,3.3499999046325684,3.640000104904175,27.25,0.6060000061988831,0.188400000333786,0.6499999761581421,0.05900000035762787,1.1100000143051147,0.6299999952316284,0.6110000014305115,9.140000343322754,0.593999981880188,1.2419999837875366,11.0,
2026-08-31,1.2400000095367432,2.3399999141693115,9.25,19.450000762939453,5.139999866485596,5.019999980926514,54.400001525878906,3.3450000286102295,3.5999999046325684,26.850000381469727,0.5960000157356262,0.19220000505447388,0.6499999761581421,0.05559999868273735,1.0800000429153442,0.6200000047683716,0.6200000047683716,9.09000015258789,0.5619999766349792,1.215999960899353,10.800000190734863,
