Date,AIR.RG,BAL1R.RG,BERCM.RG,CRGB065029A.RG,CTS1L.RG,DGR1R.RG,DGRB095027A.RG,EGG.RG,ELEV095030A.RG,ELEVR.RG,EVKB100028FA.RG,EVKB110028FA.RG,EWA1L.RG,FASTL085029FA.RG,GRB2G.RG,H2O040030A.RG,HPRB095029A.RG,IDX1R.RG,IDXB100036A.RG,IGR1R.RG,INVG095030FA.RG,INVLV110029FA.RG,KALVE.RG,MAGIC.RG,MDARA.RG,MODE.RG,MOLNR.RG,NEOFI.RG,PNKTD.RG,RCITY077529FA.RG,RKB1R.RG,SAF1R.RG,SAUNA.RG,SCM1R.RG,SIGBLTFR.RG,SKALH085029FA.RG,STOH100030A.RG,SUNB100028FA.RG,VIRSI.RG,YOOK110029FA.RG,^OMXR
2025-09-30,,7.099999904632568,,,,1.200354814529419,,4.190899848937988,,1.6034959554672241,,,,,,,,9.640000343322754,,,,,7.0,,9.479999542236328,,,,,,0.37599998712539673,5.739999771118164,,5.176315784454346,,,,,4.0407490730285645,,
2025-10-31,,7.150000095367432,,,,1.1984851360321045,,4.190899848937988,,1.6082689762115479,,,,,,,,9.65999984741211,,,,,7.0,,9.479999542236328,,,,,,0.35199999809265137,5.900000095367432,,5.422806739807129,,,,,4.0407490730285645,,
2025-11-28,,7.25,,,,1.2078337669372559,,4.190899848937988,,1.6336272954940796,,,,,,,,9.680000305175781,,,,,7.0,,9.479999542236328,,,,,,0.39800000190734863,6.28000020980835,,5.373508453369141,,,,,4.0407490730285645,,
2025-12-30,,6.599999904632568,,,,1.2283200025558472,,4.190899848937988,,1.6629773378372192,,,,,,,,9.460000038146973,,,,,7.0,,9.479999542236328,,,,,,0.3659999966621399,6.860000133514404,,4.693192958831787,,,,,4.0407490730285645,,
2026-01-30,,6.25,,,,1.258837342262268,,4.190899848937988,,1.6631730794906616,,,,,,,,9.479999542236328,,,,,7.0,,9.479999542236328,,,,,,0.37400001287460327,8.020000457763672,,6.31017541885376,,,,,4.0407490730285645,,
2026-02-27,,2.5,,,,1.2779107093811035,,4.190899848937988,,1.67256498336792,,,,,,,,9.5,,,,,7.0,,9.479999542236328,,,,,,0.38600000739097595,9.800000190734863,,5.570701599121094,,,,,4.0407490730285645,,
2026-03-31,,2.0999999046325684,,,,1.3217791318893433,,4.190899848937988,,1.6504546403884888,,,,,,,,8.880000114440918,,,,,7.0,,9.479999542236328,,,,,,0.37599998712539673,9.680000305175781,,4.712912559509277,,,,,4.0407490730285645,,
2026-04-30,,1.9900000095367432,,,,1.3964999914169312,,4.190899848937988,,1.6533896923065186,,,,,,,,8.65999984741211,,,,,7.0,,9.479999542236328,,,,,,0.34599998593330383,9.199999809265137,,4.87066650390625,,,,,4.0407490730285645,,
2026-05-29,,2.2100000381469727,,,,1.4651000499725342,,4.190899848937988,,1.6582813262939453,,,,,,,,8.720000267028809,,,,,7.0,,9.479999542236328,,,,,,0.3479999899864197,10.800000190734863,,5.150000095367432,,,,,4.0407490730285645,,
2026-06-30,,1.649999976158142,,,,1.524999976158142,,4.190899848937988,,1.6799999475479126,,,,,,,,8.699999809265137,,,,,7.0,,9.479999542236328,,,,,,0.3580000102519989,11.0,,5.349999904632568,,,,,4.099999904632568,,
2026-07-31,,1.4800000190734863,,,,1.5049999952316284,,4.190899848937988,,1.6799999475479126,,,,,,,,8.979999542236328,,1.5579999685287476,,,7.0,,9.880000114440918,,,,,,0.3319999873638153,12.75,,6.199999809265137,,,,,4.099999904632568,,
2026-08-31,,1.2949999570846558,,,,1.524999976158142,,4.539999961853027,,1.7000000476837158,,,,,,,,9.279999732971191,,1.5499999523162842,,,7.0,,9.880000114440918,,,,,,0.36000001430511475,17.049999237060547,,6.699999809265137,,,,,4.099999904632568,,
