Date,ALTR.LS,BCP.LS,BFCPY.LS,BGNVA.LS,BJLLD.LS,BMENY.LS,BMENZ.LS,BOTEM.LS,BOTET.LS,BOTEZ.LS,BTGNV.LS,COR.LS,CTT.LS,EDP.LS,EDPR.LS,EGL.LS,ESON.LS,FCP.LS,GALP.LS,GLINT.LS,IBS.LS,IPR.LS,JMT.LS,MAR.LS,MLCIA.LS,MLFMV.LS,MLRZE.LS,MRL.LS,NBA.LS,NOS.LS,NVG.LS,OTE1.LS,OTE2.LS,OTEL.LS,OTEN.LS,OTEP.LS,OTEV.LS,OTEW.LS,OTEX.LS,OTEY.LS,OTEZ.LS,PHR.LS,PSI20.LS,PTFCPCOM0018.LS,PTFCPZOM0011.LS,PTGNVKOM0008.LS,PTMEN2OM0007.LS,PTMENAOM0029.LS,PTMENWOM0015.LS,PTOTE3OE0025.LS,PTOTEAOE0005.LS,PTOTEDOE0010.LS,PTOTEEOE0019.LS,PTOTEQOE0023.LS,PTOTESOE0021.LS,PTOTVNOE0009.LS,PTSCPAOM0007.LS,PTSCPJOM0008.LS,PTSINCOM0001.LS,PTSLBAOM0028.LS,PTSLBOOM0006.LS,PTSLBPOM0005.LS,PTVAACOM0009.LS,PTVAIAOM0003.LS,RAM.LS,RENE.LS,SCB.LS,SCP.LS,SCT.LS,SEM.LS,SLBEN.LS,SNC.LS,SON.LS,TDSA.LS,VAF.LS
2025-09-30,4.770973205566406,0.7265545129776001,,,,,,,,,,6.8384504318237305,7.034933567047119,3.8567769527435303,11.105330467224121,4.91853141784668,4.119999885559082,1.3799999952316284,15.57855224609375,1.6081931591033936,9.379432678222656,0.257999986410141,20.00067710876465,2.1831233501434326,,4.0,0.7200000286102295,12.315792083740234,7.849999904632568,3.574594736099243,3.1643877029418945,,,,,,,,,,,0.06279999762773514,7957.6201171875,,,,,,,,,,,,,,,,,,,,,,7.09979248046875,2.922887086868286,13.899999618530273,0.949999988079071,5.9765625,17.782724380493164,6.340000152587891,2.89643931388855,1.2950778007507324,0.5320000052452087,1.0299999713897705
2025-10-31,4.685266971588135,0.7381300330162048,,,,,,,,,,6.914433479309082,7.3260345458984375,4.117588996887207,12.572820663452148,5.786507606506348,4.039999961853027,3.819999933242798,16.83160972595215,1.5987331867218018,9.473227500915527,0.2750000059604645,21.585269927978516,2.4043209552764893,,4.199999809265137,0.7200000286102295,13.84912395477295,8.600000381469727,3.4551351070404053,2.9052016735076904,,,,,,,,,,,0.08020000159740448,8426.9599609375,,,,,,,,,,,,,,,,,,,,,,7.2580647468566895,3.118701696395874,15.800000190734863,1.0,5.880937576293945,17.626907348632812,6.380000114440918,2.877000093460083,1.3686397075653076,0.6959999799728394,1.0399999618530273
2025-11-28,4.342442512512207,0.7923418283462524,,,,,,,,,,6.392051696777344,6.840866565704346,3.6743035316467285,11.373048782348633,4.577127456665039,3.9000000953674316,3.140000104904175,16.802581787109375,1.4568337202072144,9.42633056640625,0.22699999809265137,19.749460220336914,2.2985310554504395,,4.400000095367432,0.875,12.827385902404785,8.800000190734863,3.386216163635254,2.9400177001953125,,,,,,,,,,,0.07519999891519547,8110.740234375,,,,,,,,,,,,,,,,,,,,,,7.2580647468566895,3.1664609909057617,15.0,1.0199999809265137,6.12000036239624,16.4193172454834,5.940000057220459,2.89643931388855,1.4363940954208374,0.6759999990463257,1.0499999523162842
2025-12-31,4.285305023193359,0.8644956946372986,,,,,,,,,,6.278077602386475,7.209593772888184,3.7402231693267822,11.93822956085205,4.771939754486084,3.119999885559082,3.5,14.156163215637207,1.1446551084518433,9.285637855529785,0.18549999594688416,19.57554054260254,2.4524073600769043,,3.0,0.8100000023841858,12.3878173828125,8.75,3.6894593238830566,3.036729097366333,,,,,,,,,,,0.06300000101327896,8263.650390625,,,,,,,,,,,,,,,,,,,,,,7.161290645599365,3.1315836906433105,15.0,1.0099999904632568,6.167812347412109,20.35371971130371,6.460000038146973,2.7214865684509277,1.5602879524230957,0.6359999775886536,1.0499999523162842
2026-01-30,4.123415946960449,0.8820518255233765,,,,,,,,,,6.354060649871826,6.588579177856445,4.124276638031006,12.691805839538574,4.297446250915527,3.4000000953674316,3.5199999809265137,16.188148498535156,1.3338541984558105,9.989095687866211,0.19949999451637268,19.237363815307617,2.356234550476074,2.124314069747925,3.1600000858306885,0.9549999833106995,12.587621688842773,9.449999809265137,4.029459476470947,3.0889527797698975,,,,,,,,,,,0.06620000302791595,8662.1904296875,,,,,,,,,,,,,,,,,,,,,,7.103226184844971,3.350745916366577,15.300000190734863,1.0199999809265137,6.31125020980835,21.81451416015625,6.519999980926514,2.7409255504608154,1.7132192850112915,0.4819999933242798,1.0700000524520874
2026-02-27,4.599560737609863,0.8600584268569946,,,,,,,,,,6.477532386779785,6.918493270874023,4.314392566680908,13.247072219848633,5.0197954177856445,3.859999895095825,2.619999885559082,17.6298885345459,1.2581746578216553,10.739450454711914,0.1914999932050705,21.507972717285156,2.365851879119873,2.1435387134552,3.5,1.149999976158142,14.98526382446289,9.0,4.7324323654174805,3.3229939937591553,,,,,,,,,,,0.07739999890327454,9276.08984375,,,,,,,,,,,,,,,,,,,,,,7.18064546585083,3.750108003616333,15.300000190734863,0.9800000190734863,6.980625152587891,23.129228591918945,6.78000020980835,2.877000093460083,1.9503599405288696,0.5080000162124634,1.090000033378601
2026-03-31,4.661459922790527,0.8025668859481812,,,,,,,,,,6.164103031158447,5.851124286651611,4.322990894317627,13.5742826461792,4.270442485809326,3.4000000953674316,2.880000114440918,20.329526901245117,1.267634630203247,10.12978744506836,0.18299999833106995,19.86540412902832,2.356234550476074,2.153150796890259,4.119999885559082,1.409999966621399,13.986246109008789,9.0,4.9989190101623535,3.253361940383911,,,,,,,,,,,0.07419999688863754,9131.5595703125,,,,,,,,,,,,,,,,,,,,,,7.200000286102295,3.638091802597046,15.399999618530273,0.9750000238418579,6.980625152587891,21.619741439819336,6.320000171661377,2.89643931388855,1.8525999784469604,0.41100001335144043,1.100000023841858
2026-04-30,4.751927375793457,0.8768428564071655,,,,,,,,,,6.097618579864502,6.219851493835449,4.435723304748535,14.060141563415527,4.6523518562316895,3.9800000190734863,3.380000114440918,19.313533782958984,1.1257351636886597,11.255319595336914,0.17599999904632568,19.768783569335938,2.423555612564087,2.172375440597534,4.119999885559082,1.3899999856948853,15.364891052246094,8.9399995803833,5.1643242835998535,3.2359538078308105,,,,,,,,,,,0.07750000059604645,9344.9599609375,,,,,,,,,,,,,,,,,,,,,,7.179999828338623,3.6770541667938232,15.399999618530273,0.9800000190734863,6.980625152587891,22.593605041503906,8.020000457763672,2.857560873031616,1.8855091333389282,0.44600000977516174,1.100000023841858
2026-05-29,4.954999923706055,0.9380000233650208,,,,,,,,,,6.539999961853027,6.065000057220459,4.367000102996826,14.170000076293945,4.751999855041504,3.5,3.259999990463257,18.33121681213379,1.1872248649597168,11.067730903625488,0.18060000240802765,18.15999984741211,2.211975336074829,2.172375440597534,3.9000000953674316,1.399999976158142,15.210000038146973,8.960000038146973,5.264999866485596,3.290112018585205,,,,,,,,,,,0.0729999989271164,9076.5302734375,,,,,,,,,,,,,,,,,,,,,,6.880000114440918,3.5399999618530273,20.200000762939453,1.0,6.693749904632568,23.129228591918945,7.260000228881836,2.9200000762939453,1.9079999923706055,0.43050000071525574,1.0700000524520874
2026-06-30,4.75,1.034999966621399,,,,,,,,,,6.389999866485596,5.784999847412109,4.580999851226807,14.170000076293945,4.664000034332275,3.759999990463257,3.0,18.341053009033203,1.2300000190734863,9.850000381469727,0.18320000171661377,16.760000228881836,2.3299999237060547,2.1916000843048096,5.199999809265137,1.309999942779541,15.3100004196167,8.399999618530273,5.045000076293945,3.2260000705718994,,,,,,,,,,,0.07699999958276749,9132.58984375,,,,,,,,,,,,,,,,,,,,,,6.820000171661377,3.7750000953674316,20.0,0.9750000238418579,7.5,20.299999237060547,6.880000114440918,2.859999895095825,2.015000104904175,0.5289999842643738,1.059999942779541
