Date,ABQK.QA,AHCS.QA,AKHI.QA,BEMA.QA,BLDN.QA,BRES.QA,CBQK.QA,DBIS.QA,DHBK.QA,DOHI.QA,DUBK.QA,ERES.QA,FALH.QA,GISS.QA,GWCS.QA,IGRD.QA,IHGS.QA,IQCD.QA,MARK.QA,MCCS.QA,MCGS.QA,MERS.QA,MEZA.QA,MFMS.QA,MHAR.QA,MKDM.QA,MPHC.QA,MRDS.QA,NLCS.QA,ORDS.QA,QAMC.QA,QATI.QA,QCFS.QA,QEWS.QA,QFBQ.QA,QFLS.QA,QGMD.QA,QGRI.QA,QGTS.QA,QIBK.QA,QIGD.QA,QIIK.QA,QIMD.QA,QISI.QA,QLMI.QA,QNBK.QA,QNCD.QA,QNNS.QA,QOIS.QA,SIIS.QA,TQES.QA,UDCD.QA,VFQS.QA,WDAM.QA,ZHCD.QA,^GNRI.QA
2025-09-30,3.3281803131103516,0.7739859819412231,2.278529167175293,3.9722721576690674,1.5399999618530273,2.4838669300079346,4.294167995452881,1.034999966621399,2.417630195617676,2.3456544876098633,3.465705633163452,1.2580000162124634,0.7236291766166687,3.029310464859009,2.6457180976867676,3.6241660118103027,3.25960636138916,12.02046012878418,2.266960382461548,5.262024879455566,6.73541784286499,14.314777374267578,3.235382318496704,,2.175851821899414,2.318039655685425,1.278876543045044,0.6359999775886536,0.6845986247062683,12.914472579956055,1.4353549480438232,1.9872632026672363,2.3234329223632812,15.348198890686035,1.7988594770431519,14.60992431640625,1.7259999513626099,1.2681059837341309,4.533091068267822,23.36888885498047,1.4100661277770996,10.565763473510742,2.34796404838562,8.062036514282227,2.190180540084839,18.238454818725586,3.025651216506958,10.879752159118652,1.1690579652786255,0.6955921649932861,2.357635021209717,0.9431048035621643,2.3395981788635254,2.130000114440918,13.118776321411133,
2025-10-30,3.3844313621520996,0.7438551187515259,2.2298107147216797,4.115118980407715,1.4251999855041504,2.4475722312927246,3.8723273277282715,1.00600004196167,2.3834452629089355,2.348446846008301,3.398268222808838,1.1419999599456787,0.7020282745361328,2.9725708961486816,2.463254690170288,3.4175000190734863,3.068848133087158,12.212787628173828,2.227907657623291,4.967711925506592,6.2178239822387695,14.18844223022461,3.3094451427459717,,2.122370481491089,2.2478766441345215,1.231583833694458,0.6140000224113464,0.6543400883674622,12.801105499267578,1.5031518936157227,1.9501447677612305,2.3234329223632812,14.83626937866211,1.7475463151931763,14.532418251037598,1.6200000047683716,1.231038212776184,4.363592624664307,23.935998916625977,1.376448631286621,10.838427543640137,2.2772421836853027,8.310678482055664,2.4304492473602295,18.150110244750977,2.8348023891448975,10.687190055847168,1.1288059949874878,0.6974396705627441,2.13287615776062,0.8902380466461182,2.296626091003418,1.9880000352859497,13.347925186157227,
2025-11-30,3.4538075923919678,0.7956425547599792,2.1848397254943848,3.987408399581909,1.4229999780654907,2.311699390411377,3.7554092407226562,0.9269999861717224,2.5448739528656006,2.394057035446167,3.399245500564575,1.1169999837875366,0.6765000224113464,2.6254024505615234,2.208766460418701,3.2774999141693115,3.1907761096954346,11.683887481689453,2.0774118900299072,4.367836952209473,6.0867509841918945,14.08154296875,3.312368869781494,,2.0510618686676025,2.143076181411743,1.1576887369155884,0.5870000123977661,0.6486666202545166,12.158687591552734,1.4876554012298584,1.8873289823532104,2.1830267906188965,14.372636795043945,1.6884880065917969,14.35802936553955,1.5850000381469727,1.7070657014846802,4.401040077209473,22.7822208404541,1.3587061166763306,10.741046905517578,2.2546112537384033,8.37943172454834,2.3634421825408936,17.580772399902344,2.648608446121216,10.62942123413086,0.9835489988327026,0.677116870880127,1.9883217811584473,0.8543641567230225,2.2899415493011475,1.468000054359436,13.061490058898926,
2025-12-31,3.5147461891174316,0.7937593460083008,2.132373571395874,4.113226890563965,1.2790000438690186,2.4345431327819824,3.928447961807251,0.9789999723434448,2.7252941131591797,2.388472080230713,3.4168379306793213,1.0579999685287476,0.6840000152587891,2.4571073055267334,2.151146411895752,3.358333110809326,3.137678384780884,11.472328186035156,2.089794635772705,4.203808784484863,6.344112873077393,14.159287452697754,3.312368869781494,8.87005615234375,2.0548148155212402,2.080906867980957,1.0768969058990479,0.5730000138282776,0.6496121883392334,12.309844970703125,1.5496410131454468,1.9415788650512695,2.3080461025238037,14.536840438842773,1.8007957935333252,14.69711971282959,1.4639999866485596,1.509046196937561,4.423705577850342,23.41777801513672,1.3727134466171265,11.130569458007812,2.219722032546997,8.331398010253906,2.3931167125701904,18.316984176635742,2.5694761276245117,10.369462966918945,0.9292960166931152,0.6706506013870239,1.9221066236495972,0.8619165420532227,2.3262290954589844,1.4930000305175781,13.261995315551758,
2026-01-29,3.597247362136841,0.806941568851471,2.2035775184631348,4.351619720458984,1.2389999628067017,2.547150135040283,4.442887783050537,0.9390000104904175,2.620840311050415,2.5476415157318115,3.4832980632781982,1.0390000343322754,0.6579999923706055,2.686950206756592,2.4104363918304443,3.358333110809326,3.0727813243865967,12.23202133178711,2.1650424003601074,4.574044227600098,6.153722763061523,14.295341491699219,3.2236883640289307,9.011043548583984,2.1204936504364014,2.6066842079162598,1.077882170677185,0.5820000171661377,0.674197256565094,13.415180206298828,1.8266394138336182,2.085293769836426,2.2176475524902344,14.778315544128418,1.8133819103240967,15.01683235168457,1.4420000314712524,1.4095486402511597,4.73018217086792,24.44444465637207,1.428742527961731,11.111092567443848,2.183889389038086,8.180706024169922,2.345254421234131,19.43602752685547,2.663504123687744,10.879752159118652,0.9275460243225098,0.707601010799408,1.948219656944275,0.9100630283355713,2.4293622970581055,1.4500000476837158,13.853962898254395,
2026-02-26,3.6094350814819336,0.8295396566390991,2.351607084274292,4.446220397949219,1.2450000047683716,2.38242769241333,4.536422252655029,0.9300000071525574,2.801260471343994,2.5625345706939697,3.5077319145202637,0.9259999990463257,0.6460000276565552,2.509999990463257,2.3010001182556152,3.1549999713897705,2.9803519248962402,11.626189231872559,2.2212400436401367,4.77837610244751,5.075481414794922,14.858991622924805,3.28020977973938,9.559930801391602,2.2227654457092285,2.5871458053588867,1.0449999570846558,0.5929999947547913,0.6610000133514404,12.801105499267578,1.7450000047683716,2.381289482116699,2.563854217529297,14.247069358825684,1.809999942779541,14.800000190734863,1.4450000524520874,1.4114995002746582,4.929999828338623,23.1733341217041,1.4278087615966797,11.033188819885254,2.223493814468384,8.081814765930176,2.3098363876342773,19.299999237060547,2.737050771713257,11.180000305175781,0.7799999713897705,0.7353138327598572,1.9360957145690918,0.9157273769378662,2.5430002212524414,1.6660000085830688,13.720293045043945,
2026-03-31,3.799999952316284,0.7570374011993408,2.3970000743865967,4.300000190734863,1.2089999914169312,2.319999933242798,4.265999794006348,0.902999997138977,3.076638698577881,2.697999954223633,3.3836076259613037,0.796999990940094,0.5569999814033508,1.9910000562667847,2.1019999980926514,3.104166030883789,2.5172224044799805,10.640000343322754,2.184000015258789,4.349999904632568,4.865000247955322,12.827906608581543,3.2780001163482666,9.044736862182617,2.218074083328247,2.4699108600616455,1.090000033378601,0.5400000214576721,0.6259999871253967,12.420000076293945,1.399999976158142,2.1728553771972656,2.5999999046325684,14.359999656677246,1.8040000200271606,14.479999542236328,1.3300000429153442,1.1998233795166016,4.190999984741211,22.649999618530273,1.3370000123977661,11.119999885559082,2.0950000286102295,8.260000228881836,2.299999952316284,17.040000915527344,2.6690900325775146,10.199999809265137,0.6959999799728394,0.7200000286102295,2.020963191986084,0.8759999871253967,2.359999895095825,1.4980000257492065,13.844415664672852,
2026-04-30,3.750999927520752,0.7760000228881836,2.5369999408721924,4.360000133514404,1.2910000085830688,2.3550000190734863,4.304999828338623,1.1410000324249268,2.700000047683716,2.950000047683716,3.4670000076293945,0.8519999980926514,0.5899999737739563,2.078000068664551,2.190000057220459,3.944999933242798,2.7279999256134033,11.949999809265137,2.1649999618530273,5.179999828338623,5.514999866485596,13.550000190734863,3.240000009536743,9.192000389099121,2.2890000343322754,2.2780001163482666,1.1859999895095825,0.5699999928474426,0.6579999923706055,13.699999809265137,1.6169999837875366,2.182372808456421,2.4800000190734863,14.649999618530273,1.934999942779541,14.329999923706055,1.4889999628067017,1.7558389902114868,4.28000020980835,22.219999313354492,1.409999966621399,11.3100004196167,2.2249999046325684,8.51200008392334,2.2309999465942383,17.350000381469727,2.806999921798706,10.3100004196167,0.7609999775886536,0.777999997138977,2.190000057220459,0.8500000238418579,2.6649999618530273,1.5199999809265137,14.630000114440918,
2026-05-31,3.859999895095825,0.7670000195503235,3.1050000190734863,4.302000045776367,1.315000057220459,2.549999952316284,4.260000228881836,1.1080000400543213,2.618000030517578,2.994999885559082,3.4110000133514404,0.8740000128746033,0.5989999771118164,2.2100000381469727,2.177999973297119,4.289999961853027,2.7249999046325684,12.09000015258789,2.130000114440918,5.2820000648498535,5.635000228881836,13.170000076293945,3.390000104904175,8.5,2.2669999599456787,2.308000087738037,1.2029999494552612,0.5709999799728394,0.6710000038146973,13.699999809265137,1.722000002861023,2.13700008392334,2.697000026702881,14.489999771118164,2.0250000953674316,14.100000381469727,1.430999994277954,1.5792796611785889,4.329999923706055,22.700000762939453,1.4110000133514404,11.319999694824219,2.2009999752044678,8.510000228881836,2.25,17.700000762939453,2.806999921798706,10.40999984741211,0.8360000252723694,0.7940000295639038,2.2039999961853027,0.8610000014305115,2.427999973297119,1.4850000143051147,14.59000015258789,
2026-06-30,4.079999923706055,0.7799999713897705,2.9779999256134033,4.39900016784668,1.3029999732971191,2.359999895095825,4.048999786376953,1.4789999723434448,3.0989999771118164,2.880000114440918,3.3389999866485596,0.8519999980926514,0.5899999737739563,2.131999969482422,2.2990000247955322,4.420000076293945,2.946000099182129,11.0,2.053999900817871,5.400000095367432,5.65500020980835,13.40999984741211,3.3489999771118164,8.70300006866455,2.1570000648498535,2.2679998874664307,1.159999966621399,0.5649999976158142,0.6650000214576721,13.25,1.6480000019073486,2.0280001163482666,2.4800000190734863,14.3100004196167,2.9700000286102295,14.100000381469727,1.3910000324249268,1.7548636198043823,4.295000076293945,21.850000381469727,1.3890000581741333,11.109999656677246,2.0480000972747803,8.710000038146973,2.2300000190734863,17.25,2.7750000953674316,10.180000305175781,0.7870000004768372,0.7950000166893005,2.181999921798706,0.8659999966621399,2.6500000953674316,1.5099999904632568,13.5,
