Date,AKO1L.VS,AMG1L.VS,APG1L.VS,AUG1L.VS,GRG1L.VS,IGN1L.VS,INC1L.VS,INL1L.VS,INR1L.VS,IVL1L.VS,KNE1L.VS,KNR1L.VS,LGD1L.VS,NTU1L.VS,PZV1L.VS,ROE1L.VS,RSU1L.VS,TEL1L.VS,UTR1L.VS,VBL1L.VS,VLP1L.VS,ZMP1L.VS,^OMXV
2025-09-30,1.58719003200531,1.145365834236145,2.7916462421417236,0.07760000228881836,0.9925113916397095,19.227802276611328,3.5799999237060547,6.435256004333496,2.7236363887786865,22.399999618530273,0.29456189274787903,1.8300000429153442,0.7700439691543579,,1.511104702949524,0.7602537274360657,4.1887335777282715,1.606810450553894,0.38999998569488525,11.27210521697998,10.585862159729004,2.7062878608703613,
2025-10-31,1.7154958248138428,1.1549105644226074,2.8663389682769775,0.07859999686479568,0.9972830414772034,19.64987564086914,3.5799999237060547,6.287883281707764,2.937636375427246,21.048274993896484,0.29925239086151123,1.7999999523162842,0.7738280296325684,,1.2952325344085693,0.7726078629493713,4.322619915008545,1.6866810321807861,0.3160000145435333,11.178947448730469,10.536852836608887,2.667348623275757,
2025-11-28,1.7949999570846558,1.145365834236145,2.922358751296997,0.07360000163316727,0.9505205154418945,19.415390014648438,3.8399999141693115,6.33700704574585,3.0738184452056885,21.048274993896484,0.32927143573760986,1.7799999713897705,0.7795040011405945,,1.3779070377349854,0.8809439539909363,4.207859992980957,1.6913793087005615,0.3160000145435333,9.408947944641113,10.389827728271484,2.550530195236206,
2025-12-30,1.840000033378601,1.24081289768219,3.2117936611175537,0.06880000233650208,1.078401803970337,19.884361267089844,3.859999895095825,6.386131763458252,3.1905455589294434,22.78620719909668,0.3808666467666626,1.899999976158142,0.792747974395752,,1.4605814218521118,0.8951987028121948,4.360873222351074,1.7759482860565186,0.3100000023841858,10.52684211730957,11.5170259475708,2.6089394092559814,
2026-01-30,1.8300000429153442,1.231268286705017,3.454545497894287,0.07000000029802322,1.0831735134124756,21.197479248046875,4.179999828338623,6.582627773284912,3.171091079711914,27.034482955932617,0.4080714285373688,2.0999999046325684,0.8324799537658691,,1.4973256587982178,0.9123044610023499,4.37999963760376,1.9638792276382446,0.30799999833106995,10.800000190734863,11.075948715209961,2.6089394092559814,
2026-02-27,1.774999976158142,1.2217235565185547,3.445208787918091,0.06599999964237213,1.0450000762939453,20.447124481201172,3.9600000381469727,6.6808762550354,3.1516363620758057,25.682758331298828,0.4174523651599884,2.059999942779541,0.8324799537658691,,1.4881396293640137,0.8400803804397583,4.475632667541504,1.945086121559143,0.3059999942779541,10.5,12.056120872497559,2.6284091472625732,
2026-03-31,1.5499999523162842,1.1262763738632202,3.295823097229004,0.06700000166893005,1.0020546913146973,20.02505111694336,4.079999923706055,6.189635276794434,3.0738184452056885,25.10344696044922,0.392123818397522,1.899999976158142,0.8324799537658691,,1.4146511554718018,0.8733415007591248,4.226986885070801,1.945086121559143,0.31200000643730164,10.199999809265137,11.075948715209961,2.4531819820404053,
2026-04-30,1.7000000476837158,1.2200000286102295,3.6506142616271973,0.06700000166893005,1.0640867948532104,20.92265510559082,4.619999885559082,6.6808762550354,3.1905455589294434,26.64827537536621,0.41557615995407104,2.0,1.0,,1.566220998764038,0.9120000004768372,4.3417463302612305,2.15181040763855,0.33399999141693115,10.399999618530273,11.320991516113281,2.5894699096679688,
2026-05-29,1.649999976158142,1.2000000476837158,3.759999990463257,0.06759999692440033,1.034999966621399,20.486764907836914,4.900000095367432,6.400000095367432,3.2200000286102295,28.799999237060547,0.4429999887943268,2.119999885559082,1.034999966621399,,1.5850000381469727,0.8920000195503235,4.340000152587891,2.130000114440918,0.3199999928474426,10.100000381469727,11.75,2.5799999237060547,
2026-06-30,1.659999966621399,1.2000000476837158,3.819999933242798,0.06260000169277191,1.0149999856948853,20.583629608154297,4.960000038146973,6.650000095367432,3.1600000858306885,27.600000381469727,0.4749999940395355,2.0799999237060547,1.0199999809265137,,1.690000057220459,0.8730000257492065,4.300000190734863,2.180000066757202,0.3499999940395355,9.649999618530273,15.699999809265137,2.680000066757202,
2026-07-31,1.7949999570846558,1.2000000476837158,3.9600000381469727,0.08179999887943268,1.0399999618530273,21.64913558959961,4.900000095367432,6.900000095367432,3.0399999618530273,27.799999237060547,0.4749999940395355,2.0999999046325684,1.0750000476837158,,1.7549999952316284,0.8769999742507935,4.5,2.240000009536743,0.4180000126361847,9.899999618530273,14.850000381469727,2.559999942779541,
2026-08-31,1.7699999809265137,1.2000000476837158,3.9700000286102295,0.09459999948740005,1.0099999904632568,21.40697479248047,4.920000076293945,6.949999809265137,3.0399999618530273,27.399999618530273,0.49300000071525574,2.059999942779541,1.125,,1.7300000190734863,0.8870000243186951,4.559999942779541,2.2100000381469727,0.3840000033378601,9.699999809265137,15.550000190734863,2.5999999046325684,
