Date,AIR.RG,BERCM.RG,CRGB065029A.RG,CTS1L.RG,DGR1R.RG,DGRB095027A.RG,ELEV095030A.RG,ELEVR.RG,EVKB100028FA.RG,EVKB110028FA.RG,EWA1L.RG,FASTL085029FA.RG,GRB2G.RG,H2O040030A.RG,HPRB095029A.RG,IDX1R.RG,IDXB100036A.RG,IGR1R.RG,INVG095030FA.RG,INVLV110029FA.RG,MAGIC.RG,MDARA.RG,MODE.RG,MOLNR.RG,NEOFI.RG,PNKTD.RG,RCITY077529FA.RG,RKB1R.RG,SAUNA.RG,SCM1R.RG,SIGBLTFR.RG,SKALH085029FA.RG,STOH100030A.RG,SUNB100028FA.RG,VIRSI.RG,YOOK110029FA.RG,^OMXR
2023-09-29,,,,,1.0602352619171145,,,,,,,,,,,13.699999809265137,,,,,,12.916576385498049,,,,,,0.0520000010728836,,7.544479846954346,,,,,4.229612350463867,,
2023-10-31,,,,,1.004010796546936,,,,,,,,,,,13.449999809265137,,,,,,12.374913215637209,,,,,,0.0529999993741512,,7.446499824523926,,,,,4.191161155700684,,
2023-11-30,,,,,1.040155053138733,,,,,,,,,,,12.899999618530272,,,,,,13.083242416381836,,,,,,0.0549999997019767,,6.858618259429932,,,,,4.17193603515625,,
2023-12-29,,,,,1.0653942823410034,,,,,,,,,,,12.550000190734863,,,,,,12.49991226196289,,,,,,0.0544999986886978,,7.838420867919922,,,,,4.229612350463867,,
2024-01-31,,,,,1.0449843406677246,,,,,,,,,,,12.100000381469728,,,,,,12.416580200195312,,,,,,0.0595000013709068,,7.446499824523926,,,,,4.229612350463867,,
2024-02-29,,,,,1.036820650100708,,,,,,,,,,,11.899999618530272,,,,,,12.12491512298584,,,,,,0.0745000019669532,,7.348519325256348,,,,,4.133484840393066,,
2024-03-28,,,,,1.008246660232544,,,,,,,,,,,11.800000190734863,,,,,,11.583251953125,,,,,,0.0850000008940696,,7.348519325256348,,,,,4.008518695831299,,
2024-04-30,,,,,1.0141526460647583,,,,,,,,,,,12.0,,,,,,10.41659450531006,,,,,,0.1000000014901161,,7.446499824523926,,,,,3.998905897140503,,
2024-05-31,,,,,0.9067912101745604,,,,,,,,,,,13.100000381469728,,,,,,10.916590690612791,,,,,,0.1199999973177909,,8.380702018737793,,,,,4.066195011138916,,
2024-06-28,,,,,0.9113913178443908,,,,,,,,,,,13.5,,,,,,11.416586875915527,,,,,,0.1199999973177909,,7.88771915435791,,,,,4.001856327056885,,
