Date,AIR.RG,BERCM.RG,CRGB065029A.RG,CTS1L.RG,DGR1R.RG,DGRB095027A.RG,ELEV095030A.RG,ELEVR.RG,EVKB100028FA.RG,EVKB110028FA.RG,EWA1L.RG,FASTL085029FA.RG,GRB2G.RG,H2O040030A.RG,HPRB095029A.RG,IDX1R.RG,IDXB100036A.RG,IGR1R.RG,INVG095030FA.RG,INVLV110029FA.RG,MAGIC.RG,MDARA.RG,MODE.RG,MOLNR.RG,NEOFI.RG,PNKTD.RG,RCITY077529FA.RG,RKB1R.RG,SAUNA.RG,SCM1R.RG,SIGBLTFR.RG,SKALH085029FA.RG,STOH100030A.RG,SUNB100028FA.RG,VIRSI.RG,YOOK110029FA.RG,^OMXR
2024-07-31,,,,,0.908643126487732,,,,,,,,,,,13.5,,,,,,11.181641578674316,,,,,,0.1199999973177909,,6.556666851043701,,,,,3.943434953689575,,
2024-08-30,,,,,0.886646032333374,,,,,,,,,,,13.350000381469728,,,,,,11.09462547302246,,,,,,0.1330000013113021,,7.3947367668151855,,,,,3.9336979389190674,,
2024-09-30,,,,,0.8904039263725281,,,,,,,,,,,12.300000190734863,,,,,,11.09462547302246,,,,,,0.1270000040531158,,6.704561233520508,,,,,3.992119073867798,,
2024-10-31,,,,,0.9335439205169678,,,1.462141036987305,,,,,,,,12.199999809265137,,,,,,10.354982376098633,,,,,,0.1190000027418136,,6.507368087768555,,,,,4.099225044250488,,
2024-11-29,,,,,0.9490739107131958,,,1.4930624961853027,,,,,,,,11.949999809265137,,,,,,10.093934059143066,,,,,,0.123999997973442,,5.028420925140381,,,,,3.992119073867798,,
2024-12-27,,,,,0.9466726779937744,,,1.4753930568695068,,,,,,,,11.699999809265137,,,,,,9.310783386230469,,,,,,0.1280000060796737,,4.929824352264404,,,,,4.011592388153076,,
2025-01-31,,,,,0.9625093340873718,,,1.4930624961853027,,,,,,,,10.850000381469728,,,,,,9.354291915893556,,,,,,0.125,,5.422806739807129,,,,,4.0408034324646,,
2025-02-28,,,,,1.02233624458313,,,1.4930624961853027,,,,,,,,10.5,,,,,,8.614649772644043,,,,,,0.125,,5.422806739807129,,,,,4.011592388153076,,
2025-03-31,,,,,1.036413073539734,,,1.4930624961853027,,,,,,,,10.399999618530272,,,,,,8.597246170043945,,,,,,0.1180000007152557,,5.176315784454346,,,,,3.992119073867798,,
2025-04-30,,,,,1.0334044694900513,,,1.501897215843201,,,,,,,,10.25,,,,,,8.597246170043945,,,,,,0.1129999980330467,,5.176315784454346,,,,,3.992119073867798,,
2025-05-30,,,,,1.053139567375183,,,1.5063145160675049,,,,,,,,9.65999984741211,,,,,,8.597246170043945,,,,,,0.1099999994039535,,5.028420925140381,,,,,3.992119073867798,,
2025-06-30,,,,,1.074391484260559,,,1.586695432662964,,,,,,,,8.899999618530273,,,,,,8.597246170043945,,,,,,0.4720000028610229,,5.127017498016357,,,,,4.0407490730285645,,
2025-07-31,,,,,1.1562646627426147,,,1.574858784675598,,,,,,,,10.199999809265137,,,,,,9.479999542236328,,,,,,0.3100000023841858,,4.979123115539551,,,,,4.0407490730285645,,
2025-08-29,,,,,1.1856768131256104,,,1.6178146600723269,,,,,,,,9.960000038146973,,,,,,9.479999542236328,,,,,,0.335999995470047,,4.979123115539551,,,,,4.0407490730285645,,
2025-09-30,,,,,1.200354814529419,,,1.603495955467224,,,,,,,,9.640000343322754,,,,,,9.479999542236328,,,,,,0.3759999871253967,,5.176315784454346,,,,,4.0407490730285645,,
2025-10-31,,,,,1.1984851360321045,,,1.608268976211548,,,,,,,,9.65999984741211,,,,,,9.479999542236328,,,,,,0.3519999980926513,,5.422806739807129,,,,,4.0407490730285645,,
2025-11-28,,,,,1.207833766937256,,,1.6336272954940796,,,,,,,,9.68000030517578,,,,,,9.479999542236328,,,,,,0.3980000019073486,,5.373508453369141,,,,,4.0407490730285645,,
2025-12-30,,,,,1.2283200025558472,,,1.6629773378372192,,,,,,,,9.460000038146973,,,,,,9.479999542236328,,,,,,0.3659999966621399,,4.693192958831787,,,,,4.0407490730285645,,
2026-01-30,,,,,1.258837342262268,,,1.6631730794906616,,,,,,,,9.479999542236328,,,,,,9.479999542236328,,,,,,0.3740000128746032,,6.31017541885376,,,,,4.0407490730285645,,
2026-02-27,,,,,1.2779107093811035,,,1.67256498336792,,,,,,,,9.5,,,,,,9.479999542236328,,,,,,0.3860000073909759,,5.570701599121094,,,,,4.0407490730285645,,
2026-03-31,,,,,1.3217791318893433,,,1.6504546403884888,,,,,,,,8.880000114440918,,,,,,9.479999542236328,,,,,,0.3759999871253967,,4.712912559509277,,,,,4.0407490730285645,,
2026-04-30,,,,,1.3964999914169312,,,1.6533896923065186,,,,,,,,8.65999984741211,,,,,,9.479999542236328,,,,,,0.3459999859333038,,4.87066650390625,,,,,4.0407490730285645,,
2026-05-29,,,,,1.4651000499725342,,,1.658281326293945,,,,,,,,8.720000267028809,,,,,,9.479999542236328,,,,,,0.3479999899864197,,5.150000095367432,,,,,4.0407490730285645,,
2026-06-30,,,,,1.524999976158142,,,1.6799999475479126,,,,,,,,8.699999809265137,,,,,,9.479999542236328,,,,,,0.3580000102519989,,5.349999904632568,,,,,4.099999904632568,,
2026-07-31,,,,,1.5049999952316284,,,1.6799999475479126,,,,,,,,8.979999542236328,,1.5579999685287476,,,,9.880000114440918,,,,,,0.3319999873638153,,6.199999809265137,,,,,4.099999904632568,,
2026-08-31,,,,,1.524999976158142,,,1.7000000476837158,,,,,,,,9.279999732971191,,1.5499999523162842,,,,9.880000114440918,,,,,,0.3600000143051147,,6.699999809265137,,,,,4.099999904632568,,
