Date,BCP.LS,BFCPY.LS,BGNVA.LS,BJLLD.LS,BMENY.LS,BMENZ.LS,BOTEM.LS,BOTET.LS,BOTEZ.LS,BTGNV.LS,COR.LS,CTT.LS,EDP.LS,EDPR.LS,EGL.LS,ESON.LS,FCP.LS,GALP.LS,GLINT.LS,IBS.LS,JMT.LS,MAR.LS,MLCIA.LS,MLFMV.LS,MRL.LS,NBA.LS,NVG.LS,OTE1.LS,OTE2.LS,OTEL.LS,OTEN.LS,OTEP.LS,OTEV.LS,OTEW.LS,OTEX.LS,OTEY.LS,OTEZ.LS,PHR.LS,PSI20.LS,PTFCPCOM0018.LS,PTFCPZOM0011.LS,PTGNVKOM0008.LS,PTMEN2OM0007.LS,PTMENAOM0029.LS,PTMENWOM0015.LS,PTOTE3OE0025.LS,PTOTEAOE0005.LS,PTOTEDOE0010.LS,PTOTEEOE0019.LS,PTOTEQOE0023.LS,PTOTESOE0021.LS,PTOTVNOE0009.LS,PTSCPAOM0007.LS,PTSCPJOM0008.LS,PTSINCOM0001.LS,PTSLBAOM0028.LS,PTSLBOOM0006.LS,PTSLBPOM0005.LS,PTVAACOM0009.LS,PTVAIAOM0003.LS,RAM.LS,RENE.LS,SCP.LS,SCT.LS,SEM.LS,SLBEN.LS,SNC.LS,SON.LS,TDSA.LS
2023-09-29,0.2277489900588989,,,,,,,,,,8.615222930908203,3.159365177154541,3.3556275367736816,14.737650871276855,3.0905439853668213,7.387706279754639,1.25,12.971179962158203,0.3183453679084778,5.618734359741211,19.35507202148437,1.1320416927337646,,1.5,7.223147869110107,3.245095014572144,3.039015054702759,,,,,,,,,,,0.0417999997735023,6090.330078125,,,,,,,,,,,,,,,,,,,,,,4.341001510620117,2.038440227508545,0.8799999952316284,4.673412322998047,12.247379302978516,3.369999885559082,2.4362170696258545,0.7958880066871643,0.0769999995827674
2023-10-31,0.2532877027988434,,,,,,,,,,8.119384765625,3.277557373046875,3.3846142292022705,14.42893409729004,2.770210266113281,7.144689559936523,1.1200000047683716,13.128236770629885,0.3116078972816467,5.455872058868408,19.828479766845703,1.1820515394210815,,1.5,7.132858276367188,3.5696046352386475,3.202549695968628,,,,,,,,,,,0.0430000014603138,6257.06005859375,,,,,,,,,,,,,,,,,,,,,,4.438085079193115,2.072133302688598,0.8849999904632568,4.630926132202148,12.031248092651367,3.049999952316284,2.641568422317505,0.8036738634109497,0.0692000016570091
2023-11-30,0.2695554494857788,,,,,,,,,,8.01313304901123,3.236644744873047,3.740126371383667,15.910774230957031,3.3341782093048096,7.387706279754639,1.1100000143051147,12.61548900604248,0.3351890444755554,5.4884443283081055,20.666046142578125,1.154773473739624,,1.5,8.543758392333984,3.5831258296966557,3.211066961288452,,,,,,,,,,,0.0412000007927417,6474.580078125,,,,,,,,,,,,,,,,,,,,,,4.465822696685791,2.051075220108032,0.8999999761581421,4.758383274078369,12.21135711669922,3.059999942779541,2.5668954849243164,0.8032413125038147,0.0707999989390373
2023-12-29,0.2399935573339462,,,,,,,,,,8.171732902526855,3.173002958297729,3.883354425430298,17.596839904785156,3.573300838470459,6.901672840118408,1.1699999570846558,12.324467658996582,0.2964486181735992,5.439586162567139,20.9755802154541,1.3911837339401243,,1.2999999523162842,9.33809757232666,3.623689651489258,3.0219802856445312,,,,,,,,,,,0.0375999994575977,6396.47998046875,,,,,,,,,,,,,,,,,,,,,,4.424216270446777,2.012420892715454,0.9850000143051147,4.248556613922119,12.067269325256348,2.880000114440918,2.6135659217834477,0.7824789881706238,0.0649999976158142
2024-01-31,0.236232727766037,,,,,,,,,,8.448892593383789,3.345745325088501,3.531252384185791,14.295948028564451,4.809518337249756,7.387706279754639,1.1299999952316284,13.50240707397461,0.2964486181735992,5.439586162567139,19.191200256347656,1.4548327922821045,,1.2999999523162842,8.867037773132324,3.5831258296966557,3.2536540031433105,,,,,,,,,,,0.05180000141263,6322.759765625,,,,,,,,,,,,,,,,,,,,,,4.646120548248291,1.9691431522369385,0.959999978542328,4.248556613922119,12.877758979797363,2.950000047683716,2.5668954849243164,0.7755582928657532,0.1185000017285347
2024-02-29,0.233521431684494,,,,,,,,,,8.43995189666748,3.304832696914673,3.1365225315093994,11.96395206451416,5.125340461730957,7.19329309463501,1.1399999856948853,13.46083164215088,0.2981329560279846,5.374440670013428,20.13801383972168,1.4548327922821045,,1.399999976158142,8.128116607666016,4.529611587524414,3.200845956802368,,,,,,,,,,,0.0483999997377395,6157.9599609375,,,,,,,,,,,,,,,,,,,,,,4.604513645172119,1.8955706357955933,0.9800000190734864,4.673412322998047,12.4454984664917,2.799999952316284,2.520224571228028,0.7357638478279114,0.1045000031590461
2024-03-28,0.2734037637710571,,,,,,,,,,8.788636207580566,3.754871845245361,3.0776970386505127,11.91645622253418,4.344809055328369,6.804466247558594,1.149999976158142,14.149118423461914,0.31666100025177,5.504731178283691,16.733121871948242,1.468471884727478,,1.399999976158142,9.236495018005373,4.394399642944336,3.449554920196533,,,,,,,,,,,0.0487999990582466,6280.5,,,,,,,,,,,,,,,,,,,,,,4.701596260070801,1.9042259454727173,0.949999988079071,4.503469944000244,13.418083190917969,2.6600000858306885,2.426882743835449,0.7612841129302979,0.1099999994039535
2024-04-30,0.2873975336551666,,,,,,,,,,8.565120697021484,4.009438991546631,3.0060830116271973,12.225173950195312,3.674363613128662,7.19329309463501,1.350000023841858,18.6622371673584,0.3419265151023865,5.716451644897461,17.616209030151367,1.4502863883972168,,1.2999999523162842,9.698321342468262,4.394399642944336,3.5364325046539307,,,,,,,,,,,0.0483999997377395,6615.56005859375,,,,,,,,,,,,,,,,,,,,,,4.9235005378723145,1.9604874849319456,1.0199999809265137,4.503469944000244,14.318625450134276,2.869999885559082,2.370877742767334,0.8131898641586304,0.1084999963641166
2024-05-31,0.3250933289527893,,,,,,,,,,8.746009826660156,4.142393112182617,3.359349012374878,14.433297157287598,3.732180833816528,6.221226692199707,1.2999999523162842,18.088871002197266,0.3655076622962951,6.025888442993164,19.358158111572266,1.5957696437835691,,1.5,10.26156520843506,5.036657810211182,3.418891906738281,,,,,,,,,,,0.0472000017762184,6870.81005859375,,,,,,,,,,,,,,,,,,,,,,4.926596164703369,2.061889171600342,0.9449999928474426,4.460984230041504,14.012441635131836,3.069999933242798,2.3448052406311035,0.870344877243042,0.1024999991059303
2024-06-28,0.3101971447467804,,,,,,,,,,8.225631713867188,3.962700366973877,3.150459051132202,12.79582405090332,3.20513129234314,6.199999809265137,1.149999976158142,18.468162536621094,0.4434958100318908,5.957778930664063,17.166492462158203,1.4366472959518433,,1.2000000476837158,9.817873001098633,4.7648515701293945,3.4968678951263428,,,,,,,,,,,0.0441999994218349,6480.06005859375,,,,,,,,,,,,,,,,,,,,,,4.866332054138184,2.05739688873291,0.8999999761581421,4.616894721984863,13.506036758422852,3.299999952316284,2.4601235389709477,0.8033246397972107,0.1019999980926513
