Date,A5G.IR,BIRG.IR,C5H.IR,DQ7A.IR,EG7.IR,GRP.IR,GVR.IR,HMSO.IR,IRES.IR,KMR.IR,KRZ.IR,MIO.IR,MLC.IR,OIZ.IR,PTSB.IR,RYA.IR,UPR.IR,^ISEQ
2023-09-29,3.4685592651367188,7.860946655273437,0.962213933467865,0.5073534250259399,8.300073623657227,0.7497740387916565,0.996999979019165,1.8356812000274656,0.8114767074584961,3.915225982666016,75.41120147705078,0.7053909301757812,4.539999961853027,2.794971466064453,2.136849164962769,15.0214204788208,2.208988904953003,8416.580078125
2023-10-31,3.3333988189697266,7.150160789489746,0.979804754257202,0.4928576052188873,7.959907531738281,0.6757320165634155,0.9120000004768372,1.8356812000274656,0.7948804497718811,3.8165221214294434,69.7292709350586,0.5114084482192993,4.059999942779541,2.692089319229126,1.8685005903244016,13.383834838867188,2.056813716888428,7834.7900390625
2023-11-30,3.4636738300323486,7.268625259399414,1.1187716722488403,0.4783617854118347,7.585724353790283,0.7694323658943176,1.0720000267028809,1.8356812000274656,0.8490370512008667,3.915225982666016,71.01134490966797,0.5893253087997437,4.420000076293945,2.970728874206543,1.6647545099258425,16.588218688964844,2.223714828491211,8355.5302734375
2023-12-29,3.1591567993164062,6.953849315643311,1.1627484560012815,0.4783617854118347,7.721789836883545,0.8059210777282715,1.2200000286102295,1.8356812000274656,0.967832326889038,3.767170667648315,75.2593994140625,0.5758293271064758,4.5,2.949295282363892,1.6896016597747805,18.003995895385742,2.6507859230041504,8760.3603515625
2024-01-31,3.318743228912353,7.219546794891357,1.2471840381622314,0.4783617854118347,7.993924140930176,0.7297709584236145,1.22599995136261,1.8356812000274656,1.0097600221633911,2.9939961433410645,79.1055908203125,0.584826648235321,4.960000038146973,3.041982889175415,1.7094793319702148,18.40855407714844,2.7587811946868896,9178.1201171875
2024-02-29,3.4897282123565674,6.815075874328613,1.2788474559783936,0.4638659656047821,8.6742582321167,0.7270624041557312,1.133999943733215,1.8356812000274656,0.8472900390625,2.813040256500244,77.6321792602539,0.4903546869754791,5.900000095367432,2.831727981567383,1.5603969097137451,19.213897705078125,2.670421600341797,9489.669921875
2024-03-28,4.063014030456543,7.996333599090576,1.4037415981292725,0.4638659656047821,8.980408668518066,0.7060583233833313,1.2519999742507937,1.8356812000274656,0.918346345424652,3.1255998611450195,76.00567626953125,0.4948533773422241,5.800000190734863,2.818307638168335,1.3665895462036133,20.04307174682617,2.552608728408813,9957.26953125
2024-04-30,4.202939510345459,8.49980640411377,1.419752597808838,0.4783617854118347,9.422626495361328,0.6907092332839966,1.2760000228881836,1.9031566381454468,0.8835740089416504,3.3910837173461914,78.1057357788086,0.4228746891021728,5.400000095367432,2.9972474575042725,1.4908249378204346,19.15671157836914,2.534756898880005,9917.33984375
2024-05-31,4.508701801300049,9.431892395019531,1.5041122436523438,0.4783617854118347,9.862591743469238,0.7342621684074402,1.3860000371932983,1.9031566381454468,0.8559344410896301,3.8239877223968506,75.20577239990234,0.486882746219635,5.699999809265137,2.784059524536133,1.5206414461135864,16.650135040283203,2.574208498001098,9940.3203125
2024-06-28,4.263401031494141,8.76183795928955,1.4269322156906128,0.4783617854118347,9.349297523498535,0.7136600613594055,1.2580000162124634,1.9031566381454468,0.8077881932258606,3.4271585941314697,73.12745666503906,0.4409504234790802,5.900000095367432,2.928686141967773,1.3019870519638062,15.563637733459473,2.3917455673217773,9318.349609375
2024-07-31,4.577801704406738,9.396013259887695,1.6961644887924194,0.4783617854118347,9.275970458984377,0.7548644542694092,1.3760000467300415,1.9031566381454468,0.8202705383300781,3.355008125305176,83.51899719238281,0.3674586415290832,5.900000095367432,2.8292553424835205,1.5305802822113037,13.948183059692385,2.564345598220825,9674.0703125
2024-08-30,4.703043460845947,9.301827430725098,1.7428315877914429,0.4783617854118347,9.899256706237791,0.8059499263763428,1.4359999895095823,1.9708832502365112,0.8058988451957703,3.805949926376343,87.77228546142578,0.3637841045856476,6.449999809265137,2.973881959915161,1.5902132987976074,15.380379676818848,2.519962787628174,9779.080078125
2024-09-30,4.44392204284668,8.99685001373291,1.8015352487564087,0.4783617854118347,9.831889152526855,0.7807640433311462,1.5520000457763672,2.8309051990509038,0.8186475038528442,3.8612875938415527,90.04393005371094,0.4042045772075653,6.099999904632568,3.0281167030334477,1.7392958402633667,15.887104034423828,2.5707485675811768,9897.16015625
2024-10-31,4.2271246910095215,7.878063201904297,1.956397533416748,0.4783617854118347,9.990469932556152,0.7530595064163208,1.600000023841858,2.956324577331543,0.7922396063804626,3.973752021789551,88.81298065185547,0.4042045772075653,5.800000190734863,2.874451160430908,1.4411308765411377,16.982601165771484,2.234573602676392,9636.08984375
2024-11-29,4.448241233825684,7.716071128845215,1.8830900192260744,0.4783617854118347,9.91118049621582,0.7448855638504028,1.534000039100647,2.956324577331543,0.8286643624305725,4.048728942871094,88.76444244384766,0.4046750962734222,8.5,2.770501136779785,1.4808861017227173,17.97675323486328,2.185136318206787,9608.75
2024-12-31,4.603713512420654,8.198325157165527,2.1305031776428223,0.4812609553337097,10.030113220214844,0.7046446800231934,1.600000023841858,2.956324577331543,0.8286643624305725,3.598870038986206,90.51158905029295,0.3538554012775421,8.600000381469727,2.481247663497925,1.4311920404434204,18.401439666748047,2.096148729324341,9757.26953125
2025-01-31,4.918976783752441,8.963602066040039,2.103013038635254,16.264286041259766,10.307626724243164,0.6849522590637207,1.7059999704360962,2.956324577331543,0.8514298796653748,3.3926846981048584,96.23833465576172,0.4140861630439758,10.300000190734863,2.6351208686828613,1.386467218399048,19.882089614868164,2.372998714447021,10205.8701171875
2025-02-28,5.812943935394287,10.557462692260742,1.9838881492614744,16.264286041259766,10.704073905944824,0.6839464902877808,1.5,2.956324577331543,0.9202038645744324,3.298964262008667,98.3251953125,0.3576198220252991,9.75,2.8253824710845947,1.5305802822113037,20.56599235534668,2.649848461151123,10982.98046875
2025-03-31,5.456002712249756,10.0966215133667,1.7502199411392212,16.264286041259766,11.378034591674805,0.6743258237838745,1.50600004196167,2.956324577331543,0.87642902135849,4.292402267456055,93.95734405517578,0.4046750962734222,10.300000190734863,2.972835063934326,1.5902132987976074,18.196752548217773,2.684454679489136,10188.6796875
2025-04-30,5.423909187316895,9.871054649353027,1.8177525997161863,16.264286041259766,11.05990982055664,0.6743258237838745,1.6519999504089355,3.0304324626922607,0.9500080943107604,4.432514667510986,91.4085464477539,0.3500910401344299,8.5,3.3438448905944824,1.540519118309021,20.30220031738281,2.9399893283843994,10373.4599609375
2025-05-30,6.345468997955322,11.548893928527832,2.049427032470703,16.264286041259766,11.145645141601562,0.6895523071289062,1.7979999780654907,2.5327069759368896,0.9984399080276488,4.277777671813965,94.30028533935548,0.4633131325244903,8.300000190734863,3.38817834854126,1.7591733932495115,22.8326473236084,3.585594892501831,11411.7197265625
