Date,2P.RO,4RT.RO,AAG.RO,ABN.RO,AG.RO,ALT.RO,ALW.RO,ARCV.RO,ARMT.RO,AROBS.RO,ARTE.RO,ASC.RO,ASP.RO,AST.RO,ATB.RO,ATRD.RO,AVIO.RO,AVSL.RO,BALN.RO,BBGA.RO,BCM.RO,BENTO.RO,BIOW.RO,BNET.RO,BONA.RO,BRCR.RO,BRK.RO,BRNA.RO,BTF.RO,BUCU.RO,BUCV.RO,CACU.RO,CBC.RO,CCOM.RO,CEPO.RO,CFED.RO,CHIA.RO,CHRD.RO,CMF.RO,CMP.RO,CMVX.RO,CODE.RO,COKJ.RO,COMI.RO,COMY.RO,COTE.RO,CRC.RO,CRPC.RO,DENT.RO,DN.RO,DOIS.RO,EAI.RO,EBS.RO,ECT.RO,ELGS.RO,ELJ.RO,ELJA.RO,ELMA.RO,EM.RO,EVER.RO,FAMZ.RO,FEP.RO,FP.RO,GREEN.RO,GRF.RO,HAI.RO,IMP.RO,INFINITY.RO,IORB.RO,IPHI.RO,IPRU.RO,ITG.RO,JTG.RO,LCSI.RO,LIH.RO,LION.RO,M.RO,MAM.RO,MECF.RO,MFC.RO,MILK.RO,MOIB.RO,NAPO.RO,NCHI.RO,NRF.RO,OIL.RO,ONE.RO,PBK.RO,PE.RO,PPL.RO,PRAE.RO,PREH.RO,PRIB.RO,PRSN.RO,RCHI.RO,REIT.RO,RMAH.RO,ROC1.RO,ROCE.RO,RPH.RO,SAFE.RO,SATU.RO,SEOL.RO,SEOM.RO,SMTL.RO,SNP.RO,SPX.RO,STK.RO,STKP.RO,TBK.RO,TBM.RO,TEL.RO,TGN.RO,TRANSI.RO,TRGI.RO,TRIP.RO,TRP.RO,TRVM.RO,TSND.RO,TTS.RO,TUAA.RO,UNIR.RO,UZC.RO,VAC.RO,VIAG.RO,VITK.RO,VNC.RO,WINE.RO,^BET.RO
2023-09-29,2.440000057220459,,3.1361420154571533,1.2659528255462646,1.2703030109405518,0.0829999968409538,8.266199111938477,0.1147093400359153,2.0999999046325684,1.0880000591278076,14.450443267822266,3.9979000091552734,0.0099999997764825,23.888032913208008,1.1393722295761108,37.87792205810547,2.4800000190734863,8.55538558959961,0.1019999980926513,3.5799999237060547,0.0935000032186508,7.037038326263428,0.1770000010728836,0.2509999871253967,1.3799999952316284,0.3000000119209289,0.152999997138977,77.75360870361328,,11.899999618530272,1.1100000143051147,28.00677299499512,147.64060974121094,0.050000000745058,2.0,,21.760629653930664,18.899999618530277,3.9175233840942383,0.5210748314857483,97.37335205078124,2.460278034210205,71.0,0.0049999998882412,2.299999952316284,60.91500854492188,19.600000381469727,2.0,1.797914743423462,0.977999985218048,2.9800000190734863,,160.705078125,0.0375000014901161,0.2759999930858612,0.1599999964237213,34.0,0.2000000029802322,,1.010340929031372,8.5,0.1474323719739914,0.32329061627388,,,1.0950000286102295,5.480000019073486,1.7699999809265137,0.257999986410141,56.0,0.7300000190734863,,,27.0,1.4467270374298096,2.162681102752685,4.550000190734863,2.5899999141693115,0.1289999932050705,31.0,6.71999979019165,,4.880000114440918,0.5149999856948853,4.970099925994873,0.1124784648418426,33.6707763671875,0.0820000022649765,,9.5,,3.039999961853028,9.899999618530272,0.1494999974966049,0.2380000054836273,0.109228178858757,0.5535203218460083,0.800000011920929,0.2023548781871795,0.1850000023841858,1.3134620189666748,11.0,1.4226667881011963,1.1583439111709597,38.32044982910156,0.4475302100181579,0.3050252795219421,,2.200000047683716,16.878643035888672,0.2757252156734466,27.921445846557617,17.886905670166016,0.2596408128738403,19.200000762939453,,0.4126512408256531,0.2739999890327453,0.0860000029206276,6.608816623687744,0.0929562821984291,10.5,5.150000095367432,4.498781204223633,1.2834500074386597,9.0,0.1669999957084655,11.911415100097656,
2023-10-31,2.4200000762939453,,3.153564929962158,1.246172308921814,1.2072720527648926,0.0780000016093254,8.320941925048828,0.0910391584038734,2.0999999046325684,1.0880000591278076,13.81425952911377,3.933713674545288,0.0099999997764825,23.97618103027344,1.1683393716812134,36.34921646118164,2.4600000381469727,8.147985458374023,0.1019999980926513,3.240000009536743,0.0925000011920929,8.926486015319824,0.1659999936819076,0.2479999959468841,1.5,0.3000000119209289,0.1560000032186508,68.90739440917969,,12.5,1.0399999618530271,25.347902297973636,148.61192321777344,0.0584999993443489,2.0,,22.33327865600586,18.299999237060547,4.523411273956299,0.5505697131156921,85.82058715820312,2.253690004348755,68.0,0.0044999998062849,2.299999952316284,61.07447052001953,18.799999237060547,1.7999999523162842,1.676811695098877,1.1399999856948853,2.9800000190734863,,164.4241943359375,0.0375000014901161,0.2080000042915344,0.1599999964237213,46.0,0.1979999989271164,,0.989552080631256,8.5,0.1290033310651779,0.3771723806858063,,,1.0299999713897705,4.71999979019165,1.7300000190734863,0.2560000121593475,56.0,0.7200000286102295,,,25.0,1.3678139448165894,2.026449203491211,4.534999847412109,2.5199999809265137,0.1260000020265579,30.200000762939453,6.659999847412109,,4.519999980926514,0.5149999856948853,4.150000095367432,0.1071853712201118,34.71428680419922,0.0820000022649765,,9.699999809265137,,3.039999961853028,11.699999809265137,0.1509999930858612,0.2160000056028366,0.109228178858757,0.5409402847290039,0.8180000185966492,0.1842193156480789,0.1870000064373016,1.3134620189666748,11.0,1.4006667137145996,1.1824761629104614,36.47251129150391,0.4208354651927948,0.3108168840408325,,2.200000047683716,17.09015464782715,0.2488175481557846,27.27210807800293,17.34544563293457,0.2587102055549621,16.5,,0.3927356004714966,0.2739999890327453,0.0780000016093254,6.578638076782227,0.0919879823923111,9.5,5.849999904632568,4.705147743225098,1.2834500074386597,9.0,0.1659999936819076,11.595511436462402,
2023-11-29,2.490000009536743,,3.205834150314331,1.2066112756729126,1.149090051651001,0.0844999998807907,8.065474510192871,0.1092469841241836,2.0999999046325684,1.0880000591278076,14.541326522827148,4.575577735900879,0.0099999997764825,26.26801872253418,1.318002700805664,37.70806884765625,2.4800000190734863,8.147985458374023,0.1019999980926513,2.180000066757202,0.0925000011920929,10.285714149475098,0.1589999943971634,0.2750000059604645,1.5399999618530271,0.3899999856948852,0.1564999967813491,75.89125061035156,,13.0,1.0099999904632568,24.63887023925781,148.61192321777344,0.0520000010728836,2.0,,26.723583221435547,18.299999237060547,5.165135860443115,0.8848441243171692,80.04419708251953,2.253690004348755,70.0,0.0040000001899898,3.0999999046325684,61.71232604980469,17.600000381469727,1.7999999523162842,1.4904992580413818,1.2999999523162842,2.9800000190734863,,178.61558532714844,0.0390000008046627,0.2680000066757202,0.1360000073909759,45.0,0.2060000002384185,,1.060234308242798,6.599999904632568,0.1336105912923813,0.3925671577453613,,,0.9639999866485596,4.579999923706055,1.8200000524520876,0.2479999959468841,59.5,0.8149999976158142,,,25.0,1.6233400106430054,2.094565153121948,4.090000152587891,2.3499999046325684,0.125,30.399999618530277,6.400000095367432,,4.300000190734863,0.5149999856948853,3.9800000190734863,0.1067442744970321,32.69682312011719,0.0804999992251396,,9.800000190734863,,2.900000095367432,11.699999809265137,0.1749999970197677,0.2199999988079071,0.1034026741981506,0.570293664932251,0.8999999761581421,0.1837420463562011,0.1879999935626983,1.3134620189666748,10.0,1.3200000524520874,1.2066081762313845,40.26565170288086,0.4247611463069916,0.2895809710025787,,2.200000047683716,17.25936508178711,0.2399312257766723,26.993820190429688,17.00936508178711,0.2791836857795715,19.0,,0.3732184767723083,0.2960000038146972,0.0599999986588954,7.514133930206299,0.0953770130872726,9.0,5.599999904632568,5.7782511711120605,1.2834500074386597,9.0,0.1560000032186508,12.691882133483888,
2023-12-29,2.5,,3.258103132247925,1.1571599245071411,1.1830300092697144,0.0825000032782554,8.667648315429688,0.1456626504659652,2.720000028610229,1.0880000591278076,14.90485954284668,4.474713802337647,0.0099999997764825,25.739133834838867,1.346969723701477,40.76547622680664,2.380000114440918,7.41466760635376,0.1019999980926513,2.900000095367432,0.0989999994635582,10.726530075073242,0.1589999943971634,0.277999997138977,1.4199999570846558,0.3899999856948852,0.1494999974966049,75.89125061035156,,12.5,1.0099999904632568,28.71580696105957,139.87005615234375,0.0489999987185001,2.5799999237060547,,22.90592765808105,18.899999618530277,6.284247875213623,0.7334374785423279,81.69459533691406,2.4321069717407227,75.0,0.0044999998062849,2.180000066757202,65.22052001953125,17.850000381469727,1.7999999523162842,1.7233898639678955,1.2799999713897705,2.9800000190734863,,177.9304656982422,0.0465000011026859,0.2360000014305114,0.1800000071525573,45.0,0.2119999974966049,,1.0560765266418457,6.550000190734863,0.1336105912923813,0.4025737643241882,,,0.9959999918937684,5.260000228881836,1.899999976158142,0.2399999946355819,59.5,0.8149999976158142,,,24.0,1.728556990623474,2.2052536010742188,3.9800000190734863,2.490000009536743,0.125,30.600000381469727,6.340000152587891,,4.28000020980835,0.5149999856948853,4.46999979019165,0.1120373830199241,34.366451263427734,0.0820000022649765,,9.5,,3.059999942779541,11.800000190734863,0.1675000041723251,0.25,0.1048590391874313,0.5661003589630127,0.9300000071525574,0.1899463236331939,0.2000000029802322,1.3134620189666748,11.0,1.371333360671997,1.3514010906219482,41.724552154541016,0.451063334941864,0.2992336452007293,,2.4200000762939453,18.52843475341797,0.2594811618328094,27.921445846557617,17.606842041015625,0.3033795952796936,18.899999618530277,,0.4102611541748047,0.2860000133514404,0.0590000003576278,8.147855758666992,0.0871465131640434,9.149999618530272,5.599999904632568,7.057722091674805,1.2834500074386597,9.0,0.1669999957084655,13.323689460754396,
2024-01-31,2.559999942779541,,3.205834150314331,1.1472697257995603,1.1975749731063845,0.0815000012516975,11.587276458740234,0.1310963928699493,2.0999999046325684,0.9200000166893004,16.358993530273438,4.153781414031982,0.0099999997764825,27.590234756469727,1.733197569847107,41.44490051269531,2.0799999237060547,9.533143043518066,0.1019999980926513,2.3399999141693115,0.096000000834465,11.363265991210938,0.1599999964237213,0.2770000100135803,1.399999976158142,0.3000000119209289,0.1430000066757202,73.09770202636719,,12.699999809265137,1.0199999809265137,27.829513549804688,147.64060974121094,0.0515000000596046,2.5799999237060547,,26.15093421936035,18.299999237060547,5.509478092193604,0.7177069187164307,89.94657897949219,2.141005277633667,65.0,0.0044999998062849,3.140000104904175,66.97461700439453,17.350000381469727,2.2799999713897705,1.5743399858474731,1.375,2.9800000190734863,,194.76437377929688,0.0480000004172325,0.2399999946355819,0.1800000071525573,50.0,0.2060000002384185,,0.9978676438331604,6.550000190734863,0.129924789071083,0.4064224660396576,,,1.0149999856948853,4.940000057220459,1.8049999475479128,0.277999997138977,60.0,0.9200000166893004,,,24.0,1.608309030532837,2.2052536010742188,4.0,2.509999990463257,0.1220000013709068,28.600000381469727,6.699999809265137,0.5586933493614197,3.299999952316284,0.5149999856948853,4.300000190734863,0.1146839261054992,35.20547866821289,0.0850000008940696,,9.600000381469728,,3.539999961853028,11.800000190734863,0.2169999927282333,0.2380000054836273,0.1012180969119072,0.570293664932251,0.8939999938011169,0.1918553411960601,0.1979999989271164,1.3134620189666748,11.0,1.3933333158493042,1.488150119781494,52.909454345703125,0.4553816616535187,0.2973031103610992,,2.359999895095825,18.359228134155277,0.2834742963314056,28.47801780700684,17.868236541748047,0.2912816107273102,16.0,,0.4596517384052276,0.2899999916553497,0.0595000013709068,8.81175422668457,0.0876306518912315,9.149999618530272,5.900000095367432,5.819525241851807,1.239193081855774,9.0,0.1879999935626983,14.345728874206545,
2024-02-29,2.75,,3.2929491996765137,1.13737952709198,1.1442420482635498,0.0974999964237213,12.317183494567873,0.1165301278233528,2.0999999046325684,0.949999988079071,16.631641387939453,3.75032377243042,0.0099999997764825,27.325794219970703,1.6607799530029297,44.16260147094727,2.0,15.644134521484377,0.1319999992847442,2.799999952316284,0.0890000015497207,12.58775520324707,0.1580000072717666,0.2630000114440918,1.350000023841858,0.3840000033378601,0.1379999965429306,85.66864776611328,,12.199999809265137,1.0099999904632568,26.411449432373047,161.2390899658203,0.0570000000298023,1.909999966621399,,26.15093421936035,18.299999237060547,5.466435432434082,0.727538526058197,85.82058715820312,1.9156363010406492,69.5,0.0065000001341104,4.0,68.09085845947266,19.200000762939453,2.2799999713897705,1.5743399858474731,1.5700000524520874,2.9800000190734863,,180.08364868164062,0.0515000000596046,0.1840000003576278,0.202000007033348,45.20000076293945,0.1949999928474426,,1.0061832666397097,6.550000190734863,0.1133386418223381,0.3837151229381561,,,0.9940000176429749,4.659999847412109,1.75,0.2759999930858612,44.0,0.8899999856948853,,,23.799999237060547,1.8112269639968872,2.2137680053710938,3.910000085830689,2.180000066757202,0.1169999986886978,29.0,7.260000228881836,0.5627127885818481,4.019999980926514,0.5099999904632568,4.039999961853027,0.1138017401099205,34.92439651489258,0.0825000032782554,,9.0,,3.680000066757202,10.899999618530272,0.2619999945163727,0.209999993443489,0.0997617244720459,0.574487030506134,0.8999999761581421,0.1837420463562011,0.1969999969005584,1.3134620189666748,10.100000381469728,1.3640000820159912,1.447929859161377,59.91217803955078,0.4844317734241485,0.2973031103610992,,2.359999895095825,17.68238639831543,0.2754765748977661,27.82868194580078,17.756208419799805,0.2875591814517975,24.200000762939453,,0.4660249650478363,0.2879999876022339,0.0610000006854534,9.083349227905272,0.0881148055195808,9.149999618530272,6.900000095367432,6.190983295440674,1.239193081855774,9.0,0.1739999949932098,13.398018836975098,
2024-03-29,2.690000057220459,,3.4149105548858643,0.9395743608474731,1.1684839725494385,0.1000000014901161,13.594520568847656,0.1156197413802146,2.0999999046325684,0.944000005722046,15.722808837890623,3.75032377243042,0.0099999997764825,26.973201751708984,1.670435667037964,45.01188278198242,2.0999999046325684,14.584895133972168,0.2220000028610229,3.0,0.1309999972581863,12.73469352722168,0.1539999991655349,0.257999986410141,1.350000023841858,0.3680000007152557,0.1319999992847442,66.0,,13.0,1.2300000190734863,20.561935424804688,158.3251190185547,0.0575000010430812,2.039999961853028,,26.15093421936035,16.799999237060547,5.079049587249756,0.7177069187164307,85.82058715820312,1.9062459468841555,71.5,0.0065000001341104,2.799999952316284,70.00442504882812,13.899999618530272,2.2799999713897705,1.583655595779419,1.6100000143051147,2.9800000190734863,,199.657958984375,0.0450000017881393,0.1899999976158142,0.2000000029802322,45.0,0.2199999988079071,,1.093496561050415,8.0,0.1013597548007965,0.4002645313739776,,,0.9860000014305116,4.619999885559082,1.870000004768372,0.209999993443489,45.0,0.9449999928474426,,,23.399999618530277,2.014143943786621,2.503260850906372,3.869999885559082,2.140000104904175,0.1099999994039535,26.600000381469727,7.0,0.6792746782302856,3.740000009536743,0.5249999761581421,4.320000171661377,0.1058620885014534,33.694664001464844,0.0839999988675117,,8.25,,3.5199999809265137,10.899999618530272,0.2440000027418136,0.2080000042915344,0.1004899144172668,0.595453679561615,0.8500000238418579,0.1713335067033767,0.1949999928474426,1.3134620189666748,11.199999809265137,1.18066668510437,1.8340445756912231,57.18889617919922,0.5287923216819763,0.3359138965606689,,2.359999895095825,16.07489776611328,0.2754765748977661,26.158960342407227,18.12963104248047,0.3052408397197723,19.0,,0.4365499913692474,0.270000010728836,0.0680000036954879,8.691046714782715,0.0968294590711593,8.649999618530273,6.550000190734863,5.9433441162109375,1.0798683166503906,9.0,0.1609999984502792,14.178486824035645,
2024-04-30,2.5199999809265137,,3.3974874019622803,0.9000133872032166,1.3769689798355105,0.0970000028610229,13.229568481445312,0.1001430749893188,2.0999999046325684,0.8880000114440918,15.813692092895508,3.5761032104492188,0.0099999997764825,27.942827224731445,1.87803316116333,42.46403884887695,2.0999999046325684,14.340456008911133,0.2220000028610229,2.0999999046325684,0.1330000013113021,11.510204315185549,0.1469999998807907,0.248999997973442,1.2999999523162842,0.3600000143051147,0.1260000020265579,72.5,,13.100000381469728,1.0299999713897705,19.32112693786621,155.41116333007812,0.066500000655651,2.039999961853028,,21.951513290405277,16.0,4.949921131134033,0.6587173342704773,84.99539184570312,1.9156363010406492,74.5,0.0070000002160668,2.819999933242798,70.4828109741211,14.0,1.7999999523162842,1.5370774269104004,1.590000033378601,2.900000095367432,,214.2408142089844,0.0509999990463256,0.1879999935626983,0.1700000017881393,45.0,0.238999992609024,,1.0810232162475586,8.0,0.118867352604866,0.3979553580284118,,,0.9200000166893004,4.800000190734863,1.870000004768372,0.2619999945163727,40.0,0.9549999833106996,,,24.200000762939453,1.976567029953003,2.4436593055725098,4.130000114440918,2.1600000858306885,0.1150000020861625,27.0,7.28000020980835,0.554673969745636,3.2799999713897705,0.5199999809265137,4.090000152587891,0.1036566346883773,30.637903213500977,0.0829999968409538,,8.0,,3.700000047683716,10.899999618530272,0.2029999941587448,0.2179999947547912,0.085926167666912,0.5870670080184937,0.824999988079071,0.168947234749794,0.1930000036954879,1.3134620189666748,9.199999809265137,1.0486665964126587,1.8018683195114136,54.465614318847656,0.5425322651863098,0.3204695880413055,,2.400000095367432,15.567269325256348,0.2799197435379028,27.3648681640625,17.644182205200195,0.3015183508396148,18.0,,0.4492954313755035,0.3179999887943268,0.0654999986290931,8.08750057220459,0.0939245745539665,8.649999618530273,7.199999809265137,5.571885108947754,1.088719606399536,9.0,0.1570000052452087,13.379436492919922,
2024-05-31,2.5199999809265137,4.217545032501221,3.856890439987183,0.8799999952316284,1.4642419815063477,0.0949999988079071,13.868236541748049,0.1019638627767562,2.0999999046325684,0.8999999761581421,16.005386352539062,3.5485944747924805,0.0099999997764825,26.60268211364746,2.008384943008423,45.01188278198242,1.9900000095367432,15.090258598327637,0.1800000071525573,2.900000095367432,0.1340000033378601,13.273469924926758,0.1459999978542328,0.2199999988079071,1.2599999904632568,0.3440000116825104,0.1315000057220459,65.5,,13.800000190734863,1.1399999856948853,20.030160903930664,144.72665405273438,0.0509999990463256,2.039999961853028,,21.951513290405277,14.5,5.251221179962158,0.6558918356895447,88.29618072509766,1.6151443719863892,68.5,0.006000000052154,3.0,75.93707275390625,15.300000190734863,1.7999999523162842,1.5587795972824097,1.4900000095367432,2.900000095367432,,222.7882232666016,0.0509999990463256,0.1840000003576278,0.1899999976158142,40.0,0.2329999953508377,,1.1668411493301392,7.050000190734863,0.1096528321504592,0.4031801521778106,,,0.8880000114440918,4.71999979019165,1.8949999809265137,0.2479999959468841,40.0,1.340000033378601,,,23.600000381469727,1.6984950304031372,2.7799999713897705,5.099999904632568,2.140000104904175,0.1080000028014183,25.600000381469727,6.860000133514404,0.6672165989875793,3.7200000286102295,0.4699999988079071,4.010000228881836,0.1100050210952758,31.3757381439209,0.0844999998807907,,7.5,,3.759999990463257,10.899999618530272,0.2080000042915344,0.2119999974966049,0.0905313044786453,0.5971310138702393,0.8399999737739563,0.167038232088089,0.1959999948740005,1.3134629726409912,9.0,0.9313333630561828,1.7977499961853027,54.85465621948242,0.5857802033424377,0.3108168840408325,,2.359999895095825,16.542510986328125,0.2843629121780395,30.611549377441406,20.95830345153809,0.3247836828231811,18.0,,0.4492954313755035,0.3179999887943268,0.0684999972581863,8.204824447631836,0.101670928299427,8.649999618530273,7.599999904632568,6.055367469787598,1.239193081855774,9.0,0.1500000059604644,14.587302207946776,
2024-06-28,2.4600000381469727,4.235340595245361,6.026391506195068,0.7699999809265137,1.425454020500183,0.0930000022053718,13.50328254699707,0.1056054234504699,2.0999999046325684,0.8600000143051147,17.323474884033203,3.5577642917633057,0.0099999997764825,24.6762809753418,2.848430633544922,43.73796081542969,2.3399999141693115,15.090258598327637,0.2000000029802322,2.900000095367432,0.1430000066757202,14.399999618530272,0.1509999930858612,0.2060000002384185,1.2999999523162842,0.3160000145435333,0.1354999989271164,62.0,,13.399999618530272,1.1200000047683716,21.31612968444824,116.5583724975586,0.06700000166893,2.059999942779541,,26.34181785583496,12.800000190734863,5.638606548309326,0.6539042592048645,88.50170135498047,1.605754017829895,73.0,0.0065000001341104,3.900000095367432,74.21514892578125,14.300000190734863,1.7999999523162842,1.4905829429626465,1.659999966621399,2.900000095367432,,217.34228515625,0.0494999997317791,0.1800000071525573,0.1840000003576278,55.5,0.2349999994039535,,1.2470057010650637,7.0,0.1059670224785804,0.3439657986164093,,,0.7900000214576721,4.960000038146973,1.9700000286102293,0.2199999988079071,48.0,1.590000033378601,,,23.600000381469727,1.7999999523162842,2.799999952316284,5.960000038146973,2.0999999046325684,0.125,26.799999237060547,6.380000114440918,0.6270227432250977,3.5799999237060547,0.5,4.0,0.1100050210952758,31.09305953979492,0.0829999968409538,20.38364601135254,7.699999809265137,,3.819999933242798,11.800000190734863,0.2319999933242797,0.2440000027418136,0.0859666988253593,0.6290003061294556,0.8700000047683716,0.1699017435312271,0.2000000029802322,1.3134629726409912,9.0,1.0266666412353516,1.7977499961853027,54.66013717651367,0.6378958821296692,0.3088863492012024,,2.5999999046325684,15.873675346374512,0.3127991855144501,39.17464447021485,22.452680587768555,0.3606122732162475,18.0,,0.4484993815422058,0.3059999942779541,0.0680000036954879,8.06226921081543,0.1394344121217727,8.800000190734863,8.800000190734863,6.143126487731934,1.5755454301834106,9.0,0.1480000019073486,14.828875541687012,
