Date,ABO.BR,ACCB.BR,ACKB.BR,AED.BR,AGFB.BR,AGS.BR,ALEMS.BR,ARGX.BR,ASCE.BR,ATEB.BR,AZE.BR,B286.BR,B288.BR,B291.BR,B304.BR,B320.BR,B326.BR,B331.BR,B333.BR,B335.BR,B336.BR,B338.BR,B340.BR,B341.BR,B343.BR,B344.BR,B345.BR,B346.BR,B347.BR,B348.BR,B349.BR,B350.BR,B351.BR,B352.BR,B353.BR,B354.BR,B355.BR,B356.BR,B357.BR,B358.BR,BANQ.BR,BAR.BR,BE0000359688.BR,BE0000360694.BR,BE0000361700.BR,BE0000362716.BR,BE0000363722.BR,BE0000364738.BR,BE0000365743.BR,BE0000367764.BR,BE0000368770.BR,BE0002658392.BR,BE0002660414.BR,BE0002669506.BR,BE0002673540.BR,BE0002684653.BR,BE0002735166.BR,BE0002737188.BR,BE0002751320.BR,BE0002775568.BR,BE0002827088.BR,BE0002867480.BR,BE0002920016.BR,BE0022780820.BR,BE0172505399.BR,BE0312817894.BR,BE0390105683.BR,BE0390159250.BR,BE0390219856.BR,BE0390245141.BR,BE0390267368.BR,BE0390354265.BR,BE0941243520.BR,BE0941244536.BR,BE0944264663.BR,BE0945331669.BR,BE3871292228.BR,BE3871293234.BR,BE3871307372.BR,BE3871308388.BR,BE3871310400.BR,BE3871314444.BR,BEKB.BR,BELYS.BR,CAMB.BR,CAND.BR,CMBT.BR,COBH.BR,COLR.BR,CPINV.BR,DECB.BR,DEME.BR,DIE.BR,DIEG.BR,ECONB.BR,EKOP.BR,ENRGY.BR,EVS.BR,EXM.BR,FAGR.BR,FLOB.BR,FLUX.BR,FOU.BR,GBLB.BR,GIMB.BR,HOMI.BR,HYL.BR,HYSG.BR,IMMO.BR,IMMOU.BR,INCLU.BR,JEN.BR,KBC.BR,KBCA.BR,KIN.BR,LOTB.BR,MCC.BR,MELE.BR,MLNEU.BR,MLTV.BR,MONNI.BR,MONT.BR,MOP.BR,MTLS.BR,NEWT.BR,NEXTA.BR,NYXH.BR,OBEL.BR,ONWD.BR,OPTI.BR,PROX.BR,QFG.BR,QRF.BR,REAL.BR,RECT.BR,RET.BR,ROU.BR,SHUR.BR,SIP.BR,SOF.BR,SOFT.BR,TESB.BR,TITC.BR,TUB.BR,UCB.BR,UMI.BR,VAN.BR,VASTB.BR,VGP.BR,WDP.BR,WEB.BR,WEHB.BR,ZEN.BR,^BFX
2023-09-29,5.486566543579102,0.0289999991655349,135.51849365234375,46.40240478515625,1.830000042915344,31.69745635986328,5.6319990158081055,460.6000061035156,31.71937561035156,6.792070865631104,17.751230239868164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.569999933242798,16.004732131958008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.80356597900391,0.7200000286102295,59.51942825317383,3.039999961853028,9.705036163330078,2200.0,37.14885711669922,9.399917602539062,1.9386122226715088,97.6127700805664,96.6363296508789,94.93064880371094,2.118644952774048,19.899999618530277,,24.077539443969727,3.3802881240844727,15.337347030639648,73.9958724975586,20.33955764770508,1.25,59.261817932128906,34.12307357788086,13.237290382385254,11.699999809265137,3.400000095367432,26.909303665161133,30.275604248046875,10.608369827270508,30.18925666809082,49.6188850402832,31.62574577331543,44.682395935058594,7515.3955078125,315.9335632324219,69.91109466552734,11.199999809265137,1.4900000095367432,7.00326681137085,57.23101806640625,166.6055145263672,,1.7999999523162842,43.37571716308594,6.940000057220459,13.739999771118164,4.28000020980835,10.399999618530272,5.474156856536865,3.913953542709351,7.760159969329834,19.200000762939453,8.667486190795898,44.88920211791992,11.358447074890137,33.774940490722656,47.0665283203125,183.3296813964844,1.0982757806777954,24.87088394165039,15.19834804534912,66.47964477539062,75.49705505371094,20.20817375183105,26.535659790039062,19.421104431152344,78.5987319946289,20.091636657714844,25.009313583374023,37.00201416015625,156.2673797607422,3553.010009765625
2023-10-31,5.294055938720703,0.0280000008642673,132.86683654785156,44.33433532714844,1.5219999551773071,30.681358337402344,5.6319990158081055,444.1000061035156,32.833011627197266,7.581192016601562,15.274978637695312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.299999952316284,12.617441177368164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.12667465209961,0.7400000095367432,60.42123794555664,3.0,10.671748161315918,2160.0,35.434715270996094,9.225845336914062,2.019015312194824,82.12613677978516,84.67011260986328,94.93064880371094,1.9657970666885376,18.0,,23.853351593017575,3.4290130138397217,15.784805297851562,64.62306213378906,18.86329841613769,1.25,57.95160675048828,30.1207275390625,11.374756813049316,12.449999809265137,3.299999952316284,24.23221969604492,29.168289184570312,10.267539024353027,29.43452453613281,43.544471740722656,29.174135208129883,44.11319351196289,6841.0625,306.8326110839844,60.28452301025391,11.199999809265137,1.4900000095367432,7.371859550476074,56.72077941894531,165.27267456054688,,1.899999976158142,42.9486083984375,5.5,13.539999961853027,3.0,6.800000190734863,5.56233549118042,3.5302324295043945,7.332559108734131,19.200000762939453,7.845091819763184,45.522560119628906,10.813241958618164,32.31415557861328,46.8875732421875,171.09495544433594,1.113965392112732,25.05308723449707,15.780861854553224,63.25817108154297,67.24048614501953,20.20817375183105,25.652477264404297,19.636892318725582,68.58956909179688,19.988779067993164,25.47244644165039,34.3475227355957,132.8272705078125,3356.760009765625
2023-11-30,5.630949974060059,0.0282000005245208,143.66287231445312,49.5906867980957,1.3600000143051147,33.40595626831055,6.511999130249023,407.3999938964844,35.29068756103516,5.539999961853027,19.468482971191406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.234999895095825,13.444671630859377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.95965576171875,0.722000002861023,62.67576217651367,3.900000095367432,10.362149238586426,2240.0,35.85190963745117,10.096208572387695,2.023482322692871,91.32425689697266,94.6419677734375,95.79364776611328,2.0889246463775635,18.399999618530277,,25.7479248046875,4.469139575958252,16.536916732788086,68.56951141357422,18.69927024841309,1.1200000047683716,61.05915069580078,36.186134338378906,12.172985076904297,12.550000190734863,3.4200000762939453,25.616918563842773,30.248592376708984,11.375239372253418,33.11383819580078,45.00949478149414,29.599082946777344,43.06965637207031,7798.81103515625,305.532470703125,73.4975814819336,11.199999809265137,1.4900000095367432,7.535678386688232,67.77580261230469,159.94129943847656,,1.399999976158142,47.74176406860352,4.550000190734863,13.479999542236328,3.450000047683716,9.399999618530272,6.262071132659912,3.929302215576172,7.522604465484619,18.799999237060547,9.314312934875488,48.84768295288086,11.449315071105955,36.48268508911133,48.14029312133789,195.1820526123047,1.113965392112732,25.0986385345459,17.35188865661621,64.23438262939453,66.05261993408203,22.08046531677246,26.937105178833008,20.6439151763916,84.54167175292969,22.097373962402344,26.861852645874023,38.53036117553711,132.04592895507812,3529.02001953125
2023-12-29,5.582822799682617,0.0282000005245208,150.38668823242188,54.8470458984375,1.4700000286102295,33.262115478515625,8.27199935913086,343.5,38.1707763671875,7.440000057220459,21.04341697692871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5799999237060547,14.411224365234377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.34170150756836,0.7200000286102295,64.93028259277344,3.299999952316284,10.44692325592041,2160.0,37.92976379394531,11.283065795898438,2.0324161052703857,104.5583038330078,106.91036987304688,103.56069946289062,2.1823318004608154,19.149999618530277,,26.341405868530277,4.439929485321045,15.813365936279297,65.11637115478516,18.69927024841309,1.1200000047683716,59.816139221191406,36.5574836730957,12.888065338134766,12.75,3.400000095367432,27.509340286254883,30.42864418029785,11.16222095489502,31.321352005004883,50.24634552001953,33.930259704589844,42.40558624267578,8043.134765625,315.9335632324219,79.3217544555664,11.199999809265137,1.4900000095367432,8.109045028686523,73.3033218383789,168.6343994140625,,1.399999976158142,46.365509033203125,4.260000228881836,13.5,3.0999999046325684,8.399999618530273,6.408143997192383,3.837209224700928,7.997716426849365,18.5,9.794815063476562,51.14360427856445,11.54018211364746,41.05388641357422,47.42445373535156,215.44580078125,0.902155101299286,25.736352920532227,18.755220413208008,69.99398803710938,76.82122802734375,22.413516998291016,27.097686767578125,22.154443740844727,93.8358917236328,24.42882537841797,28.09688186645508,38.85211563110352,153.14202880859375,3707.77001953125
2024-01-31,5.390311241149902,0.0285999998450279,146.6933135986328,52.21886444091797,1.2619999647140503,33.68518829345703,8.095998764038086,348.79998779296875,38.1707763671875,6.599999904632568,18.14022254943848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8499999046325684,13.40113353729248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.24904251098633,0.6100000143051147,68.53752899169922,3.0,10.66279411315918,2000.0,39.29635238647461,10.317755699157717,2.023482322692871,109.251220703125,113.4374008178711,107.875732421875,2.0040090084075928,18.100000381469727,,27.84792900085449,4.381509304046631,15.870488166809082,67.58289337158203,17.96114158630371,1.1399999856948853,59.12744140625,35.69099807739258,12.572100639343262,13.25,3.220000028610229,25.709232330322266,28.808183670043945,10.565765380859377,30.849645614624023,51.75236892700195,34.92724609375,39.03780364990234,7710.85498046875,312.0331726074219,69.6292724609375,9.75,1.4900000095367432,7.535678386688232,67.86085510253906,168.6343994140625,,1.399999976158142,42.568946838378906,8.600000381469727,13.18000030517578,3.470000028610229,8.0,6.625012874603272,3.768139362335205,7.807670593261719,18.0,10.58948802947998,48.05598831176758,11.49474811553955,39.4157600402832,44.11368560791016,212.7694854736328,1.0590516328811646,24.1876163482666,20.873455047607425,75.2655029296875,84.99991607666016,19.055992126464844,26.455371856689453,21.147424697875977,97.5893325805664,23.383102416992188,28.405637741088867,38.1281623840332,140.64064025878906,3662.9599609375
2024-02-29,5.727205753326416,0.0297999996691942,147.07212829589844,45.36837005615234,1.031999945640564,33.169036865234375,7.567998886108398,343.20001220703125,35.532081604003906,6.159999847412109,17.96944808959961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,14.298026084899902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.68263244628906,0.7300000190734863,68.9884262084961,2.0999999046325684,10.692232131958008,1800.0,41.25791549682617,9.637290000915527,2.005614757537842,120.3265151977539,107.57515716552734,106.14971923828124,1.7365248203277588,17.75,,30.54142189025879,4.106934547424316,17.108139038085938,64.1297607421875,16.402868270874023,1.2000000476837158,58.23716735839844,36.5162239074707,12.37254238128662,12.25,3.140000104904175,21.832077026367188,25.747316360473636,11.375239372253418,31.793058395385746,55.53453063964844,35.40121841430664,41.07744598388672,8502.4619140625,301.6320495605469,67.4560775756836,9.300000190734863,1.4900000095367432,7.289949417114258,62.92860794067383,177.79998779296875,,1.399999976158142,40.86049270629883,12.699999809265137,13.100000381469728,4.710000038146973,7.599999904632568,5.822299957275391,3.514883756637573,7.680974960327148,16.399999618530273,10.644930839538574,46.94760894775391,10.72237491607666,36.30880737304688,45.72433090209961,201.2994384765625,1.0198274850845337,22.456676483154297,23.168212890625,81.80608367919922,103.6940460205078,17.363725662231445,26.575801849365234,21.579002380371094,90.61865997314452,21.15450668334961,28.09688186645508,36.59981918334961,140.64064025878906,3661.419921875
2024-03-28,5.526488304138184,0.0287999995052814,153.4171600341797,49.07366943359375,1.3300000429153442,36.316707611083984,6.863998889923096,366.1000061035156,39.93688583374024,6.659999847412109,18.586137771606445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.890000104904175,13.29664134979248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.22623443603516,0.8799999952316284,60.42123794555664,2.900000095367432,10.041342735290527,1870.0,39.80765914916992,10.44435214996338,2.0145487785339355,139.09820556640625,124.25535583496094,103.56069946289062,1.804457426071167,18.850000381469727,,30.45011329650879,4.480823993682861,16.813007354736328,69.06282043457031,17.46905517578125,1.3700000047683716,58.84187698364258,36.72253036499024,13.752813339233398,11.449999809265137,3.4800000190734863,26.770835876464844,26.1074161529541,11.077012062072754,34.81198501586914,59.40226364135742,36.88853073120117,40.365943908691406,8746.787109375,308.1327514648437,65.32635498046875,9.300000190734863,1.4900000095367432,7.617588043212891,71.00727844238281,185.20831298828125,,1.9900000095367432,42.23675155639648,12.300000190734863,13.720000267028809,4.78000020980835,8.600000381469727,5.646094799041748,3.484186172485352,7.958123683929443,14.600000381469728,10.09050750732422,51.46028137207031,9.17762565612793,37.87371826171875,49.66145324707031,198.81423950195312,1.0825861692428589,22.092269897460938,23.38886070251465,87.76094818115234,111.38591003417967,17.99832534790039,27.29841041564941,21.147424697875977,94.81893157958984,22.680234909057617,29.94942283630371,38.36948394775391,174.44398498535156,3845.6298828125
2024-04-30,5.477581024169922,0.0295000001788139,152.94363403320312,51.83110046386719,1.1979999542236328,36.50286483764648,8.447999000549316,350.79998779296875,40.77589416503906,6.0,21.47984313964844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.809999942779541,11.389657020568848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.80998611450195,0.824999988079071,67.63571166992188,2.039999961853028,10.20488452911377,1710.0,40.36544799804688,11.029869079589844,2.278092384338379,140.2244873046875,122.80490112304688,103.56069946289062,1.8681440353393557,17.850000381469727,,30.997943878173828,4.504191875457764,17.365188598632812,68.56951141357422,16.484882354736328,1.25,58.665504455566406,36.186134338378906,13.752813339233398,11.699999809265137,3.400000095367432,28.100000381469727,25.20716094970703,11.077012062072754,34.43461990356445,59.81300354003906,37.06014251708984,37.9942626953125,9215.888671875,302.93218994140625,68.49922180175781,8.399999618530273,1.4900000095367432,6.839447498321533,68.54115295410156,214.8416290283203,,2.5999999046325684,44.94179916381836,9.31999969482422,14.100000381469728,4.760000228881836,13.199999809265137,5.743112087249756,3.484186172485352,8.314456939697266,15.0,11.439604759216309,51.93529891967773,9.904565811157228,35.233497619628906,50.46677780151367,211.04898071289065,0.8864654898643494,21.95561408996582,26.12491798400879,95.85172271728516,122.60132598876952,19.28096580505371,28.021015167236328,21.36321258544922,91.51234436035156,22.35701560974121,30.792186737060547,38.83639144897461,165.12901306152344,3883.260009765625
2024-05-31,5.575395107269287,0.0285000000149011,157.50123596191406,53.053409576416016,1.2059999704360962,38.66900634765625,8.307198524475098,340.70001220703125,40.98564910888672,6.150000095367432,18.443822860717773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.359999895095825,11.628978729248049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.05322265625,0.8999999761581421,72.59566497802734,2.799999952316284,13.04912567138672,1830.0,43.767974853515625,11.77429485321045,2.3626303672790527,154.75933837890625,120.62922668457033,98.3826675415039,2.046466827392578,18.899999618530277,,28.087316513061523,4.843762397766113,18.20667266845703,68.56951141357422,18.054412841796875,1.2999999523162842,61.30419921875,38.16667175292969,16.689210891723633,11.699999809265137,4.0,27.399999618530277,26.467517852783203,12.224976539611816,39.89981460571289,60.47777557373047,37.67304611206055,35.86894607543945,9614.439453125,301.6320495605469,73.96946716308594,9.649999618530272,1.4900000095367432,6.798492908477783,74.51892852783203,214.8416290283203,,2.799999952316284,47.2212142944336,8.5600004196167,14.859999656677246,5.460000038146973,12.199999809265137,6.004729270935059,3.491860628128052,8.698099136352539,15.0,13.000606536865234,55.40877532958984,11.399999618530272,37.70186614990234,51.182613372802734,215.5438232421875,0.7609482407569885,23.18549346923828,27.18403625488281,97.33091735839844,126.63716888427734,16.75761604309082,28.193452835083008,22.663387298583984,97.97794342041016,23.988523483276367,31.9732608795166,40.73928451538086,161.74176025390625,3918.090087890625
2024-06-28,5.575395107269287,0.0299999993294477,156.14764404296875,50.30084991455078,1.1139999628067017,37.54769515991211,6.969598770141602,408.6000061035156,37.83935928344727,5.900000095367432,16.105018615722656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7699999809265137,9.353742599487305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2960205078125,0.8550000190734863,69.83683776855469,2.799999952316284,13.203758239746094,1610.0,41.44384765625,11.181344985961914,2.2195804119110107,154.18896484375,121.97142791748048,105.2867202758789,1.9438692331314087,18.299999237060547,,27.06257057189941,4.739874839782715,17.6262264251709,67.08959197998047,13.365524291992188,1.3600000143051147,58.20405960083008,36.35117721557617,15.251097679138184,11.699999809265137,3.859999895095825,24.799999237060547,27.907928466796875,12.494644165039062,39.61138153076172,59.60942077636719,38.95249938964844,32.74363327026367,9466.9794921875,330.3688659667969,71.9557876586914,8.399999618530273,1.4900000095367432,6.266080379486084,70.33946228027344,200.0249786376953,,3.0,42.57249450683594,6.5,14.9399995803833,4.980000019073486,14.0,6.187444686889648,3.41511607170105,8.655461311340332,15.0,11.734559059143066,52.770263671875,10.649999618530272,33.47665023803711,50.959232330322266,206.81341552734372,0.7452585697174072,22.20387077331543,26.423656463623047,102.75463104248048,136.52992248535156,12.967974662780762,26.555299758911133,23.286436080932617,96.12930297851562,22.67972946166992,31.888893127441406,39.182373046875,164.28219604492188,3887.239990234375
