Date,AAYAN.KW,AAYANRE.KW,ABK.KW,ACICO.KW,AINS.KW,ALAQARIA.KW,ALG.KW,ALMANAR.KW,ALOLA.KW,ALSAFAT.KW,ALTIJARIA.KW,AMAR.KW,AQAR.KW,ARABREC.KW,AREEC.KW,ARGAN.KW,ARKAN.KW,ARZAN.KW,ATC.KW,AZNOULA.KW,BAITAKREIT.KW,BAYANINV.KW,BOUBYAN.KW,BOURSA.KW,BPCC.KW,BURG.KW,CABLE.KW,CBK.KW,CGC.KW,DIGITUS.KW,EKTTITAB.KW,EMIRATES.KW,ENERGYH.KW,FACIL.KW,GBK.KW,GFC.KW,GFH.KW,GIH.KW,GINS.KW,IFA.KW,INJAZZAT.KW,INTEGRATED.KW,IPG.KW,JAZEERA.KW,JTC.KW,KAMCO.KW,KBT.KW,KCEM.KW,KCIN.KW,KFH.KW,KFIC.KW,KFOUC.KW,KHOT.KW,KIB.KW,KPROJ.KW,KRE.KW,KUWAITRE.KW,MABANEE.KW,MADAR.KW,MANAZEL.KW,MASHAER.KW,MEZZAN.KW,MKHZN.KW,MRC.KW,MUNSHAAT.KW,MUNTAZAHAT.KW,NAPESCO.KW,NBK.KW,NCCI.KW,NICBM.KW,NIND.KW,NOOR.KW,OOREDOO.KW,OSOS.KW,OSOUL.KW,OULAFUEL.KW,PAPCO.KW,PCEM.KW,PHC.KW,QIC.KW,SECH.KW,SENERGY.KW,SHIP.KW,SOKOUK.KW,SOOR.KW,STC.KW,TAHSSILAT.KW,TAM.KW,TAMINV.KW,UNICAP.KW,URC.KW,VALMORE.KW,WARBABANK.KW,WARBACAP.KW,WETHAQ.KW,WINSRE.KW,^BKA.KW
2023-09-27,159.98049926757812,74.5899658203125,210.75347900390625,79.5,522.9678344726562,34.599998474121094,811.0560913085938,56.492767333984375,44.70000076293945,120.7111358642578,93.2160873413086,60.897254943847656,59.99370193481445,49.25472640991211,242.677734375,60.24700164794922,88.49491882324219,156.36375427246094,332.55828857421875,185.9807281494141,,42.8489990234375,507.1543273925781,1844.788330078125,659.8758544921875,157.2041778564453,1173.8604736328125,622.5895385742188,428.9480285644531,160.06199645996094,22.5,34.099998474121094,53.0,161.96401977539062,227.165771484375,56.09999847412109,79.3581314086914,387.0,1788.92236328125,155.17999267578125,84.48824310302734,411.3801574707031,454.9142150878906,1473.8692626953125,281.7669677734375,92.98685455322266,51.9024543762207,161.99468994140625,1149.7857666015625,581.8771362304688,74.22000122070312,394.90771484375,180.0,133.8407440185547,113.59200286865234,103.05608367919922,302.2364807128906,692.6566162109375,86.9000015258789,27.5,61.99033737182617,507.9568481445313,288.73126220703125,82.5,112.99732208251952,68.65869903564453,738.8700561523438,782.5545654296875,118.0,163.976806640625,181.38987731933597,168.97039794921875,1225.66455078125,85.57229614257812,90.99037170410156,129.0803985595703,80.99590301513672,816.8355712890625,47.17599868774414,90.8281021118164,61.0,72.23799896240234,669.02001953125,35.400001525878906,135.5648193359375,544.9017944335938,22.5,376.9486083984375,887.7955932617188,41.400001525878906,45.86199951171875,259.7325744628906,153.7904510498047,132.98741149902344,22.399999618530277,98.8969268798828,
2023-10-31,153.98123168945312,71.29041290283203,184.8412322998047,79.5,514.3237915039062,33.0,751.625732421875,56.99270248413086,42.70000076293945,117.26221466064452,92.65111541748048,59.69730758666992,59.39376449584961,51.74156188964844,244.6194000244141,57.76800155639648,86.9949951171875,140.81417846679688,318.9229736328125,173.9819793701172,,34.540000915527344,492.0399475097656,1732.8011474609375,583.6992797851562,140.7926025390625,1179.8597412109375,505.3424377441406,420.948974609375,158.11000061035156,18.5,30.0,52.0,152.9660186767578,204.70806884765625,50.59999847412109,76.95938873291016,382.0,1849.919677734375,135.156005859375,82.28855895996094,420.9030456542969,420.9205932617188,1459.87060546875,281.7669677734375,86.4877700805664,50.50249862670898,147.99514770507812,1184.779296875,542.9795532226562,79.38600158691406,395.907470703125,172.7270050048828,129.4381103515625,102.91200256347656,99.3081512451172,287.6978454589844,692.6566162109375,81.5,24.399999618530277,58.390899658203125,499.9575500488281,272.17352294921875,82.5,122.99708557128906,66.42887115478516,689.878662109375,757.5062255859375,104.0,165.97653198242188,161.4375457763672,179.96847534179688,1191.673828125,73.07283782958984,91.99026489257812,124.5357437133789,80.99590301513672,819.8348999023438,44.41899871826172,99.91090393066406,51.900001525878906,65.31099700927734,686.2911376953125,40.20000076293945,133.6419677734375,529.904541015625,22.299999237060547,359.950927734375,861.9365844726562,47.900001525878906,41.608001708984375,252.1220550537109,142.98362731933594,110.98949432373048,24.299999237060547,98.01514434814452,
2023-11-30,163.98001098632812,73.2901382446289,181.3856201171875,79.5,494.44287109375,34.599998474121094,732.7478637695312,56.99270248413086,41.70000076293945,118.41219329833984,98.02278137207033,63.99711227416992,58.99380874633789,59.10607147216797,252.38510131835935,56.198001861572266,75.2956771850586,169.32240295410156,355.28515625,177.9815673828125,,38.83399963378906,489.5210266113281,1693.8056640625,617.978759765625,146.83909606933594,1294.84619140625,462.6248779296875,419.9490966796875,163.96600341796875,18.100000381469727,34.900001525878906,74.5,149.9666748046875,218.52764892578125,59.0,76.95938873291016,350.0,1799.921875,198.802001953125,86.88790893554688,427.56927490234375,438.9172058105469,1278.8865966796875,287.219970703125,84.98799133300781,55.823341369628906,124.99590301513672,1070.800537109375,554.8875732421875,85.68699645996094,416.9025573730469,163.63600158691406,128.5581817626953,109.70800018310548,116.17184448242188,287.6978454589844,703.5711059570312,81.5,25.5,57.19108581542969,516.9561157226562,279.4175720214844,84.0,140.9966583251953,66.89283752441406,739.869873046875,764.4163818359375,105.0,156.97779846191406,168.69293212890625,198.9651336669922,1260.65478515625,68.26604461669922,91.49031829833984,129.99034118652344,80.99590301513672,818.8351440429688,45.64400100708008,94.82054138183594,52.900001525878906,63.33200073242188,760.829345703125,48.20000076293945,132.68106079101562,568.8975219726562,23.200000762939453,356.95135498046875,806.77294921875,63.0,45.67699813842773,236.8989715576172,148.80252075195312,102.99024963378906,24.0,97.91716766357422,
2023-12-28,173.9788055419922,71.89031982421875,201.2524871826172,79.5,527.2904663085938,34.0,738.3409423828125,56.79273223876953,36.70000076293945,110.01939392089844,96.1378936767578,63.297142028808594,57.9939079284668,64.2707290649414,246.56007385253903,65.86699676513672,79.39543914794922,181.4170837402344,356.0421142578125,172.98208618164062,,36.874000549316406,503.7954711914063,1723.8021240234375,557.0372314453125,148.5669403076172,1309.8443603515625,472.6226501464844,451.9452209472656,165.72300720214844,17.200000762939453,34.0,63.0,158.9646759033203,242.71319580078125,56.5,76.25977325439453,330.0,1879.9183349609373,219.5399932861328,86.9878921508789,485.6575012207031,419.9207763671875,1388.8768310546875,294.4917297363281,85.98783874511719,71.03888702392578,133.99560546875,1196.777099609375,576.3206787109375,84.5530014038086,412.9035339355469,155.45399475097656,132.07989501953125,101.94100189208984,128.0386199951172,294.5841979980469,707.7699584960938,80.0,27.700000762939453,55.19139862060547,574.951171875,263.37664794921875,83.0,152.99636840820312,65.77791595458984,802.8588256835938,772.1895751953125,106.0,156.97779846191406,185.01856994628903,225.96041870117188,1216.6669921875,72.11187744140625,89.990478515625,125.4446792602539,80.99590301513672,839.8309326171875,44.41899871826172,94.82054138183594,54.0,60.36399841308594,745.3759765625,51.5,131.7191162109375,562.8986206054688,21.0,358.9510498046875,732.646240234375,89.4000015258789,42.810001373291016,241.6561737060547,154.62142944335938,105.9899673461914,24.0,98.7009735107422,
2024-01-31,189.9768524169922,78.98937225341797,217.6637420654297,79.5,557.5453491210938,34.79999923706055,819.44677734375,61.29215621948242,45.900001525878906,111.9743423461914,99.9086685180664,63.99711227416992,61.99348831176758,74.40904998779297,254.3257751464844,59.50400161743164,82.99523162841797,195.2397003173828,356.0421142578125,169.98239135742188,,39.58100128173828,515.551025390625,2029.76708984375,566.5595092773438,165.84141540527344,1439.828857421875,458.9886474609375,435.9471740722656,165.91799926757812,19.5,35.900001525878906,75.30000305175781,167.96267700195312,250.48638916015625,58.400001525878906,80.6574478149414,383.0,1864.9190673828125,288.1910095214844,96.98650360107422,509.4637451171875,482.9089050292969,1138.8990478515625,311.7615661621094,97.08627319335938,67.58499145507812,138.9954376220703,1164.7830810546875,612.8374633789062,84.0479965209961,509.880859375,188.18099975585935,142.64700317382812,105.8249969482422,149.89920043945312,289.9935913085937,646.4794921875,83.0,34.29999923706055,67.38949584960938,614.94775390625,300.11474609375,86.5999984741211,152.99636840820312,74.32626342773438,769.8646240234375,846.4718017578125,116.0,156.97779846191406,216.7619171142578,239.9579620361328,1518.584228515625,80.7655029296875,94.98995208740234,133.62606811523438,68.49653625488281,867.8253173828125,58.5099983215332,97.81487274169922,56.5,72.23799896240234,770.8283081054688,52.400001525878906,142.2952423095703,589.8937377929688,27.899999618530277,389.9468078613281,896.4143676757812,91.6999969482422,48.08100128173828,251.17059326171875,157.11538696289062,143.9863739013672,26.100000381469727,107.8167495727539,
2024-02-29,177.9783172607422,80.68913269042969,221.1183624267578,79.5,643.1214599609375,33.400001525878906,821.5443725585938,73.4906005859375,45.400001525878906,113.92829895019533,113.10382843017578,70.19683074951172,66.99296569824219,72.01721954345703,262.09149169921875,90.08200073242188,86.9949951171875,193.51174926757807,364.3746948242188,169.98239135742188,,42.007999420166016,539.9009399414062,2039.7659912109373,579.8909301757812,178.79827880859375,1492.822509765625,467.16888427734375,420.948974609375,180.55799865722656,19.700000762939453,47.70000076293945,180.0,187.95823669433597,254.80593872070312,79.5,79.3581314086914,383.0,1910.9171142578125,301.06298828125,99.78612518310548,466.6116943359375,468.939697265625,1128.9000244140625,327.2127685546875,104.9851531982422,65.62504577636719,173.99429321289062,1234.77001953125,643.0028686523438,93.24700164794922,570.8666381835938,170.90899658203125,145.28778076171875,122.33000183105467,143.65333557128906,363.44866943359375,686.77978515625,85.0999984741211,34.0,72.1887435913086,619.9473266601562,310.9813232421875,110.0,150.9964141845703,76.64907836914062,759.8663940429688,846.4718017578125,116.0,168.97610473632812,216.7619171142578,252.9556884765625,1239.66064453125,99.99567413330078,97.0897216796875,128.17147827148438,199.98989868164065,904.81787109375,64.63700103759766,97.81487274169922,57.400001525878906,73.6240005493164,773.5549926757812,55.29999923706055,135.5648193359375,604.8909912109375,53.20000076293945,394.9461669921875,820.5638427734375,106.0,51.50199890136719,250.2191467285156,156.28440856933594,169.98390197753906,53.400001525878906,105.8562240600586,
2024-03-31,181.97784423828125,75.18987274169922,221.98226928710935,79.5,624.1044921875,29.799999237060547,816.6502685546875,63.49187469482422,39.0,105.5364990234375,119.70140838623048,64.9970703125,64.89319610595703,67.9054946899414,260.1508178710937,61.15700149536133,85.99505615234375,167.59446716308594,363.6177062988281,168.98248291015625,,40.88800048828125,518.9088745117188,2059.763427734375,595.1260986328125,176.20651245117188,1272.8487548828125,463.5336608886719,441.9464111328125,177.6300048828125,19.0,41.79999923706055,112.0,192.9571228027344,254.80593872070312,80.5,86.55433654785156,379.0,1999.913330078125,271.7430114746094,97.98636627197266,495.1803894042969,464.9402160644531,1187.894775390625,338.1197814941406,101.98558044433594,67.77198791503906,192.99368286132807,1481.723876953125,631.8887939453125,83.29199981689453,524.8773193359375,178.18099975585938,147.9295654296875,121.35900115966795,143.65333557128906,359.6230163574219,696.83837890625,92.0,27.5,68.78927612304688,679.9421997070312,338.4056396484375,98.3000030517578,124.99703216552734,72.56039428710938,841.8519287109375,820.5595703125,110.0,184.9738311767578,198.62245178222656,224.9605865478516,1046.828857421875,99.0337142944336,98.78955078125,123.62681579589844,179.99090576171875,909.81689453125,56.36600112915039,93.82242584228516,53.20000076293945,62.73899841308594,726.2869262695312,50.09999847412109,132.68106079101562,585.8944702148438,40.900001525878906,399.9454650878906,1034.3243408203125,94.9000015258789,46.69400024414063,247.3648223876953,153.7904510498047,151.98561096191406,40.0,118.5981216430664,
2024-04-30,168.9863739013672,75.88978576660156,217.6721343994141,79.5,600.765869140625,33.0,770.5279541015625,65.59160614013672,35.599998474121094,97.71868133544922,126.29898834228516,63.99711227416992,59.19378662109375,67.7135009765625,247.53091430664065,69.25599670410156,80.59536743164062,176.2332305908203,362.8597717285156,165.98280334472656,,36.31399917602539,524.23974609375,1999.8504638671875,655.11474609375,164.16285705566406,1254.850830078125,468.0776672363281,438.9468078613281,163.96600341796875,19.399999618530277,37.0,120.0,174.9754180908203,233.99920654296875,96.1999969482422,87.17052459716797,378.0,1929.916259765625,238.84800720214844,94.99163055419922,480.8960571289063,484.9376525878906,1164.896728515625,343.5737609863281,99.88587951660156,66.18502807617188,192.99368286132807,1372.8245849609375,623.006103515625,86.9469985961914,567.8673095703125,161.8179931640625,146.0233612060547,123.3000030517578,138.03244018554688,344.3194580078125,701.2882690429688,82.5,27.100000381469727,62.79021072387695,739.9371337890625,315.9695129394531,91.1999969482422,133.996826171875,72.09642791748047,839.852294921875,784.5191040039062,111.0,187.9734039306641,194.99473571777344,231.9673614501953,1034.8309326171875,92.3030014038086,96.68976593017578,129.08497619628906,183.9907073974609,834.8961791992188,58.20399856567383,91.88485717773438,52.900001525878906,59.374000549316406,771.7371826171875,48.29999923706055,139.41148376464844,548.9342651367188,42.400001525878906,363.9669799804688,1017.1394653320312,128.0,45.39899826049805,227.4374542236328,157.11538696289062,135.98712158203125,38.09999847412109,109.98226928710938,
2024-05-30,159.98709106445312,81.9936752319336,248.50901794433597,79.5,690.69482421875,34.5,701.3059692382812,62.39491271972656,42.29999923706055,98.4086685180664,131.95848083496094,61.797210693359375,58.59575653076172,69.818359375,272.9652099609375,66.03299713134766,91.49474334716795,168.90924072265625,301.4998779296875,158.9835205078125,,57.87900161743164,515.3389892578125,2099.8427734375,628.4528198242188,169.6045684814453,1239.9168701171875,454.4665832519531,598.9274291992188,163.96600341796875,19.100000381469727,40.29999923706055,83.5,177.97499084472656,230.3714141845703,89.0,89.16985321044922,374.0,1929.9532470703125,223.11599731445312,96.89146423339844,470.4393005371094,479.9382934570313,919.91845703125,332.6861267089844,96.69116973876952,59.13224029541016,177.99417114257812,1306.8328857421875,631.6595458984375,95.13700103759766,671.8429565429688,148.18099975585938,158.72169494628906,117.4749984741211,135.53448486328125,303.0065612792969,738.666748046875,85.9000015258789,35.70000076293945,75.99688720703125,779.9532470703125,292.97174072265625,87.5,137.99671936035156,75.80012512207031,844.8514404296875,777.2636108398438,125.0,179.98410034179688,215.22476196289065,252.96441650390625,1043.8294677734375,91.0,81.4000015258789,122.72222900390624,154.99215698242188,832.896484375,60.34799957275391,84.39424133300781,56.79999923706055,73.4260025024414,790.8543090820312,54.20000076293945,129.8008575439453,574.9310913085938,42.900001525878906,388.9647216796875,1017.1394653320312,140.0,45.02999877929688,224.58245849609372,163.01730346679688,154.98533630371094,47.70000076293945,140.97727966308594,
2024-06-30,148.9879913330078,75.1941909790039,244.88026428222656,76.4000015258789,675.9987182617188,33.900001525878906,706.9002685546875,58.99518585205078,38.79999923706055,95.53473663330078,114.99207305908205,62.89716339111328,56.99587631225586,67.9054946899414,270.9654846191406,60.24700164794922,113.9934539794922,167.11227416992188,331.0599975585937,159.98341369628906,,57.4119987487793,501.98834228515625,2003.85009765625,558.99267578125,165.06982421875,1429.9041748046875,454.4665832519531,681.9503173828125,160.45199584960938,19.100000381469727,45.5,83.0999984741211,181.9744415283203,253.0460968017578,89.0,86.97058868408203,409.0,1929.9532470703125,238.13299560546875,102.99092864990234,493.2945251464844,479.9382934570313,889.9210815429688,348.13824462890625,95.89125061035156,50.67149353027344,174.9942626953125,1116.8572998046875,610.027099609375,88.58499908447266,536.9618530273438,140.90899658203125,161.4425506591797,108.73699951171876,142.4043426513672,320.6822204589844,741.3366088867188,99.5,36.70000076293945,66.99725341796875,728.956298828125,278.98248291015625,84.0999984741211,141.9966278076172,69.65443420410156,747.9183959960938,776.356689453125,113.0,171.9848175048828,205.70135498046875,255.9639892578125,1067.8255615234375,85.0999984741211,78.69999694824219,124.54015350341795,171.99130249023438,869.891845703125,57.59099960327149,85.39299011230469,54.400001525878906,75.8010025024414,839.94189453125,50.0,133.6466827392578,530.9364013671875,42.5,378.9656066894531,948.1803588867188,160.0,43.54999923706055,223.6308135986328,155.08743286132812,151.98561096191406,40.59999847412109,139.97743225097656,
