Date,ABQK.QA,AHCS.QA,DBIS.QA,DHBK.QA,ERES.QA,GISS.QA,GWCS.QA,IGRD.QA,IHGS.QA,IQCD.QA,MCCS.QA,MCGS.QA,MERS.QA,MFMS.QA,MHAR.QA,MKDM.QA,MPHC.QA,NLCS.QA,ORDS.QA,QAMC.QA,QCFS.QA,QFLS.QA,QGMD.QA,QIBK.QA,QIGD.QA,QIIK.QA,QISI.QA,QLMI.QA,QNBK.QA,QNCD.QA,QOIS.QA,SIIS.QA,TQES.QA,UDCD.QA,VFQS.QA,WDAM.QA,ZHCD.QA,^GNRI.QA
2024-07-31,3.3006579875946045,0.6968204379081726,1.218999981880188,1.3394994735717771,0.7630000114440918,3.1522674560546875,3.035727500915528,1.4242420196533203,4.084217548370361,11.664986610412598,3.3783390522003174,3.779521226882935,13.434836387634276,,1.733231544494629,2.7269444465637207,1.5574039220809937,0.6419438719749451,9.36435604095459,1.1487929821014404,2.521073579788208,13.01376724243164,1.8480000495910645,18.46293830871582,1.3472847938537598,9.699448585510254,7.333402156829834,1.9122974872589111,14.388758659362791,3.208923816680908,1.3283159732818604,0.5915836095809937,2.7466344833374023,0.9859707355499268,1.5197893381118774,3.2100000381469727,12.43951416015625,
2024-08-29,3.249986171722412,0.693310022354126,1.190999984741211,1.411758303642273,0.734000027179718,2.986262559890747,3.036656856536865,1.401515007019043,4.04949951171875,11.773429870605469,3.370445489883423,3.871034860610962,13.177885055541992,,2.0485265254974365,2.759166955947876,1.5614829063415527,0.6536812782287598,9.875140190124512,1.1528242826461792,2.4846854209899902,13.198689460754396,1.7899999618530271,18.312986373901367,1.258500337600708,10.13652801513672,7.147622585296631,2.10343599319458,14.906341552734377,3.0866708755493164,1.2950639724731443,0.6089831590652466,2.702333927154541,0.991343915462494,1.6178112030029297,2.8559999465942383,12.575912475585938,
2024-09-30,3.276195764541626,0.7608857750892639,1.2339999675750732,1.5445340871810913,0.9290000200271606,2.955250740051269,3.228132963180542,1.4045449495315552,4.19801664352417,11.901203155517578,3.5783028602600098,4.272780895233154,13.765201568603516,,2.0707931518554688,2.719449758529663,1.542555809020996,0.7448716163635254,10.50241756439209,1.1818033456802368,2.4846854209899902,13.833678245544434,1.7350000143051147,20.00932502746582,1.299013614654541,10.220224380493164,7.381402015686035,1.9842019081115725,15.950915336608888,3.1976523399353027,1.3370660543441772,0.6246426701545715,2.7732150554656982,1.045970797538757,1.6906530857086182,2.73799991607666,12.503166198730469,
2024-10-31,3.228144645690918,0.7696618437767029,1.2020000219345093,1.6195026636123655,1.2050000429153442,2.8914027214050293,3.039445400238037,1.2992420196533203,3.873979806900024,12.184130668640137,3.3581671714782715,4.368870258331299,13.5816650390625,,2.272083282470703,2.6872270107269287,1.4971309900283811,0.7394543290138245,10.251505851745604,1.161880373954773,2.4846854209899902,13.906248092651367,1.4520000219345093,19.21270179748535,1.2757399082183838,9.75524616241455,7.533404350280762,1.868608474731445,16.32733917236328,3.1872477531433105,1.3020650148391724,0.6072432398796082,2.6934738159179688,1.024478316307068,1.6726675033569336,2.5299999713897705,12.484979629516602,
2024-11-28,3.110201835632324,0.7556201815605164,1.125,1.6538256406784058,1.1699999570846558,2.7819488048553467,2.9613680839538574,1.3484840393066406,3.711960792541504,11.846443176269531,3.2634472846984863,4.27552604675293,13.297183990478516,,2.293459177017212,2.6782350540161133,1.4498131275177002,0.7006307244300842,10.609950065612791,1.1464852094650269,2.407242774963379,13.434542655944824,1.4190000295639038,19.606325149536133,1.3515946865081787,9.866840362548828,7.582293033599853,1.8658778667449951,16.092073440551758,3.205455780029297,1.267063021659851,0.5750541090965271,2.6633496284484863,1.012836456298828,1.6528832912445068,2.552999973297119,12.384954452514648,
2024-12-31,3.0141000747680664,0.7494769096374512,1.14900004863739,1.798343539237976,1.055999994277954,3.0355167388916016,3.132394790649414,1.412121057510376,3.6502397060394287,12.111117362976074,3.1906535625457764,4.16387939453125,13.324714660644531,,2.183016777038574,2.690225124359131,1.414798140525818,0.7042422294616699,10.350078582763672,1.0975829362869265,2.239295721054077,13.606895446777344,1.3700000047683716,20.01869773864746,1.325735092163086,10.13652801513672,7.711183071136475,1.879530668258667,16.2708740234375,3.4846434593200684,1.2285610437393188,0.5741841197013855,2.658033609390259,1.0056723356246948,1.6456890106201172,2.3489999771118164,12.88508129119873,
2025-01-30,3.01322603225708,0.800378143787384,1.1920000314712524,1.8687957525253296,0.9860000014305116,3.086595296859741,2.932553768157959,1.365151047706604,3.7515013217926025,12.53094482421875,3.219595670700073,4.200484752655029,13.352245330810549,,2.217752695083618,2.640766859054565,1.4479204416275024,0.7159796357154846,11.577749252319336,1.237950325012207,2.2626216411590576,13.906248092651367,1.409000039100647,19.30642318725586,1.422277569770813,9.894740104675291,7.867629051208496,1.868608474731445,15.715651512145996,3.4274184703826904,1.3475669622421265,0.6002834439277649,2.602214813232422,1.0298514366149902,1.8525240421295168,2.4679999351501465,13.45795440673828,
2025-02-27,3.183802843093872,0.8152974843978882,1.0950000286102295,1.842184901237488,1.0,3.008153200149536,2.8992459774017334,1.5848480463027954,3.5132951736450195,12.471861839294434,3.372199773788452,3.990003108978272,13.49907398223877,,2.088606595993042,2.543349266052246,1.3807096481323242,0.6798707246780396,11.147616386413574,1.1840652227401731,2.192643642425537,13.5592679977417,1.3049999475479126,20.039928436279297,1.4498612880706787,9.941237449645996,7.733405590057373,1.872374415397644,15.974628448486328,3.290977716445923,1.190058946609497,0.613332986831665,2.617276906967163,0.9331349730491638,1.8621292114257808,2.2780001163482666,13.548885345458984,
2025-03-27,3.178178071975708,0.7722947001457214,1.0130000114440918,1.824142813682556,0.9760000109672546,2.9562220573425293,2.9760725498199463,1.954166054725647,3.487729549407959,12.151345252990724,3.289937257766724,4.138255596160889,13.847792625427246,,2.099294424057007,2.5445148944854736,1.389405369758606,0.6713604927062988,11.147826194763184,1.189708232879639,2.315739393234253,14.012187004089355,1.3389999866485596,19.7897891998291,1.3820515871047974,9.731109619140623,7.872729301452637,1.8197258710861208,15.493464469909668,3.2630486488342285,1.1375559568405151,0.5958259105682373,2.4932351112365723,0.9695380926132202,1.8764532804489136,2.2279999256134038,13.43067455291748,
2025-04-30,3.438807249069214,0.7815186381340027,1.0199999809265137,2.23910927772522,1.006999969482422,2.9648773670196533,2.832983016967773,2.290832996368408,3.510345220565796,11.840256690979004,3.352736711502075,4.372281551361084,14.14957046508789,,2.2349629402160645,2.493002891540528,1.362351655960083,0.6864898204803467,12.24371337890625,1.206636905670166,2.5734713077545166,14.15372371673584,1.3589999675750732,20.309309005737305,1.366176724433899,10.112722396850586,7.871787071228027,1.8503577709198,16.07086181640625,3.194156646728516,1.1008050441741943,0.6096823811531067,2.5693371295928955,0.9733143448829652,2.2536537647247314,2.108999967575073,13.605718612670898,
2025-05-29,3.380681276321411,0.7984672784805298,1.1080000400543213,2.344512701034546,1.0369999408721924,3.125478982925415,2.7792043685913086,2.75,3.598841428756714,11.170942306518556,4.227241516113281,4.768369674682617,13.99407958984375,,2.238715887069702,2.4770166873931885,1.2889199256896973,0.7091836929321289,11.667428016662598,1.2085177898406982,2.3090076446533203,14.15372371673584,1.4889999628067017,20.29968643188477,1.4007279872894287,10.026860237121582,8.259819984436035,1.9144933223724363,16.311443328857422,3.223947763442993,1.1725579500198364,0.6438615322113037,2.5460219383239746,0.9638738632202148,2.232645273208618,2.234999895095825,13.538883209228516,
2025-06-30,3.549434185028076,0.7617453336715698,1.0549999475479126,2.4157309532165527,1.027999997138977,3.077394723892212,2.818578004837036,2.743333101272583,3.3235204219818115,11.642290115356444,4.963025093078613,4.965457439422607,14.28562355041504,,2.173037052154541,2.486786127090454,1.3005143404006958,0.6874353885650635,12.07366180419922,1.2743514776229858,2.500383138656616,14.134851455688477,1.4450000524520874,21.309860229492188,1.3979264497756958,10.38939094543457,8.133614540100098,1.9144933223724363,16.696374893188477,3.2583935260772705,1.1830589771270752,0.6244625449180603,2.601045846939087,0.9846429228782654,2.2717976570129395,2.240000009536743,13.538883209228516,
2025-07-31,3.561621904373169,0.7758691310882568,1.069000005722046,2.323621988296509,1.1139999628067017,3.185103416442871,2.658202171325684,2.9574999809265137,3.3677682876586914,12.528423309326172,5.731614112854004,5.480181217193604,14.363368034362791,,2.209629535675049,2.510765314102173,1.3092103004455566,0.6883809566497803,12.716079711914062,1.39473295211792,2.4744176864624023,14.726183891296388,1.618000030517578,23.98488998413086,1.4194042682647705,10.838427543640137,8.184473037719727,1.913536071777344,18.405330657958984,3.212775945663452,1.198809027671814,0.6678792834281921,2.520841360092163,0.9752024412155152,2.277527332305908,2.220999956130981,13.96853733062744,
2025-08-31,3.4688079357147217,0.7739859819412231,1.0509999990463257,2.4337730407714844,1.218999981880188,3.01680850982666,2.568891286849976,3.416666030883789,3.3392527103424072,12.328184127807615,5.061441898345947,6.03317403793335,14.06210708618164,,2.158024549484253,2.3810977935791016,1.3281400203704834,0.6864898204803467,12.26260757446289,1.3762749433517456,2.308046102523804,14.5033540725708,1.680999994277954,23.76000022888184,1.4016618728637695,11.052664756774902,8.068629264831543,2.153805017471313,18.65073585510254,3.160641670227051,1.1935590505599976,0.7020584344863892,2.547887086868286,0.957265555858612,2.3386430740356445,2.2300000190734863,13.46250057220459,
2025-09-30,3.328180313110352,0.7739859819412231,1.034999966621399,2.417630195617676,1.2580000162124634,3.029310464859009,2.645718097686768,3.624166011810303,3.25960636138916,12.02046012878418,5.262024879455566,6.73541784286499,14.314777374267578,,2.175851821899414,2.318039655685425,1.278876543045044,0.6845986247062683,12.914472579956056,1.4353549480438232,2.323432922363281,14.60992431640625,1.72599995136261,23.36888885498047,1.4100661277770996,10.565763473510742,8.062036514282227,2.190180540084839,18.238454818725582,3.025651216506958,1.1690579652786257,0.6955921649932861,2.357635021209717,0.9431048035621644,2.3395981788635254,2.130000114440918,13.118776321411133,
2025-10-30,3.3844313621521,0.7438551187515259,1.00600004196167,2.3834452629089355,1.1419999599456787,2.9725708961486816,2.463254690170288,3.4175000190734863,3.068848133087158,12.212787628173828,4.967711925506592,6.2178239822387695,14.18844223022461,,2.122370481491089,2.247876644134521,1.231583833694458,0.6543400883674622,12.801105499267578,1.5031518936157229,2.323432922363281,14.532418251037598,1.6200000047683716,23.935998916625977,1.376448631286621,10.838427543640137,8.310678482055664,2.430449247360229,18.150110244750977,2.834802389144897,1.1288059949874878,0.6974396705627441,2.13287615776062,0.8902380466461182,2.296626091003418,1.9880000352859497,13.347925186157228,
2025-11-30,3.453807592391968,0.7956425547599792,0.9269999861717224,2.5448739528656006,1.1169999837875366,2.6254024505615234,2.208766460418701,3.2774999141693115,3.1907761096954346,11.683887481689451,4.367836952209473,6.086750984191895,14.08154296875,,2.0510618686676025,2.143076181411743,1.1576887369155884,0.6486666202545166,12.158687591552734,1.4876554012298584,2.1830267906188965,14.35802936553955,1.5850000381469729,22.7822208404541,1.3587061166763306,10.741046905517578,8.37943172454834,2.3634421825408936,17.580772399902344,2.648608446121216,0.9835489988327026,0.677116870880127,1.9883217811584477,0.8543641567230225,2.2899415493011475,1.468000054359436,13.061490058898926,
2025-12-31,3.514746189117432,0.7937593460083008,0.9789999723434448,2.72529411315918,1.0579999685287476,2.4571073055267334,2.151146411895752,3.358333110809326,3.137678384780884,11.472328186035156,4.203808784484863,6.344112873077393,14.159287452697754,8.87005615234375,2.05481481552124,2.080906867980957,1.076896905899048,0.6496121883392334,12.309844970703123,1.5496410131454468,2.308046102523804,14.69711971282959,1.4639999866485596,23.41777801513672,1.3727134466171265,11.130569458007812,8.331398010253906,2.3931167125701904,18.316984176635746,2.569476127624512,0.9292960166931152,0.6706506013870239,1.9221066236495967,0.8619165420532227,2.3262290954589844,1.493000030517578,13.261995315551758,
2026-01-29,3.597247362136841,0.806941568851471,0.9390000104904176,2.620840311050415,1.0390000343322754,2.686950206756592,2.4104363918304443,3.358333110809326,3.0727813243865967,12.23202133178711,4.574044227600098,6.153722763061523,14.29534149169922,9.011043548583984,2.1204936504364014,2.60668420791626,1.077882170677185,0.674197256565094,13.415180206298828,1.8266394138336184,2.2176475524902344,15.01683235168457,1.4420000314712524,24.44444465637207,1.428742527961731,11.111092567443848,8.180706024169922,2.345254421234131,19.43602752685547,2.663504123687744,0.9275460243225098,0.707601010799408,1.948219656944275,0.9100630283355712,2.429362297058105,1.4500000476837158,13.853962898254396,
2026-02-26,3.6094350814819336,0.8295396566390991,0.9300000071525574,2.801260471343994,0.9259999990463256,2.509999990463257,2.3010001182556152,3.1549999713897705,2.98035192489624,11.62618923187256,4.77837610244751,5.075481414794922,14.858991622924805,9.559930801391602,2.2227654457092285,2.5871458053588867,1.0449999570846558,0.6610000133514404,12.801105499267578,1.7450000047683716,2.563854217529297,14.800000190734863,1.4450000524520874,23.1733341217041,1.4278087615966797,11.033188819885254,8.081814765930176,2.3098363876342773,19.299999237060547,2.737050771713257,0.7799999713897705,0.7353138327598572,1.936095714569092,0.9157273769378662,2.5430002212524414,1.6660000085830688,13.720293045043944,
2026-03-31,3.799999952316284,0.7570374011993408,0.902999997138977,3.076638698577881,0.796999990940094,1.991000056266785,2.101999998092652,3.104166030883789,2.5172224044799805,10.640000343322754,4.349999904632568,4.865000247955322,12.827906608581545,9.044736862182615,2.218074083328247,2.469910860061645,1.090000033378601,0.6259999871253967,12.420000076293944,1.399999976158142,2.5999999046325684,14.479999542236328,1.3300000429153442,22.649999618530277,1.337000012397766,11.119999885559082,8.260000228881836,2.299999952316284,17.040000915527344,2.669090032577514,0.6959999799728394,0.7200000286102295,2.020963191986084,0.8759999871253967,2.359999895095825,1.4980000257492063,13.844415664672852,
2026-04-30,3.750999927520752,0.7760000228881836,1.1410000324249268,2.700000047683716,0.8519999980926514,2.078000068664551,2.190000057220459,3.944999933242798,2.7279999256134038,11.949999809265137,5.179999828338623,5.514999866485596,13.550000190734863,9.19200038909912,2.2890000343322754,2.2780001163482666,1.1859999895095823,0.6579999923706055,13.699999809265137,1.6169999837875366,2.4800000190734863,14.329999923706056,1.4889999628067017,22.21999931335449,1.409999966621399,11.3100004196167,8.51200008392334,2.2309999465942383,17.350000381469727,2.806999921798706,0.7609999775886536,0.777999997138977,2.190000057220459,0.8500000238418579,2.664999961853028,1.5199999809265137,14.630000114440918,
2026-05-31,3.859999895095825,0.7670000195503235,1.1080000400543213,2.618000030517578,0.8740000128746033,2.2100000381469727,2.177999973297119,4.289999961853027,2.7249999046325684,12.09000015258789,5.2820000648498535,5.635000228881836,13.170000076293944,8.5,2.2669999599456787,2.308000087738037,1.2029999494552612,0.6710000038146973,13.699999809265137,1.722000002861023,2.697000026702881,14.100000381469728,1.430999994277954,22.700000762939453,1.4110000133514404,11.31999969482422,8.510000228881836,2.25,17.700000762939453,2.806999921798706,0.8360000252723694,0.7940000295639038,2.2039999961853027,0.8610000014305115,2.427999973297119,1.4850000143051147,14.59000015258789,
2026-06-30,4.079999923706055,0.7799999713897705,1.4789999723434448,3.0989999771118164,0.8519999980926514,2.131999969482422,2.299000024795532,4.420000076293945,2.946000099182129,11.0,5.400000095367432,5.65500020980835,13.40999984741211,8.70300006866455,2.157000064849853,2.2679998874664307,1.159999966621399,0.6650000214576721,13.25,1.6480000019073486,2.4800000190734863,14.100000381469728,1.3910000324249268,21.850000381469727,1.3890000581741333,11.109999656677246,8.710000038146973,2.2300000190734863,17.25,2.775000095367432,0.7870000004768372,0.7950000166893005,2.181999921798706,0.8659999966621399,2.650000095367432,1.5099999904632568,13.5,
2026-07-30,4.063000202178955,0.703000009059906,1.5219999551773071,2.8980000019073486,0.8100000023841858,1.8200000524520876,2.3399999141693115,4.21999979019165,2.700999975204468,10.539999961853027,4.880000114440918,5.5,13.40999984741211,8.5,2.059999942779541,2.111000061035156,1.093999981880188,0.6800000071525574,12.5,1.4199999570846558,2.3359999656677246,13.899999618530272,1.256999969482422,21.65999984741211,1.3300000429153442,10.81999969482422,7.991000175476074,2.1989998817443848,16.56999969482422,2.720000028610229,0.7670000195503235,0.7360000014305115,2.0480000972747803,0.7979999780654907,2.5810000896453857,1.465000033378601,12.460000038146973,
2026-08-31,3.8320000171661377,0.7039999961853027,1.5119999647140503,2.630000114440918,0.8220000267028809,1.75,2.2799999713897705,4.070000171661377,2.6589999198913574,9.989999771118164,5.159999847412109,5.400000095367432,13.0,8.293999671936035,2.187000036239624,2.002000093460083,1.0889999866485596,0.7289999723434448,12.649999618530272,1.4670000076293943,2.470000028610229,12.050000190734863,1.3279999494552612,21.700000762939453,1.3619999885559082,10.989999771118164,7.869999885559082,2.009999990463257,16.700000762939453,2.588000059127808,0.7400000095367432,0.7609999775886536,1.955000042915344,0.8029999732971191,2.6050000190734863,1.4040000438690186,11.93000030517578,
