Date,ABQK.QA,AHCS.QA,DBIS.QA,DHBK.QA,ERES.QA,GISS.QA,GWCS.QA,IGRD.QA,IHGS.QA,IQCD.QA,MCCS.QA,MCGS.QA,MERS.QA,MFMS.QA,MHAR.QA,MKDM.QA,MPHC.QA,NLCS.QA,ORDS.QA,QAMC.QA,QCFS.QA,QFLS.QA,QGMD.QA,QIBK.QA,QIGD.QA,QIIK.QA,QISI.QA,QLMI.QA,QNBK.QA,QNCD.QA,QOIS.QA,SIIS.QA,TQES.QA,UDCD.QA,VFQS.QA,WDAM.QA,ZHCD.QA,^GNRI.QA
2023-09-28,3.0383670330047607,0.7371904253959656,1.5190000534057615,1.4003067016601562,1.0049999952316284,2.534548044204712,2.842613458633423,1.606060028076172,4.522654056549072,11.467716217041016,3.9348220825195312,5.02984094619751,11.927581787109377,,,2.974234342575073,1.6505147218704224,0.6808895468711853,9.11522102355957,1.1592761278152466,2.8228461742401123,13.74924373626709,1.7769999504089355,16.570390701293945,1.3600105047225952,8.3732328414917,7.454444885253906,2.6442983150482178,13.556674003601074,2.8898186683654785,1.5330760478973389,0.5542915463447571,,0.91923850774765,1.52519690990448,2.2320001125335693,11.964347839355469,
2023-10-31,3.0711257457733154,0.7205158472061157,1.3669999837875366,1.3055167198181152,0.8320000171661377,2.370192050933838,2.656991481781006,1.5303030014038086,3.6855485439300537,10.221406936645508,3.101362466812134,4.674282550811768,11.0922212600708,,1.4014742374420166,2.9637439250946045,1.4147268533706665,0.5933960676193237,8.433073043823242,1.0369826555252075,2.7408926486968994,12.37431812286377,1.5,15.53474235534668,1.222659707069397,8.067959785461426,7.320130825042725,2.3195602893829346,13.107720375061035,2.827871322631836,1.6363309621810913,0.4952889680862427,,0.8289332985877991,1.5074127912521362,2.177999973297119,11.704253196716309,
2023-11-30,3.0711257457733154,0.7319247126579285,1.3209999799728394,1.387380838394165,0.8740000128746033,2.370192050933838,2.712588310241699,1.545454025268555,3.605552673339844,10.455612182617188,3.163191318511963,4.813036918640137,11.316131591796877,,1.2711822986602783,3.001628398895264,1.4939159154891968,0.6306458115577698,8.774147033691406,1.0579233169555664,2.7499985694885254,13.265935897827148,1.508999943733215,16.963226318359375,1.3012592792510986,8.748283386230469,7.3872880935668945,2.2336504459381104,13.82076644897461,2.977510929107666,1.5383260250091553,0.5484743118286133,,0.8417122960090637,1.5582244396209717,2.2709999084472656,11.366130828857422,
2023-12-31,2.9662981033325195,0.7415785193443298,1.3200000524520874,1.5769609212875366,0.8579999804496765,2.386627435684204,2.808537483215332,1.5871210098266602,3.9493463039398193,10.940752029418944,3.463270425796509,4.76013708114624,11.875908851623535,,1.2377740144729614,3.0074565410614014,1.590900421142578,0.6315119862556458,9.720629692077637,1.1726782321929932,2.6407270431518555,13.815905570983888,1.4509999752044678,19.19522857666016,1.3044350147247314,9.32394313812256,7.470394611358643,2.1468818187713623,14.551417350769045,3.175421714782715,1.6643329858779907,0.5675878524780273,,0.9073114991188048,1.6149641275405884,2.359999895095825,11.704253196716309,
2024-01-31,3.275867462158203,0.7600082159042358,1.2389999628067017,1.4683831930160522,0.8130000233650208,2.4419894218444824,2.914350986480713,1.4969689846038818,3.6855485439300537,10.037386894226074,3.2390353679656982,4.193846702575684,11.11805534362793,,1.1517479419708252,2.7475101947784424,1.4948055744171145,0.667895495891571,9.123748779296877,1.0721629858016968,2.7773165702819824,13.082612991333008,1.225000023841858,17.409626007080078,1.3623921871185305,9.105890274047852,7.472074031829834,1.9759215116500852,13.653509140014648,3.436084508895874,1.548827052116394,0.5385020971298218,,0.8860129714012146,1.6073423624038696,2.174999952316284,11.877650260925291,
2024-02-29,3.3024051189422607,0.6924323439598083,1.3899999856948853,1.4218499660491943,0.8640000224113464,2.4826457500457764,2.9213995933532715,1.5,3.909348249435425,10.790191650390623,3.4426605701446533,4.011731147766113,11.161115646362305,,1.3680661916732788,2.7982170581817627,1.6816564798355105,0.6527783870697021,9.695048332214355,1.1231660842895508,2.6498332023620605,13.208003997802734,1.4859999418258667,18.64094352722168,1.5045065879821775,9.95193576812744,7.723073482513428,1.8814210891723635,14.02072525024414,3.2852237224578857,1.5400769710540771,0.5542915463447571,,0.8826053142547607,1.555760622024536,2.130000114440918,12.033706665039062,
2024-03-31,3.599447011947632,0.6687370538711548,1.2350000143051147,1.3458220958709717,0.8009999990463257,2.4508514404296875,3.020855665206909,1.443938970565796,3.729320287704468,10.666913032531738,3.431118965148926,3.709941148757935,11.290294647216797,,1.362715482711792,2.8908886909484863,1.8255046606063845,0.6166634559631348,9.498773574829102,1.1620484590530396,2.715146064758301,13.040254592895508,1.315000057220459,17.57706642150879,1.422277569770813,9.53327465057373,7.177845001220703,1.8840816020965576,13.072508811950684,3.140427350997925,1.4875739812850952,0.5472148656845093,,0.9626871943473816,1.571048378944397,1.975000023841858,11.842970848083496,
2024-04-30,3.249986171722412,0.6871667504310608,1.284999966621399,1.3485318422317505,0.8109999895095825,2.530205249786377,3.0673301219940186,1.5522719621658323,3.7611451148986816,10.916430473327637,3.3827240467071533,3.706310272216797,12.049139976501465,,1.499877691268921,2.9187819957733154,1.786406636238098,0.6256921291351318,8.95214557647705,1.2486497163772583,2.799119472503662,12.766558647155762,1.3899999856948853,16.92949104309082,1.3653866052627563,9.151216506958008,7.5102925300598145,1.752104878425598,12.768710136413574,3.0970754623413086,1.5033249855041504,0.5506947636604309,,0.9850752353668212,1.5917320251464844,2.255000114440918,12.10306453704834,
2024-05-30,3.0359411239624023,0.6661041975021362,1.2100000381469729,1.237433671951294,0.7860000133514404,2.8731603622436523,3.171433687210083,1.4772720336914062,4.149796485900879,10.292634963989258,3.451132774353028,3.6367595195770255,12.02160930633545,,1.450000524520874,2.69622015953064,1.6011565923690796,0.6401380896568298,8.445843696594238,1.1929773092269895,2.715146064758301,11.874841690063477,1.7389999628067017,15.911870956420898,1.3205631971359253,9.12392520904541,7.179622173309326,1.7748595476150513,12.428088188171388,3.047653913497925,1.419319987297058,0.5611344575881958,,1.0298514366149902,1.508098602294922,2.569000005722046,11.3847017288208,
2024-06-30,3.232513189315796,0.6669818162918091,1.253999948501587,1.3151119947433472,0.7649999856948853,2.965283870697021,3.0905678272247314,1.4833329916000366,4.383180618286133,11.477846145629885,3.3581671714782715,3.9177072048187256,13.132002830505373,,1.4134833812713623,2.684230089187622,1.5313386917114258,0.6356238126754761,9.122406005859377,1.1779545545578003,2.705815553665161,13.08439826965332,1.906999945640564,17.20702362060547,1.3334931135177612,9.205795288085938,7.120066642761231,1.8276500701904297,13.486776351928713,3.1248209476470947,1.3720680475234983,0.5915836095809937,3.0912928581237797,0.9949259161949158,1.5314799547195437,2.740000009536743,11.411981582641602,
