Date,ARC1T.TL,CPA1T.TL,EFCUPFFT.TL,EFT1T.TL,INF1T.TL,LHV1T.TL,LVN1T.TL,MRK1T.TL,NCN1T.TL,NHCBHFFT.TL,PKG1T.TL,SKN1T.TL,TKM1T.TL,TSM1T.TL,TVE1T.TL,^OMXT
2025-05-30,1.7936471700668335,2.0971176624298096,,18.05373191833496,43.11734771728516,3.6303327083587646,,29.601680755615234,0.7649999856948853,0.2495999932289123,1.350000023841858,1.0,8.896060943603516,1.131403923034668,10.48282527923584,
2025-06-30,1.808470606803894,1.994937896728516,,17.959701538085938,44.027000427246094,3.573162078857422,,30.032773971557617,0.753000020980835,0.2373999953269958,1.340000033378601,1.0,8.858485221862793,1.1352005004882812,10.174223899841309,
2025-07-31,1.6948236227035522,1.8801074028015137,,18.006715774536133,45.30050659179688,3.4016504287719727,,29.218486785888672,0.7149999737739563,0.2397000044584274,1.3200000524520874,0.9200000166893004,8.708182334899902,1.1257089376449585,10.126680374145508,
2025-08-29,1.7491765022277832,1.8684296607971191,,18.10074615478516,44.73776626586914,3.3635365962982178,,28.64369773864746,0.6919999718666077,0.2450000047683715,1.350000023841858,0.8799999952316284,8.689393997192383,1.129505634307861,10.079137802124023,
2025-09-30,1.6898823976516724,1.8878926038742063,,17.959701538085938,39.29795455932617,3.296837568283081,,26.15294075012207,0.6600000262260437,0.2249000072479248,1.25,0.699999988079071,8.670605659484863,1.1276072263717651,10.079137802124023,
2025-10-31,1.6750588417053225,1.85869824886322,,18.006715774536133,38.4538459777832,3.1205618381500244,,27.39831924438477,0.6489999890327454,0.2150000035762787,1.1799999475479126,0.699999988079071,8.642423629760742,1.1105222702026367,10.079137802124023,
2025-11-28,1.6649999618530271,1.8645371198654173,,18.006715774536133,43.143341064453125,3.177732229232788,,26.727731704711918,0.6330000162124634,0.1645999997854232,1.0,0.7200000286102295,8.698787689208984,1.1465904712677002,10.079137802124023,
2025-12-30,1.659999966621399,2.058192014694214,,18.05373191833496,44.319862365722656,3.406414747238159,,29.984872817993164,0.6919999718666077,0.1570000052452087,0.8899999856948853,0.7699999809265137,8.92424201965332,1.2301169633865356,10.459482192993164,
2026-01-30,1.625,2.0873863697052,,18.57089614868164,43.93193817138672,3.406414747238159,,30.89495849609375,0.7390000224113464,0.156700000166893,0.9399999976158142,0.7850000262260437,8.914848327636719,1.4047632217407229,10.649654388427734,
2026-02-27,1.600000023841858,2.2187602519989014,,18.66492462158203,44.70777893066406,3.311130285263061,,27.158823013305664,0.6729999780654907,0.1488000005483627,0.959999978542328,0.7799999713897705,9.140302658081056,1.357304930686951,10.697197914123535,
2026-03-31,1.5,2.174968957901001,,18.61791038513184,44.70777893066406,3.3825933933258057,,25.961345672607425,0.5799999833106995,0.1435000002384185,0.9200000166893004,0.699999988079071,9.229999542236328,1.32503342628479,10.697197914123535,
2026-04-30,1.409999966621399,2.2799999713897705,,19.100000381469727,45.58060073852539,3.444999933242798,,28.35630226135254,0.5920000076293945,0.1850000023841858,0.875,0.6800000071525574,9.239999771118164,1.3819832801818848,11.077542304992676,
2026-05-29,1.3250000476837158,2.315000057220459,,19.149999618530277,46.55039978027344,3.450000047683716,3.700000047683716,27.950000762939453,0.5799999833106995,0.1999000012874603,0.7900000214576721,0.6600000262260437,9.1899995803833,1.2480000257492063,10.949999809265137,
2026-06-30,1.2699999809265137,2.275000095367432,,19.049999237060547,48.87792205810547,3.359999895095825,3.650000095367432,26.799999237060547,0.5600000023841858,0.1943999975919723,0.7099999785423279,0.6050000190734863,9.15999984741211,1.27400004863739,11.25,
2026-07-31,1.284999966621399,2.299999952316284,,19.850000381469727,54.0,3.3499999046325684,3.640000104904175,27.25,0.6060000061988831,0.188400000333786,0.6499999761581421,0.6299999952316284,9.140000343322754,1.2419999837875366,11.0,
2026-08-31,1.2400000095367432,2.3399999141693115,9.25,19.450000762939453,54.400001525878906,3.345000028610229,3.5999999046325684,26.850000381469727,0.5960000157356262,0.1922000050544738,0.6499999761581421,0.6200000047683716,9.09000015258789,1.215999960899353,10.800000190734863,
