Date,ARC1T.TL,CPA1T.TL,EFCUPFFT.TL,EFT1T.TL,INF1T.TL,LHV1T.TL,LVN1T.TL,MRK1T.TL,NCN1T.TL,NHCBHFFT.TL,PKG1T.TL,SKN1T.TL,TKM1T.TL,TSM1T.TL,TVE1T.TL,^OMXT
2023-09-29,1.535757064819336,2.306217908859253,,15.893600463867188,,3.285263776779175,,12.278806686401367,0.753000020980835,0.335999995470047,0.6959999799728394,1.0,8.024005889892578,1.004103422164917,9.46677303314209,
2023-10-31,1.521795392036438,2.2835192680358887,,15.851442337036133,,3.164580583572388,,12.278806686401367,0.7099999785423279,0.3738999962806701,0.8240000009536743,1.0499999523162842,8.155010223388672,0.9570886492729188,9.293864250183104,
2023-11-30,1.563679814338684,2.151864528656006,,15.851442337036133,,3.088594913482666,,12.696453094482422,0.6200000047683716,0.338699996471405,0.9900000095367432,1.059999942779541,8.10588264465332,0.9402974843978882,9.293864250183104,
2023-12-29,1.6060112714767456,2.1427853107452397,,15.935758590698242,21.99770164489746,3.1243526935577397,,12.77998161315918,0.621999979019165,0.3149999976158142,1.0549999475479126,0.8999999761581421,8.10588264465332,0.9470139741897584,9.164183616638184,
2024-01-31,1.5636239051818848,2.188183546066284,,16.10439109802246,21.98079490661621,3.1690502166748047,,13.180922508239746,0.5860000252723694,0.3224999904632568,0.959999978542328,0.8100000023841858,8.204137802124023,0.9470139741897584,9.077728271484377,
2024-02-29,1.5636239051818848,2.1427853107452397,,16.27302360534668,28.44822120666504,3.1243526935577397,,13.381392478942873,0.5270000100135803,0.3199999928474426,0.9300000071525574,0.8199999928474426,8.48252010345459,0.9621258974075316,9.12095546722412,
2024-03-28,1.5068200826644895,2.1427853107452397,,16.230867385864258,28.025514602661133,3.164580583572388,,13.782333374023438,0.5199999809265137,0.3109999895095825,0.9700000286102296,0.7900000214576721,8.744528770446777,0.9621258974075316,8.90481948852539,
2024-04-30,1.4783895015716553,2.188183546066284,,16.923477172851562,32.04123306274414,3.225250720977783,,14.433862686157228,0.5099999904632568,0.3000000119209289,1.0299999713897705,0.9279999732971193,8.542596817016602,1.01249897480011,9.12095546722412,
2024-05-31,1.4404821395874023,2.044062614440918,,16.745803833007812,34.6949577331543,3.267016649246216,,14.818096160888672,0.5170000195503235,0.2919999957084656,1.1100000143051147,1.0299999713897705,8.498698234558105,0.990157961845398,9.293864250183104,
2024-06-28,1.416725993156433,1.9875447750091555,,16.745803833007812,34.519287109375,3.16492247581482,,14.83554744720459,0.5130000114440918,0.2698000073432922,1.0099999904632568,0.9700000286102296,8.340664863586426,0.9740723371505736,9.30294132232666,
2024-07-31,1.3927139043807983,1.9545761346817017,,16.701385498046875,34.73888397216797,3.220610380172729,,14.87164306640625,0.4950000047683716,0.2522999942302704,0.9100000262260436,0.9480000138282776,8.402122497558594,0.970497727394104,9.30294132232666,
2024-08-30,1.3350841999053955,1.8820449113845823,,16.479291915893555,35.13414001464844,3.0999531745910645,,14.907739639282228,0.5920000076293945,0.2504000067710876,0.8299999833106995,1.0,8.25286865234375,0.9454756379127502,9.212180137634276,
2024-09-30,1.2867791652679443,1.8198751211166384,,16.39045524597168,34.826717376708984,2.9885778427124023,,14.979931831359863,0.5690000057220459,0.3300000131130218,0.800000011920929,0.9240000247955322,8.446020126342773,0.9472628831863404,9.121419906616213,
2024-10-31,1.3206417560577393,1.982835054397583,,16.923477172851562,35.0902214050293,3.1556413173675537,,15.66576099395752,0.6399999856948853,0.2960000038146972,0.7599999904632568,0.9300000071525574,8.226530075073242,0.95083749294281,9.39370059967041,
2024-11-29,1.3545043468475342,1.8782769441604612,,16.879060745239258,38.29621124267578,2.9839370250701904,,17.235946655273438,0.6819999814033508,0.2549999952316284,0.6579999923706055,0.8399999737739563,8.147512435913086,0.9436883330345154,9.121419906616213,
2024-12-30,1.408200740814209,1.848134160041809,,16.834640502929688,39.387786865234375,3.0117807388305664,,18.815155029296875,0.671999990940094,0.2513999938964844,0.7879999876022339,0.8999999761581421,8.314326286315918,0.9436883330345154,9.257560729980469,
2025-01-31,1.373854398727417,2.034643173217773,,17.767431259155273,40.9341926574707,3.23917293548584,,20.3492431640625,0.7649999856948853,0.2750000059604645,0.9559999704360962,0.8640000224113464,8.665512084960938,1.027690887451172,9.257560729980469,
2025-02-28,1.393480896949768,2.0016744136810303,,17.723012924194336,42.61704254150391,3.4572830200195312,,22.78573989868164,0.875,0.2660000026226043,0.949999988079071,0.800000011920929,8.71819019317627,1.0705857276916504,9.484460830688477,
2025-03-31,1.5268235206604004,1.973415493965149,,17.63417625427246,42.389625549316406,3.4015955924987797,,23.823505401611328,0.8220000267028809,0.2599999904632568,1.090000033378601,0.8519999980926514,9.018181800842283,1.0562875270843506,9.529841423034668,
2025-04-30,1.4971764087677002,2.0630576610565186,,18.006715774536133,41.843841552734375,3.354008197784424,,25.131994247436523,0.7889999747276306,0.2698000073432922,0.9800000190734864,0.8600000143051147,8.764545440673828,1.093820571899414,9.802123069763184,
