Date,CEZ.PR,CPI.PR,CTPNV.PR,CZ0003527657.PR,CZ0003572695.PR,CZ0003573842.PR,CZ0003574014.PR,CZ0003574196.PR,CZ0003576480.PR,CZ0003577546.PR,CZ0003578510.PR,CZ0003580300.PR,CZ0003581746.PR,CZ0003582066.PR,CZ0003583742.PR,CZ0003584740.PR,CZ0003584864.PR,CZ0003586208.PR,DBK.PR,DSPW.PR,DTE.PR,EFORU.PR,EOAN.PR,ERBAG.PR,FILL.PR,FIXED.PR,FPXAA.PR,FTSHP.PR,GEN.PR,GEV.PR,JTINA.PR,JTINB.PR,JTINV.PR,KARIN.PR,KLIKY.PR,KOFOL.PR,KOMB.PR,M2C.PR,MMCTE.PR,MONET.PR,PEN.PR,PKO.PR,PRAB.PR,PVT.PR,SABFG.PR,TABAK.PR,TMR.PR,TOMA.PR,UQA.PR,VIG.PR,VOE.PR,VOLVB.PR,VOW.PR,WIE.PR,WPS.PR
2024-07-31,841.5597534179688,,386.6452331542969,,,,,,,,,,,,,,,,367.5178527832031,,612.5241088867188,158.95887756347656,331.1217346191406,1215.545166015625,155.0,150.0,,,608.841796875,256.0,,,,168.0,32000.0,285.31103515625,677.9188232421875,,334.0,90.2319107055664,43.34999847412109,336.8270874023437,260.0,1.1100000143051147,872.1446533203125,13546.552734375,515.0,1243.0582275390625,199.0905914306641,756.1478271484375,608.9776000976562,478.7692565917969,2631.8271484375,797.2822265625,20.76409149169922
2024-08-30,804.3432006835938,,409.9077453613281,,,,,,,,,,,,,,,,370.6099548339844,,647.0409545898438,161.95809936523438,321.6468811035156,1235.5050048828125,155.0,150.0,,,592.0015869140625,256.0,,,,159.0,32000.0,279.6983642578125,640.7669067382812,,320.0,91.40593719482422,40.0,328.4365234375,266.0,1.7000000476837158,885.631103515625,13387.8046875,525.0,1252.547119140625,195.20443725585935,783.0818481445312,545.2845458984375,555.3723754882812,2436.305908203125,743.0263671875,21.16340446472168
2024-09-30,819.2298583984375,,401.84478759765625,,,,,,,,,,,,,,,,385.6219177246094,,663.9003295898438,166.2281951904297,338.7514953613281,1231.512939453125,155.0,155.0,,95.0,608.9730224609375,258.0,,,,159.0,30000.0,310.5680847167969,666.2305908203125,,314.0,93.25082397460938,37.900001525878906,334.504150390625,274.0,1.7000000476837158,885.631103515625,13493.6357421875,540.0,1252.547119140625,188.7275238037109,761.1356201171875,535.9002685546875,555.3723754882812,2404.962646484375,761.7765502929688,23.758913040161133
2024-10-31,839.2337646484375,,372.4322509765625,,,,,,,,,,,,,,,,390.858642578125,,705.6995849609375,158.43624877929688,314.16668701171875,1288.3980712890625,160.0,155.0,,,675.8602294921875,260.0,,,,146.0,28000.0,310.5680847167969,671.2398681640625,,328.0,97.27603912353516,32.29999923706055,319.1392822265625,270.0,1.399999976158142,885.631103515625,14322.6572265625,590.0,1271.525146484375,184.3431396484375,740.1869506835938,499.1619567871094,569.7354125976562,2298.49560546875,708.1190795898438,24.75718879699707
2024-11-29,894.5934448242188,,,,,,,,,,,,,,,,,,399.0877685546875,,760.86669921875,,307.3847045898437,1290.89306640625,160.0,140.0,,93.0,736.8837280273438,272.0,,,,144.0,27000.0,355.469482421875,680.4234619140625,,318.0,105.64161682128906,26.899999618530277,313.0716247558594,268.0,1.6699999570846558,885.631103515625,14287.3798828125,525.0,1309.481201171875,184.3431396484375,739.1893310546875,461.3255004882813,564.9476928710938,1990.0394287109373,693.7572021484375,26.55408096313477
2024-12-30,890.4065551757812,,,,,,,,,,,,,,,,,,412.9027404785156,,730.3402099609375,156.70469665527344,309.179931640625,1483.5040283203125,88.0,138.0,,100.0,639.031982421875,272.0,,,,152.0,27800.0,366.6948547363281,708.3917846679688,,318.0,106.32872009277344,23.700000762939453,348.7925109863281,268.0,1.399999976158142,894.0657348632812,14798.9033203125,530.0,1423.34912109375,193.8094024658203,754.1527099609375,463.12249755859375,555.3723754882812,2257.2021484375,654.0626220703125,24.95684242248535
2025-01-31,989.9608764648438,,380.2628479003906,,,,,,,,,,,,,,,,474.14739990234375,,801.06982421875,181.8120880126953,289.9808349609375,1499.970703125,158.0,130.0,,93.0,654.0092163085938,260.0,,,,161.0,28400.0,383.5328674316406,743.8740234375,,310.0,117.83763885498048,26.0,361.80865478515625,260.0,1.350000023841858,885.631103515625,15134.0390625,525.0,1281.0142822265625,203.2756805419922,811.0134887695312,509.3449096679688,555.3723754882812,2495.509521484375,712.3079223632812,24.95684242248535
2025-02-28,951.8138427734376,,396.4970703125,,,,,,,,,,,,,,,,514.4950561523438,312.6272888183594,865.8137817382812,,308.63140869140625,1617.2340087890625,158.0,130.0,,102.0,673.1062622070312,252.0,,,,152.0,28400.0,402.2417907714844,870.7750244140625,,300.0,116.8069839477539,23.399999618530277,415.43890380859375,250.0,1.5,885.631103515625,15116.400390625,530.0,1281.0142822265625,220.0160217285156,894.8081665039062,563.0546875,727.729248046875,2645.757568359375,802.0695190429688,19.865646362304688
2025-03-31,1063.463623046875,,395.9241333007813,,,,,,,,,,,,,,,,535.5416870117188,298.8348999023437,857.9328002929688,187.0067138671875,343.88787841796875,1595.77734375,146.0,130.0,,98.0,619.1779174804688,262.0,,,,153.0,30000.0,417.20892333984375,932.5558471679688,,288.0,125.73928833007812,22.0,450.2790222167969,256.0,1.5,894.0657348632812,15786.671875,530.0,1356.9261474609375,244.52867126464844,1015.5125122070312,593.6033935546875,727.729248046875,2365.161865234375,836.77734375,18.76754570007324
2025-04-30,1038.3424072265625,426.0,396.30609130859375,,,,,,,,,,,,,,,,565.4657592773438,296.9959411621094,785.0064697265625,216.4429626464844,379.3936767578125,1477.01708984375,106.0,136.0,,117.0,549.2706909179688,250.0,,,,148.5,29800.0,411.5962219238281,889.142333984375,,276.0,124.86774444580078,19.799999237060547,417.2004699707031,266.0,1.4700000286102295,919.3694458007812,15716.1162109375,525.0,1281.0142822265625,248.1158905029297,1025.4881591796875,562.2560424804688,745.8856811523438,2343.76904296875,773.1463623046875,18.56789207458496
2025-05-30,1123.9405517578125,,405.8556213378906,,,,,,,,,,,,,,,,608.1193237304688,301.1336364746094,831.747314453125,320.3355712890625,387.5316467285156,1760.97900390625,107.0,132.0,,124.0,624.2939453125,224.0,,,,152.0,30000.0,450.8849792480469,928.179443359375,,248.0,132.42990112304688,20.200000762939453,443.4284362792969,260.0,1.399999976158142,940.5726928710938,16298.1962890625,525.0,1337.9481201171875,304.4153137207031,1074.8270263671875,562.2560424804688,706.6285400390625,2346.003173828125,808.569091796875,19.965473175048828
2025-06-30,1192.8558349609375,,422.08984375,,,,,,,,,,,,,,,,620.9007568359375,311.6188659667969,767.7283325195312,320.3355712890625,383.4865417480469,1778.473876953125,125.0,125.0,,119.0,632.284912109375,216.0,,,,142.0,28000.0,490.1737060546875,927.265869140625,280.0,236.0,133.53656005859375,19.600000381469727,425.8126525878906,260.0,1.2599999904632568,949.530517578125,16505.9375,525.0,1363.5211181640625,281.5282592773437,1078.8226318359375,553.0714721679688,706.6285400390625,2260.72119140625,750.4575805664062,24.98706817626953
2025-07-31,1209.3023681640625,,439.279052734375,,,,,,,,,,,,,,,,721.1556396484375,330.562255859375,777.5159301757812,335.9194641113281,391.8264465332031,1966.418212890625,100.0,110.0,,110.0,649.2656860351562,218.0,,,,140.0,25000.0,499.0,940.0557250976562,272.0,195.0,138.51649475097656,17.399999618530273,462.414306640625,258.0,1.4700000286102295,949.530517578125,16411.509765625,540.0,1353.7816162109375,298.49981689453125,1128.7681884765625,609.56982421875,706.6285400390625,2312.588623046875,757.6466064453125,25.38686180114746
2025-08-29,1264.446533203125,,431.639404296875,,,,,,,,,,,,,,,,728.5448608398438,367.5018615722656,767.8281860351562,341.1141052246094,374.5473327636719,1993.4102783203125,110.0,106.0,,114.0,645.3919067382812,218.0,,,,153.5,25000.0,500.9192504882813,932.7472534179688,286.0,173.0,141.28314208984375,16.299999237060547,405.0452575683594,256.0,1.4700000286102295,958.4883422851562,16902.533203125,530.0,1314.823974609375,303.9906005859375,1098.8009033203125,689.7132568359375,706.6285400390625,2455.223876953125,756.8478393554688,26.986034393310547
2025-09-30,1245.09765625,,445.5216674804688,,,,,,,,,,,,,,,,727.1469116210938,452.7471618652344,700.1138916015625,249.34228515625,387.18206787109375,2025.4007568359373,90.0,99.0,,115.0,618.4173583984375,220.0,,,,158.0,24800.0,485.5653991699219,949.1913452148438,280.0,177.0,152.53414916992188,16.31999969482422,395.6371154785156,258.0,1.440000057220459,967.4461669921876,16996.9609375,510.0,1314.823974609375,305.48809814453125,1142.7529296875,711.8975830078125,706.6285400390625,2263.214599609375,670.9785766601562,27.98551750183105
2025-10-31,1250.90234375,,423.3507080078125,,,,,,,,,,,,,,,,751.9110717773438,430.9622497558594,657.5678100585938,259.7315368652344,395.72174072265625,2159.361083984375,90.0,95.0,,105.0,568.4644165039062,230.0,,,,179.0,21000.0,466.3730773925781,987.5609741210938,274.0,180.0,164.89183044433594,12.279999732971191,445.7478637695313,258.0,1.4900000095367432,973.4152221679688,16996.9609375,480.0,1314.823974609375,308.98223876953125,1096.8031005859375,818.0226440429688,687.0,2235.784912109375,635.0332641601562,25.98655128479004
2025-11-28,1233.4884033203125,380.0,424.4974670410156,,,,,,,,,,,,,,,,738.9298706054688,379.8150939941406,671.1505737304688,259.7315368652344,368.0052490234375,2255.332763671875,90.0,87.0,,100.0,569.5877685546875,242.0,,,,167.0,20000.0,460.6153869628906,1065.2137451171875,262.0,188.0,178.587890625,11.0600004196167,438.4194030761719,250.0,1.399999976158142,973.4152221679688,17525.75390625,448.0,1334.3028564453125,362.8919067382813,1188.7027587890625,895.3681030273438,687.0,2300.120361328125,708.9208374023438,26.586240768432617
2025-12-30,1252.837158203125,,,,,,,,,,,,,,,,,,823.8069458007812,394.4962158203125,674.5462646484375,258.0,388.8300476074219,2474.26806640625,95.0,75.0,,97.0,539.6094360351562,244.0,,,,176.0,19900.0,463.97406005859375,1061.5595703125,258.0,179.0,182.16717529296875,10.65999984741211,485.2620544433594,250.0,1.5199999809265137,973.4152221679688,17487.982421875,446.0,1324.5633544921875,375.3710021972656,1626.225341796875,913.755126953125,687.0,2553.47265625,720.902587890625,29.78458595275879
2026-01-30,1142.548828125,,422.3950500488281,,,,,,,,,,,,,,,,803.8358764648438,405.388671875,682.9356689453125,256.2684631347656,435.9231567382813,2677.2080078125,95.0,88.0,,95.0,509.631103515625,238.0,,,,175.0,18000.0,458.6961669921875,1137.38525390625,250.0,165.0,194.0353546142578,10.68000030517578,527.0540161132812,254.0,1.399999976158142,991.7815551757812,19027.15234375,438.0,1334.3028564453125,382.85845947265625,1610.2427978515625,965.5186157226562,687.0,2450.7353515625,670.1798095703125,35.58158493041992
2026-02-27,1127.06982421875,,420.4837646484375,,,,,,,,,,,,,,,,759.7996826171875,393.0754699707031,827.5526123046875,258.0,478.4717102050781,2443.277099609375,75.0,79.0,,95.0,468.7803649902344,238.0,,,,178.0,16000.0,457.7365417480469,1073.435791015625,242.0,167.0,185.5580902099609,8.199999809265137,524.2810668945312,248.0,1.159999966621399,1000.9647216796876,18885.51171875,446.0,1344.042236328125,402.8250122070313,1584.2711181640625,1124.20654296875,687.0,2443.753173828125,676.969482421875,32.183345794677734
2026-03-31,1160.93017578125,,335.8136291503906,,,,,,,,,,,,,,,,619.5028686523438,367.9754638671875,793.1961059570312,252.8053741455078,468.7334899902344,2288.322998046875,95.0,73.0,,,419.8033142089844,189.0,,,,156.0,17700.0,431.8269348144531,985.7338256835938,200.0,157.0,173.8782958984375,6.5,487.7378540039063,210.0,1.5499999523162842,1019.3310546875,17790.15234375,360.0,1363.5211181640625,365.3877258300781,1492.371337890625,1124.20654296875,687.0,2154.991455078125,561.145751953125,29.98448181152344
2026-04-30,1158.0279541015625,,372.7015380859375,,,,,,,,,,,,,,,,646.3638916015625,381.70941162109375,665.4000244140625,256.2684631347656,452.2999877929688,2325.0,90.0,64.0,,84.0,428.799072265625,182.0,,,,150.0,17500.0,454.8576965332031,1010.4000244140624,200.0,173.0,182.8999938964844,6.199999809265137,548.7421875,240.0,1.2999999523162842,1065.246826171875,17941.236328125,382.0,1353.7816162109375,392.9415588378906,1558.2994384765625,1023.27783203125,700.0,2127.062744140625,636.630859375,32.383243560791016
2026-05-29,1215.10693359375,385.5,385.0741882324219,,,,,,,,,,,,,,,,680.2999877929688,415.3339538574219,707.9000244140625,283.9731750488281,439.25,2502.0,57.0,60.0,,,499.8960266113281,204.0,,,,155.0,19200.0,503.798095703125,988.5,195.0,170.0,185.6000061035156,9.600000381469728,591.8215942382812,238.0,1.1200000047683716,1060.0,18696.65625,380.0,1363.5211181640625,411.5104675292969,1512.0,1132.7005615234375,700.0,2205.362548828125,599.0,31.78355026245117
2026-06-30,1242.0,,375.7154235839844,,,,,,,,,,,,,,,,718.7000122070312,495.3697814941406,578.0,285.7047119140625,440.8500061035156,2833.0,70.0,55.5,,75.0,521.8914184570312,192.5,,,,143.0,18900.0,493.0,972.5,179.0,169.0,186.1999969482422,7.099999904632568,584.1961059570312,222.0,1.1200000047683716,1050.0,17700.0,374.0,1420.0,423.3999938964844,1559.0,1062.75,700.0,1744.800048828125,558.0,28.600000381469727
2026-07-31,1353.0,,376.1053771972656,,,,,,,,,,,,,,,,775.2000122070312,498.5,655.2999877929688,290.8993225097656,461.0,2723.0,56.0,51.0,,76.5,546.88623046875,186.0,,,,143.0,19000.0,501.0,1050.0,160.0,167.0,192.1999969482422,6.300000190734863,619.8480224609375,216.0,0.9200000166893004,1060.0,18740.0,372.0,1390.0,435.3999938964844,1733.0,1081.5,700.0,1855.0,536.0,31.600000381469727
2026-08-31,1380.0,,336.9155578613281,,,,,,,,,,,,,,,,837.5,497.0,689.0999755859375,282.2416076660156,435.1000061035156,2961.0,67.0,54.0,,72.5,620.0,187.0,,,,142.5,19800.0,509.0,1065.0,152.5,169.0,195.0,7.400000095367432,636.0,240.0,1.0,1050.0,19100.0,356.0,1370.0,424.6000061035156,1736.0,1081.5,700.0,1890.0,489.2000122070313,28.799999237060547
