Rank,Ticker,Name,Return (%),Risk,Volatility,Follows Market Direction ?,Industry,Sector,Rating
272,KUOB.MX,"Kuo, S.A.B. de C.V.",-1.02,0.237,0.778,Yes,Packaged Foods,Consumer Defensive,
273,ATER.MX,"Aterian, Inc.",-6.0,1.274,3.649,No,"Furnishings, Fixtures & Appliances",Consumer Cyclical,
274,AMBAN.MX,"Ambarella, Inc.",-4.02,0.69,1.15,Yes,Semiconductor Equipment & Materials,Technology,
275,HCA.MX,"HCA Healthcare, Inc.",-2.1,0.326,0.215,Yes,Medical Care Facilities,Healthcare,
276,MSFT.MX,Microsoft Corporation,-2.7,0.398,1.286,No,Software - Infrastructure,Technology,
277,TSN.MX,"Tyson Foods, Inc.",-1.92,0.275,1.193,Yes,Farm Products,Consumer Defensive,
278,QBTS.MX,D-Wave Quantum Inc.,-7.24,1.047,0.846,Yes,Computer Hardware,Technology,
279,MCO.MX,Moody's Corporation,-2.07,0.277,0.903,No,Financial Data & Stock Exchanges,Financial Services,
280,MA.MX,Mastercard Incorporated,-1.66,0.183,1.08,No,Credit Services,Financial Services,
281,KUOA.MX,"Kuo, S.A.B. de C.V.",-2.2,0.229,0.889,Yes,Packaged Foods,Consumer Defensive,
282,HERDEZ.MX,"Grupo Herdez, S.A.B. de C.V.",-3.28,0.331,0.807,Yes,Packaged Foods,Consumer Defensive,
283,NOWW.MX,"ServiceNow, Inc.",-7.2,0.727,1.977,No,Software - Application,Technology,
284,MEGACPO.MX,"Megacable Holdings, S. A. B. de C. V.",-3.54,0.308,2.148,Yes,,,2.1 - Buy
285,RYAAYN.MX,Ryanair Holdings plc,-2.55,0.197,0.24,No,Airlines,Industrials,
286,NTNX.MX,"Nutanix, Inc.",-7.25,0.568,2.024,No,Software - Infrastructure,Technology,
287,CTSH.MX,Cognizant Technology Solutions Corporation,-7.41,0.549,2.099,Yes,Information Technology Services,Technology,
288,PCG.MX,PG&E Corporation,-6.44,0.466,0.414,No,Utilities - Regulated Electric,Utilities,
289,OMAB.MX,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",-3.86,0.258,0.687,Yes,Airports & Air Services,Industrials,2.5 - Hold
290,3626N.MX,TISI Inc.,-4.43,0.288,0.923,No,Information Technology Services,Technology,
291,FEXI21.MX,México Infrastructure Partners F1 S.A.P.I. de C.V.,-2.5,0.154,0.673,Yes,Banks - Regional,Financial Services,1.0 - Strong Buy
292,DASH.MX,"DoorDash, Inc.",-8.91,0.546,2.8,No,Internet Retail,Consumer Cyclical,
293,EPAM.MX,"EPAM Systems, Inc.",-11.59,0.698,1.99,No,Information Technology Services,Technology,
294,VOLARA.MX,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",-8.01,0.473,0.573,Yes,Airlines,Industrials,
295,MSCI.MX,MSCI Inc.,-4.47,0.242,0.248,No,Financial Data & Stock Exchanges,Financial Services,
296,MO.MX,"Altria Group, Inc.",-4.74,0.241,0.907,Yes,Tobacco,Consumer Defensive,
297,AXON.MX,"Axon Enterprise, Inc.",-11.16,0.559,0.839,No,Aerospace & Defense,Industrials,
298,DNUT.MX,"Krispy Kreme, Inc.",-9.7,0.459,0.101,No,Grocery Stores,Consumer Defensive,
299,O.MX,Realty Income Corporation,-3.48,0.158,0.868,Yes,REIT - Retail,Real Estate,
300,CDNS.MX,"Cadence Design Systems, Inc.",-6.92,0.318,0.524,No,Software - Application,Technology,
301,AXP.MX,American Express Company,-5.17,0.235,1.663,No,Credit Services,Financial Services,
302,CMG.MX,"Chipotle Mexican Grill, Inc.",-6.75,0.3,0.185,Yes,Restaurants,Consumer Cyclical,
303,CRWV.MX,"CoreWeave, Inc.",-19.29,0.898,1.115,No,Software - Infrastructure,Technology,
304,TDOC.MX,"Teladoc Health, Inc.",-12.81,0.562,2.277,No,Health Information Services,Healthcare,
305,WMT.MX,Walmart Inc.,-4.81,0.201,0.67,Yes,Discount Stores,Consumer Defensive,
306,POSADASA.MX,"Grupo Posadas, S.A.B. de C.V.",-2.86,0.111,0.056,Yes,Lodging,Consumer Cyclical,
307,BA.MX,The Boeing Company,-8.05,0.317,0.723,Yes,Aerospace & Defense,Industrials,
308,UAMY.MX,United States Antimony Corporation,-22.7,0.962,3.322,Yes,Other Industrial Metals & Mining,Basic Materials,
309,FIHO12.MX,FibraHotel,-2.6,0.099,0.038,Yes,REIT - Hotel & Motel,Real Estate,
310,NOVOBN.MX,Novo Nordisk A/S,-11.92,0.472,1.988,No,Drug Manufacturers - General,Healthcare,
311,TMN.MX,Toyota Motor Corporation,-7.01,0.253,1.393,Yes,Auto Manufacturers,Consumer Cyclical,
312,INO.MX,"Inovio Pharmaceuticals, Inc.",-26.91,1.078,1.973,No,Biotechnology,Healthcare,
313,GEHC.MX,GE HealthCare Technologies Inc.,-7.44,0.266,0.024,Yes,Medical Devices,Healthcare,
314,ACNN.MX,Accenture plc,-16.49,0.61,0.954,No,Information Technology Services,Technology,
315,CI.MX,The Cigna Group,-7.09,0.246,0.746,Yes,Healthcare Plans,Healthcare,
316,RA.MX,Regional S.A.B. de C.V.,-7.28,0.253,1.08,Yes,Banks - Regional,Financial Services,
317,DOCU.MX,"DocuSign, Inc.",-13.39,0.47,2.912,No,Software - Application,Technology,
318,IBM.MX,International Business Machines Corporation,-14.53,0.496,1.318,No,Information Technology Services,Technology,
319,SNPS.MX,"Synopsys, Inc.",-12.36,0.412,1.614,No,Software - Infrastructure,Technology,
320,MSI.MX,"Motorola Solutions, Inc.",-9.16,0.298,0.753,No,Communication Equipment,Technology,
321,NVON.MX,Novo Nordisk A/S,-14.88,0.491,1.78,No,Drug Manufacturers - General,Healthcare,
322,ADBE.MX,Adobe Inc.,-15.77,0.473,1.491,No,Software - Application,Technology,
323,SHW.MX,The Sherwin-Williams Company,-7.94,0.226,0.237,Yes,Specialty Chemicals,Basic Materials,
324,SHAK.MX,Shake Shack Inc.,-19.07,0.566,0.933,Yes,Restaurants,Consumer Cyclical,
325,COF.MX,Capital One Financial Corporation,-9.13,0.256,1.422,No,Credit Services,Financial Services,
326,PEP.MX,"PepsiCo, Inc.",-6.79,0.185,0.932,Yes,Beverages - Non-Alcoholic,Consumer Defensive,
327,KR.MX,The Kroger Co.,-14.99,0.42,0.87,No,Grocery Stores,Consumer Defensive,
328,WMI.MX,"Waste Management, Inc.",-7.17,0.193,0.265,Yes,Waste Management,Industrials,
329,BIMBOA.MX,"Grupo Bimbo, S.A.B. de C.V.",-6.58,0.174,0.735,Yes,Packaged Foods,Consumer Defensive,2.6 - Hold
330,TMDX.MX,"TransMedics Group, Inc.",-20.63,0.571,1.073,Yes,Medical Devices,Healthcare,
331,ALT1.MX,"Altimmune, Inc.",-20.2,0.554,0.448,Yes,Biotechnology,Healthcare,
332,GLXY.MX,Galaxy Digital Inc.,-24.22,0.677,0.685,No,Capital Markets,Financial Services,
333,SAPN.MX,SAP SE,-16.95,0.447,0.912,No,Software - Application,Technology,
334,WU.MX,The Western Union Company,-11.47,0.285,0.386,Yes,Credit Services,Financial Services,
335,GT.MX,The Goodyear Tire & Rubber Company,-17.33,0.431,0.509,Yes,Auto Parts,Consumer Cyclical,
336,BRKB.MX,Berkshire Hathaway Inc.,-6.44,0.15,0.107,No,Insurance - Diversified,Financial Services,
337,RSGA.MX,"Republic Services, Inc.",-11.12,0.258,1.514,No,Waste Management,Industrials,
338,GENTERA.MX,"Gentera, S.A.B. de C.V.",-10.01,0.227,0.893,Yes,Credit Services,Financial Services,
339,BKNG.MX,Booking Holdings Inc.,-11.97,0.273,2.006,No,Travel Services,Consumer Cyclical,
340,SNAP.MX,Snap Inc.,-24.33,0.563,2.422,No,Internet Content & Information,Communication Services,
341,FICO1.MX,Fair Isaac Corporation,-22.61,0.505,0.401,Yes,Software - Application,Technology,
342,IDXX.MX,"IDEXX Laboratories, Inc.",-15.3,0.324,0.054,Yes,Diagnostics & Research,Healthcare,
343,ADSK.MX,"Autodesk, Inc.",-20.79,0.445,2.16,No,Software - Application,Technology,
344,CEG.MX,Constellation Energy Corporation,-20.44,0.428,0.202,Yes,Utilities - Independent Power Producers,Utilities,
345,PYPL.MX,"PayPal Holdings, Inc.",-21.71,0.456,1.869,No,Credit Services,Financial Services,
346,TSLA.MX,"Tesla, Inc.",-19.23,0.395,0.942,No,Auto Manufacturers,Consumer Cyclical,
347,HOOD.MX,"Robinhood Markets, Inc.",-25.88,0.545,2.893,No,Capital Markets,Financial Services,
348,MARA.MX,"MARA Holdings, Inc.",-33.56,0.734,0.685,No,Capital Markets,Financial Services,
349,GAPB.MX,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",-16.42,0.315,0.072,Yes,Airports & Air Services,Industrials,2.2 - Buy
350,RCL.MX,Royal Caribbean Cruises Ltd.,-15.67,0.298,0.695,Yes,Travel Services,Consumer Cyclical,
351,CBRE.MX,"CBRE Group, Inc.",-14.12,0.266,0.887,No,Real Estate Services,Real Estate,
352,ISRG.MX,"Intuitive Surgical, Inc.",-18.53,0.358,0.598,No,Medical Instruments & Supplies,Healthcare,
353,ORN.MX,L'Oréal S.A.,-6.53,0.118,0.489,Yes,Household & Personal Products,Consumer Defensive,
354,DIS.MX,The Walt Disney Company,-11.54,0.212,0.722,No,Entertainment,Communication Services,
355,SONYN.MX,Sony Group Corporation,-17.46,0.325,0.436,No,Consumer Electronics,Technology,
356,STZ.MX,"Constellation Brands, Inc.",-9.54,0.17,0.551,Yes,Beverages - Brewers,Consumer Defensive,
357,DKNG1.MX,DraftKings Inc.,-24.24,0.464,16.029,Yes,,,
358,ADYENN.MX,Adyen N.V.,-24.99,0.478,2.29,No,Software - Infrastructure,Technology,
359,BBWI.MX,"Bath & Body Works, Inc.",-25.73,0.482,0.642,Yes,Specialty Retail,Consumer Cyclical,
360,MDTN.MX,Medtronic plc,-10.83,0.186,0.224,No,Medical Devices,Healthcare,
361,KMB.MX,Kimberly-Clark Corporation,-14.98,0.262,0.309,Yes,Household & Personal Products,Consumer Defensive,
362,NUN.MX,Nu Holdings Ltd.,-14.34,0.247,0.979,No,Banks - Regional,Financial Services,
363,CLX.MX,The Clorox Company,-20.02,0.354,1.833,Yes,Household & Personal Products,Consumer Defensive,
364,LW.MX,"Lamb Weston Holdings, Inc.",-19.63,0.342,0.417,No,Packaged Foods,Consumer Defensive,
365,MKC.MX,"McCormick & Company, Incorporated",-20.99,0.366,0.934,Yes,Packaged Foods,Consumer Defensive,
366,GDDY.MX,GoDaddy Inc.,-31.07,0.574,2.986,No,Software - Infrastructure,Technology,
367,EXE.MX,Expand Energy Corporation,-13.98,0.233,0.145,No,Oil & Gas E&P,Energy,
368,LVS.MX,Las Vegas Sands Corp.,-22.16,0.383,0.244,Yes,Resorts & Casinos,Consumer Cyclical,
369,DXC.MX,DXC Technology Company,-22.75,0.384,1.037,No,Information Technology Services,Technology,
370,TTWO.MX,"Take-Two Interactive Software, Inc.",-18.6,0.303,1.059,No,Electronic Gaming & Multimedia,Communication Services,
371,NEXT25.MX,"Nearshoring Experts & Technology, S.C.",-4.03,0.06,0.429,Yes,Banks - Regional,Financial Services,
372,LSEN.MX,London Stock Exchange Group plc,-13.06,0.202,0.594,No,Financial Data & Stock Exchanges,Financial Services,
373,FUTUN.MX,Futu Holdings Limited,-28.98,0.485,1.455,No,Capital Markets,Financial Services,
374,TRAXIONA.MX,"Grupo Traxión, S.A.B. de C.V.",-19.15,0.303,0.332,No,Railroads,Industrials,2.0 - Buy
375,ONONN.MX,On Holding AG,-29.98,0.5,2.594,Yes,Footwear & Accessories,Consumer Cyclical,
376,SPGI.MX,S&P Global Inc.,-15.25,0.233,1.094,No,Financial Data & Stock Exchanges,Financial Services,
377,MCN.MX,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",-19.37,0.297,0.118,No,Luxury Goods,Consumer Cyclical,
378,CUERVO.MX,"Becle, S.A.B. de C.V.",-20.49,0.312,0.376,No,Beverages - Wineries & Distilleries,Consumer Defensive,2.8 - Hold
379,BIDUN.MX,"Baidu, Inc.",-27.64,0.431,0.755,Yes,Internet Content & Information,Communication Services,
380,CCL1N.MX,Carnival Corporation Ltd.,-21.12,0.317,0.681,Yes,Travel Services,Consumer Cyclical,
381,PG.MX,The Procter & Gamble Company,-11.82,0.166,1.001,Yes,Household & Personal Products,Consumer Defensive,
382,ORCL.MX,Oracle Corporation,-41.23,0.686,1.545,No,Software - Infrastructure,Technology,
383,RKT.MX,"Rocket Companies, Inc.",-25.73,0.385,1.066,Yes,Mortgage Finance,Financial Services,
384,MELIN.MX,"MercadoLibre, Inc.",-20.7,0.297,1.565,No,Internet Retail,Consumer Cyclical,
385,RUN.MX,Sunrun Inc.,-43.22,0.707,1.25,No,Solar,Technology,
386,1211N.MX,BYD Company Limited,-25.25,0.363,0.624,No,Auto Manufacturers,Consumer Cyclical,
387,SPOTN.MX,Spotify Technology S.A.,-22.74,0.314,0.544,No,Internet Content & Information,Communication Services,
388,DINEA.MX,"DINE, S.A.B. de C.V.",-16.81,0.224,0.388,Yes,Real Estate - Development,Real Estate,
389,HTZ1.MX,"Hertz Global Holdings, Inc.",-54.71,0.939,1.258,No,Rental & Leasing Services,Industrials,
390,LAMOSA.MX,"Grupo Lamosa, S.A.B. de C.V.",-8.82,0.112,0.256,No,Building Products & Equipment,Industrials,
391,AWK.MX,"American Water Works Company, Inc.",-11.12,0.142,0.587,No,Utilities - Regulated Water,Utilities,
392,ABT.MX,Abbott Laboratories,-23.18,0.315,0.27,No,Medical Devices,Healthcare,
393,VRSK.MX,"Verisk Analytics, Inc.",-24.17,0.321,0.721,No,Consulting Services,Industrials,
394,PINS.MX,"Pinterest, Inc.",-32.92,0.457,3.022,No,Internet Content & Information,Communication Services,
395,TDG.MX,TransDigm Group Incorporated,-15.92,0.199,0.009,Yes,Aerospace & Defense,Industrials,
396,AMT.MX,American Tower Corporation,-16.03,0.2,1.054,Yes,REIT - Specialty,Real Estate,
397,9988N.MX,Alibaba Group Holding Limited,-28.88,0.386,1.316,Yes,Internet Retail,Consumer Cyclical,
398,WALMEX.MX,"Wal-Mart de México, S.A.B. de C.V.",-14.07,0.173,0.016,No,Discount Stores,Consumer Defensive,2.7 - Hold
399,LYFT.MX,"Lyft, Inc.",-26.4,0.346,2.354,No,Software - Application,Technology,
400,NCLHN.MX,Norwegian Cruise Line Holdings Ltd.,-34.57,0.472,1.383,Yes,Travel Services,Consumer Cyclical,
401,SIDN.MX,Companhia Siderúrgica Nacional,-39.84,0.56,2.066,Yes,Steel,Basic Materials,
402,AONN.MX,Aon plc,-16.51,0.2,0.419,No,Insurance Brokers,Financial Services,
403,MAT.MX,"Mattel, Inc.",-24.5,0.309,0.097,No,Leisure,Consumer Cyclical,
404,AIG.MX,"American International Group, Inc.",-16.53,0.194,0.06,No,Insurance - Diversified,Financial Services,
405,MINSAB.MX,"Grupo Minsa, S.A.B. de C.V.",-5.2,0.057,0.074,No,Packaged Foods,Consumer Defensive,
406,ZS.MX,"Zscaler, Inc.",-37.67,0.487,3.325,No,Software - Infrastructure,Technology,
407,JMIAN.MX,Jumia Technologies AG,-42.41,0.564,1.132,No,Internet Retail,Consumer Cyclical,
408,UPST.MX,"Upstart Holdings, Inc.",-40.4,0.509,3.051,No,Credit Services,Financial Services,
409,GIS.MX,"General Mills, Inc.",-22.96,0.259,0.067,No,Packaged Foods,Consumer Defensive,
410,TRMB.MX,Trimble Inc.,-25.01,0.284,0.686,No,Scientific & Technical Instruments,Technology,
411,VMC.MX,Vulcan Materials Company,-12.53,0.132,0.198,Yes,Building Materials,Basic Materials,
412,BABAN.MX,Alibaba Group Holding Limited,-37.73,0.457,0.704,Yes,Internet Retail,Consumer Cyclical,
413,SOFI.MX,"SoFi Technologies, Inc.",-34.41,0.407,2.212,No,Credit Services,Financial Services,
414,DPZ.MX,"Domino's Pizza, Inc.",-24.25,0.262,0.074,No,Restaurants,Consumer Cyclical,
415,HHH.MX,Howard Hughes Holdings Inc.,-27.9,0.307,0.392,No,Real Estate - Development,Real Estate,
416,ALSEA.MX,"Alsea, S.A.B. de C.V.",-28.82,0.317,1.909,Yes,Restaurants,Consumer Cyclical,1.9 - Buy
417,RDDT.MX,"Reddit, Inc.",-37.67,0.436,2.309,No,Internet Content & Information,Communication Services,
418,CELH.MX,"Celsius Holdings, Inc.",-43.91,0.526,2.286,Yes,Beverages - Non-Alcoholic,Consumer Defensive,
419,APP.MX,AppLovin Corporation,-53.21,0.68,0.801,No,Advertising Agencies,Communication Services,
420,CMCSA.MX,Comcast Corporation,-21.17,0.217,0.344,Yes,Telecom Services,Communication Services,
421,TRIP.MX,"Tripadvisor, Inc.",-46.34,0.539,2.003,No,Travel Services,Consumer Cyclical,
422,BBAI.MX,"BigBear.ai Holdings, Inc.",-50.46,0.606,1.18,No,Information Technology Services,Technology,
423,AI1.MX,"C3.ai, Inc.",-44.68,0.508,2.921,No,Software - Infrastructure,Technology,
424,BNGO.MX,"Bionano Genomics, Inc.",-34.07,0.358,1.782,No,Medical Instruments & Supplies,Healthcare,
425,WCNN.MX,"Waste Connections, Inc.",-20.14,0.194,0.144,Yes,Waste Management,Industrials,
426,STLAN.MX,Stellantis N.V.,-42.2,0.459,0.584,No,Auto Manufacturers,Consumer Cyclical,
427,LEN.MX,Lennar Corporation,-34.34,0.354,0.674,Yes,Residential Construction,Consumer Cyclical,
428,INTU.MX,Intuit Inc.,-47.45,0.532,2.925,No,Software - Application,Technology,
429,ASURB.MX,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",-22.73,0.216,0.968,Yes,Airports & Air Services,Industrials,1.9 - Buy
430,EOSE.MX,"Eos Energy Enterprises, Inc.",-73.16,1.052,1.182,No,Electrical Equipment & Parts,Industrials,
431,KD.MX,"Kyndryl Holdings, Inc.",-54.64,0.644,4.008,No,Information Technology Services,Technology,
432,BILIN.MX,Bilibili Inc.,-41.34,0.436,2.204,Yes,Internet Content & Information,Communication Services,
433,FRAGUAB.MX,"Corporativo Fragua, S.A.B. de C.V.",-19.63,0.177,0.527,Yes,Pharmaceutical Retailers,Healthcare,
434,CMRB.MX,"CMR, S.A.B. de C.V.",-18.14,0.16,0.447,No,Restaurants,Consumer Cyclical,
435,ORLY.MX,"O'Reilly Automotive, Inc.",-20.07,0.179,0.136,No,Auto Parts,Consumer Cyclical,
436,FIS.MX,"Fidelity National Information Services, Inc.",-39.16,0.392,2.204,No,Information Technology Services,Technology,
437,NION.MX,NIO Inc.,-45.27,0.465,1.586,No,Auto Manufacturers,Consumer Cyclical,
438,LULU.MX,lululemon athletica inc.,-36.33,0.35,0.7,Yes,Apparel Retail,Consumer Cyclical,
439,NFLX.MX,"Netflix, Inc.",-35.79,0.343,0.096,No,Entertainment,Communication Services,
440,FDXF.MX,"FedEx Freight Holding Company, Inc.",-49.5,0.516,,,Integrated Freight & Logistics,Industrials,
441,SYK.MX,Stryker Corporation,-18.7,0.158,0.287,Yes,Medical Devices,Healthcare,
442,FOUR.MX,"Shift4 Payments, Inc.",-46.12,0.439,1.898,No,Software - Infrastructure,Technology,
443,SEN.MX,Sea Limited,-39.72,0.356,0.437,No,Internet Retail,Consumer Cyclical,
444,1810N.MX,Xiaomi Corporation,-49.87,0.466,0.295,Yes,Consumer Electronics,Technology,
445,HD.MX,"The Home Depot, Inc.",-25.34,0.199,0.317,Yes,Home Improvement Retail,Consumer Cyclical,
446,CPRT.MX,"Copart, Inc.",-32.23,0.261,0.493,No,Specialty Business Services,Industrials,
447,NEMAKA.MX,"Nemak, S. A. B. de C. V.",-29.4,0.23,0.672,No,Auto Parts,Consumer Cyclical,1.8 - Buy
448,META.MX,"Meta Platforms, Inc.",-27.99,0.216,0.199,Yes,Internet Content & Information,Communication Services,
449,FMC1.MX,FMC Corporation,-64.34,0.658,1.1,Yes,Agricultural Inputs,Basic Materials,
450,LACOMERUBC.MX,"La Comer, S.A.B. de C.V.",-23.86,0.179,0.246,Yes,Department Stores,Consumer Cyclical,2.1 - Buy
451,UPWK.MX,Upwork Inc.,-55.95,0.522,1.818,Yes,Internet Content & Information,Communication Services,
452,MCD.MX,McDonald's Corporation,-19.91,0.144,0.978,Yes,Restaurants,Consumer Cyclical,
453,PDDN.MX,PDD Holdings Inc.,-40.42,0.33,0.669,No,Internet Retail,Consumer Cyclical,
454,PLNT.MX,"Planet Fitness, Inc.",-52.91,0.471,0.77,Yes,Leisure,Consumer Cyclical,
455,TMUS.MX,"T-Mobile US, Inc.",-31.21,0.227,0.237,Yes,Telecom Services,Communication Services,
456,HUBS.MX,"HubSpot, Inc.",-55.9,0.487,1.642,No,Software - Application,Technology,
457,AZO.MX,"AutoZone, Inc.",-36.09,0.256,0.144,Yes,Auto Parts,Consumer Cyclical,
458,LABB.MX,"Genomma Lab Internacional, S.A.B. de C.V.",-29.77,0.203,0.844,Yes,Drug Manufacturers - Specialty & Generic,Healthcare,2.0 - Buy
459,CHTR.MX,"Charter Communications, Inc.",-48.36,0.372,0.539,Yes,Telecom Services,Communication Services,
460,VOW3N.MX,Volkswagen AG,-33.25,0.23,0.268,Yes,Auto Manufacturers,Consumer Cyclical,
461,COUR.MX,"Coursera, Inc.",-49.95,0.375,1.627,No,Education & Training Services,Consumer Defensive,
462,FUBO.MX,FuboTV Inc.,-75.57,0.741,3.379,No,Broadcasting,Communication Services,
463,DAVAN.MX,Endava plc,-66.33,0.567,2.416,No,Software - Infrastructure,Technology,
464,UBER.MX,"Uber Technologies, Inc.",-29.03,0.181,1.247,No,Software - Application,Technology,
465,TIGRN.MX,UP Fintech Holding Limited,-55.25,0.41,0.689,No,Capital Markets,Financial Services,
466,ZTS.MX,Zoetis Inc.,-50.58,0.361,0.387,Yes,Drug Manufacturers - Specialty & Generic,Healthcare,
467,LOW.MX,"Lowe's Companies, Inc.",-24.71,0.142,0.66,Yes,Home Improvement Retail,Consumer Cyclical,
468,GRUMAB.MX,"Gruma, S.A.B. de C.V.",-26.69,0.156,0.14,Yes,Packaged Foods,Consumer Defensive,2.5 - Buy
469,TCOMN.MX,Trip.com Group Limited,-45.9,0.3,1.318,No,Travel Services,Consumer Cyclical,
470,WYNN.MX,"Wynn Resorts, Limited",-35.4,0.207,0.562,No,Resorts & Casinos,Consumer Cyclical,
471,STNEN.MX,StoneCo Ltd.,-52.88,0.351,1.9,Yes,Software - Infrastructure,Technology,
472,TCEHYN.MX,Tencent Holdings Limited,-38.48,0.215,1.094,No,Internet Content & Information,Communication Services,
473,VICI.MX,VICI Properties Inc.,-26.05,0.131,0.636,Yes,REIT - Diversified,Real Estate,
474,FVRRN.MX,Fiverr International Ltd.,-65.09,0.435,2.622,No,Internet Content & Information,Communication Services,
475,RBLX.MX,Roblox Corporation,-71.25,0.505,1.288,No,Electronic Gaming & Multimedia,Communication Services,
476,UUUUN.MX,Energy Fuels Inc.,-59.0,0.366,6.875,No,Uranium,Energy,
477,BSX.MX,Boston Scientific Corporation,-55.13,0.311,0.603,No,Medical Devices,Healthcare,
478,CIDMEGA.MX,"Grupe, S.A.B. de C.V.",-33.18,0.156,0.17,No,Resorts & Casinos,Consumer Cyclical,
479,CPNG.MX,"Coupang, Inc.",-55.42,0.307,2.045,No,Internet Retail,Consumer Cyclical,
480,GRABN.MX,Grab Holdings Limited,-50.67,0.269,1.083,No,Software - Application,Technology,
481,OPEN1.MX,Opendoor Technologies Inc.,-63.41,0.369,0.353,Yes,Real Estate Services,Real Estate,
482,MXL.MX,"MaxLinear, Inc.",-58.98,0.305,6.402,No,Semiconductors,Technology,
483,ROL.MX,"Rollins, Inc.",-45.4,0.201,0.539,Yes,Personal Services,Consumer Cyclical,
484,CANN.MX,Canaan Inc.,-85.78,0.607,0.676,Yes,,,
485,NKE.MX,"NIKE, Inc.",-49.75,0.214,1.066,Yes,Footwear & Accessories,Consumer Cyclical,
486,MNSON.MX,MINISO Group Holding Limited,-63.5,0.291,1.342,Yes,Specialty Retail,Consumer Cyclical,
487,TTD.MX,"The Trade Desk, Inc.",-74.87,0.391,1.617,No,Advertising Agencies,Communication Services,
488,XPEVN.MX,XPeng Inc.,-57.03,0.202,0.156,Yes,Auto Manufacturers,Consumer Cyclical,
489,CHDRAUIB.MX,"Grupo Comercial Chedraui, S.A.B. de C.V.",-39.87,0.105,0.104,No,Grocery Stores,Consumer Defensive,2.7 - Hold
490,FNN.MX,Fabrinet,-78.02,0.093,0.719,Yes,Electronic Components,Technology,
491,HONA.MX,Honeywell Aerospace Inc.,-97.21,,,,Aerospace & Defense,Industrials,
492,MBGL.MX,"Mobility Global, Inc.",-18.57,,,,Software - Infrastructure,Technology,
493,AERO.MX,"Grupo Aeroméxico, S.A.B. de C.V.",0.0,0.0,0.0,No,Airlines,Industrials,
