Date,8GW.IR,A5G.IR,BIRG.IR,C5H.IR,DQ7A.IR,EG7.IR,GL9.IR,GRP.IR,GVR.IR,HMSO.IR,IR5B.IR,IRES.IR,KMR.IR,KRX.IR,KRZ.IR,MIO.IR,MLC.IR,OIZ.IR,PTSB.IR,RYA.IR,UPR.IR,^ISEQ
2023-09-29,0.0005000000237487257,3.4685592651367188,7.8609466552734375,0.962213933467865,0.5073534250259399,8.300073623657227,14.411172866821289,0.7497740387916565,0.996999979019165,1.8356812000274658,4.150930881500244,0.8114767074584961,3.9152259826660156,69.47854614257812,75.41120147705078,0.7053909301757812,4.539999961853027,2.794971466064453,2.1368491649627686,15.0214204788208,2.208988904953003,8416.580078125
2023-10-31,0.0005000000237487257,3.3333988189697266,7.150160789489746,0.9798047542572021,0.49285760521888733,7.959907531738281,13.737236022949219,0.6757320165634155,0.9120000004768372,1.8356812000274658,3.9930660724639893,0.7948804497718811,3.8165221214294434,62.15471267700195,69.7292709350586,0.5114084482192993,4.059999942779541,2.692089319229126,1.8685005903244019,13.383834838867188,2.0568137168884277,7834.7900390625
2023-11-30,0.0005000000237487257,3.4636738300323486,7.268625259399414,1.1187716722488403,0.4783617854118347,7.585724353790283,14.291155815124512,0.7694323658943176,1.0720000267028809,1.8356812000274658,4.123072147369385,0.8490370512008667,3.9152259826660156,71.28014373779297,71.01134490966797,0.5893253087997437,4.420000076293945,2.970728874206543,1.6647545099258423,16.588218688964844,2.223714828491211,8355.5302734375
2023-12-29,0.0005000000237487257,3.1591567993164062,6.9538493156433105,1.1627484560012817,0.4783617854118347,7.721789836883545,13.764932632446289,0.8059210777282715,1.2200000286102295,1.8356812000274658,4.020924091339111,0.9678323268890381,3.7671706676483154,76.76323699951172,75.2593994140625,0.5758293271064758,4.5,2.9492952823638916,1.6896016597747803,18.003995895385742,2.6507859230041504,8760.3603515625
2024-01-31,0.0005000000237487257,3.3187432289123535,7.219546794891357,1.2471840381622314,0.4783617854118347,7.993924140930176,15.269752502441406,0.7297709584236145,1.2259999513626099,1.8356812000274658,4.276295185089111,1.0097600221633911,2.9939961433410645,73.9825210571289,79.1055908203125,0.584826648235321,4.960000038146973,3.041982889175415,1.7094793319702148,18.408554077148438,2.7587811946868896,9178.1201171875
2024-02-29,0.0005000000237487257,3.4897282123565674,6.815075874328613,1.2788474559783936,0.4638659656047821,8.6742582321167,15.454390525817871,0.7270624041557312,1.1339999437332153,1.8356812000274658,4.197361469268799,0.8472900390625,2.813040256500244,81.73716735839844,77.6321792602539,0.4903546869754791,5.900000095367432,2.831727981567383,1.5603969097137451,19.213897705078125,2.670421600341797,9489.669921875
2024-03-28,0.0005000000237487257,4.063014030456543,7.996333599090576,1.4037415981292725,0.4638659656047821,8.980408668518066,17.077238082885742,0.7060583233833313,1.2519999742507935,1.8356812000274658,4.5038065910339355,0.9183463454246521,3.1255998611450195,82.69670867919922,76.00567626953125,0.4948533773422241,5.800000190734863,2.818307638168335,1.3665895462036133,20.043071746826172,2.5526087284088135,9957.26953125
2024-04-30,0.0005000000237487257,4.202939510345459,8.49980640411377,1.419752597808838,0.4783617854118347,9.422626495361328,16.666187286376953,0.6907092332839966,1.2760000228881836,1.9031566381454468,4.661672115325928,0.8835740089416504,3.3910837173461914,82.36056518554688,78.1057357788086,0.42287468910217285,5.400000095367432,2.9972474575042725,1.4908249378204346,19.15671157836914,2.534756898880005,9917.33984375
2024-05-31,0.0005000000237487257,4.508701801300049,9.431892395019531,1.5041122436523438,0.4783617854118347,9.862591743469238,17.572362899780273,0.7342621684074402,1.3860000371932983,1.9031566381454468,5.240207672119141,0.8559344410896301,3.8239877223968506,86.63329315185547,75.20577239990234,0.486882746219635,5.699999809265137,2.784059524536133,1.5206414461135864,16.650135040283203,2.5742084980010986,9940.3203125
2024-06-28,0.0005000000237487257,4.263401031494141,8.76183795928955,1.4269322156906128,0.4783617854118347,9.349297523498535,17.00250244140625,0.7136600613594055,1.2580000162124634,1.9031566381454468,5.202372074127197,0.8077881932258606,3.4271585941314697,78.08782958984375,73.12745666503906,0.4409504234790802,5.900000095367432,2.9286861419677734,1.3019870519638062,15.563637733459473,2.3917455673217773,9318.349609375
2024-07-31,0.0005000000237487257,4.577801704406738,9.396013259887695,1.6961644887924194,0.4783617854118347,9.275970458984375,17.273418426513672,0.7548644542694092,1.3760000467300415,1.9031566381454468,5.088865756988525,0.8202705383300781,3.355008125305176,84.86528015136719,83.51899719238281,0.36745864152908325,5.900000095367432,2.8292553424835205,1.5305802822113037,13.948183059692383,2.564345598220825,9674.0703125
2024-08-30,0.0005000000237487257,4.703043460845947,9.301827430725098,1.7428315877914429,0.4783617854118347,9.899256706237793,15.097362518310547,0.8059499263763428,1.4359999895095825,1.9708832502365112,5.164536476135254,0.8058988451957703,3.8059499263763428,77.30204772949219,87.77228546142578,0.3637841045856476,6.449999809265137,2.973881959915161,1.5902132987976074,15.380379676818848,2.519962787628174,9779.080078125
2024-09-30,0.0005000000237487257,4.44392204284668,8.99685001373291,1.8015352487564087,0.4783617854118347,9.831889152526855,14.918081283569336,0.7807640433311462,1.5520000457763672,2.8309051990509033,5.251160144805908,0.8186475038528442,3.8612875938415527,83.13054656982422,90.04393005371094,0.4042045772075653,6.099999904632568,3.0281167030334473,1.7392958402633667,15.887104034423828,2.5707485675811768,9897.16015625
2024-10-31,0.0005000000237487257,4.2271246910095215,7.878063201904297,1.956397533416748,0.4783617854118347,9.990469932556152,14.389673233032227,0.7530595064163208,1.600000023841858,2.956324577331543,4.869257926940918,0.7922396063804626,3.973752021789551,79.48405456542969,88.81298065185547,0.4042045772075653,5.800000190734863,2.874451160430908,1.4411308765411377,16.982601165771484,2.2345736026763916,9636.08984375
2024-11-29,0.0010000000474974513,4.448241233825684,7.716071128845215,1.8830900192260742,0.4783617854118347,9.91118049621582,13.79521369934082,0.7448855638504028,1.534000039100647,2.956324577331543,5.251160144805908,0.8286643624305725,4.048728942871094,70.17066192626953,88.76444244384766,0.40467509627342224,8.5,2.770501136779785,1.4808861017227173,17.97675323486328,2.185136318206787,9608.75
2024-12-31,0.0010000000474974513,4.603713512420654,8.198325157165527,2.1305031776428223,0.4812609553337097,10.030113220214844,12.577990531921387,0.7046446800231934,1.600000023841858,2.956324577331543,4.9456377029418945,0.8286643624305725,3.598870038986206,69.43150329589844,90.51158905029297,0.3538554012775421,8.600000381469727,2.481247663497925,1.4311920404434204,18.401439666748047,2.096148729324341,9757.26953125
2025-01-31,0.0010000000474974513,4.918976783752441,8.963602066040039,2.103013038635254,16.264286041259766,10.307626724243164,13.3234224319458,0.6849522590637207,1.7059999704360962,2.956324577331543,4.888352870941162,0.8514298796653748,3.3926846981048584,66.3270492553711,96.23833465576172,0.41408616304397583,10.300000190734863,2.6351208686828613,1.3864672183990479,19.882089614868164,2.3729987144470215,10205.8701171875
2025-02-28,0.0010000000474974513,5.812943935394287,10.557462692260742,1.9838881492614746,16.264286041259766,10.704073905944824,10.454923629760742,0.6839464902877808,1.5,2.956324577331543,4.697402000427246,0.9202038645744324,3.298964262008667,77.90718078613281,98.3251953125,0.3576198220252991,9.75,2.8253824710845947,1.5305802822113037,20.56599235534668,2.649848461151123,10982.98046875
2025-03-31,0.20000000298023224,5.456002712249756,10.0966215133667,1.7502199411392212,16.264286041259766,11.378034591674805,9.815607070922852,0.6743258237838745,1.50600004196167,2.956324577331543,5.060209274291992,0.87642902135849,4.292402267456055,73.07801818847656,93.95734405517578,0.40467509627342224,10.300000190734863,2.972835063934326,1.5902132987976074,18.196752548217773,2.6844546794891357,10188.6796875
2025-04-30,0.029999999329447746,5.4239091873168945,9.871054649353027,1.8177525997161865,16.264286041259766,11.05990982055664,11.00274658203125,0.6743258237838745,1.6519999504089355,3.0304324626922607,4.8940815925598145,0.9500080943107605,4.432514667510986,73.53382110595703,91.4085464477539,0.35009104013442993,8.5,3.3438448905944824,1.540519118309021,20.302200317382812,2.9399893283843994,10373.4599609375
2025-05-30,0.01810000091791153,6.345468997955322,11.548893928527832,2.049427032470703,16.264286041259766,11.145645141601562,12.353960990905762,0.6895523071289062,1.7979999780654907,2.5327069759368896,5.104329586029053,0.9984399080276489,4.277777671813965,74.721435546875,94.30028533935547,0.46331313252449036,8.300000190734863,3.3881783485412598,1.7591733932495117,22.8326473236084,3.585594892501831,11411.7197265625
2025-06-30,0.029999999329447746,6.4050726890563965,11.553674697875977,2.011909008026123,18.799999237060547,11.917266845703125,12.064414978027344,0.6895523071289062,1.715999960899353,2.5327069759368896,5.357597827911377,0.9500080943107605,3.7722222805023193,71.4554672241211,91.89866638183594,0.3590677082538605,8.0,3.5513486862182617,2.027521848678589,23.46770477294922,3.7246487140655518,11421.7099609375
2025-07-31,0.011500000022351742,6.372978210449219,11.285984992980957,2.0447371006011963,18.0,11.960134506225586,12.305702209472656,0.6895523071289062,1.8739999532699585,2.5327069759368896,5.396562099456787,0.9090273976325989,3.7722222805023193,71.90082550048828,79.54749298095703,0.3571372330188751,8.5,3.5753440856933594,2.067277193069458,25.314245223999023,3.972958564758301,11410.26953125
2025-08-29,0.011500000022351742,6.474747657775879,12.084274291992188,2.068186044692993,18.100000381469727,12.345946311950684,13.889810562133789,0.7051226496696472,1.9520000219345093,2.5327069759368896,5.610866546630859,0.9177783131599426,3.655555486679077,65.2204360961914,76.60673522949219,0.43435606360435486,8.0,3.6473309993743896,2.3157479763031006,24.886028289794922,4.022621154785156,11281.2900390625
