Date,ATS.PR,BEZVA.PR,CEZ.PR,COLT.PR,CPI.PR,CSG.PR,CTPNV.PR,CZ0003527657.PR,CZ0003572695.PR,CZ0003573842.PR,CZ0003574014.PR,CZ0003574196.PR,CZ0003576480.PR,CZ0003577546.PR,CZ0003578510.PR,CZ0003580300.PR,CZ0003581746.PR,CZ0003582066.PR,CZ0003583742.PR,CZ0003584740.PR,CZ0003584864.PR,CZ0003586208.PR,DBK.PR,DSPW.PR,DTE.PR,EFORU.PR,EMAN.PR,EOAN.PR,ERBAG.PR,FACC.PR,FILL.PR,FIXED.PR,FPXAA.PR,FTSHP.PR,GEN.PR,GEV.PR,HWIO.PR,JTINA.PR,JTINB.PR,JTINV.PR,KARIN.PR,KGH.PR,KLIKY.PR,KOFOL.PR,KOMB.PR,M2C.PR,MMCTE.PR,MOL.PR,MONET.PR,NOKIA.PR,OMV.PR,OTP.PR,PEN.PR,PINK.PR,PKN.PR,PKO.PR,PRAB.PR,PRIUA.PR,PVT.PR,RBI.PR,RWE.PR,SABFG.PR,SHELL.PR,TABAK.PR,TMR.PR,TOMA.PR,UQA.PR,VIG.PR,VOE.PR,VOLVB.PR,VOW.PR,WIE.PR,WPS.PR
2023-09-29,676.0,,860.6306762695312,506.4688415527344,,,,,,,,,,,,,,,,,,,252.673828125,,480.8268127441406,138.714111328125,82.0,277.27142333984375,796.5164184570312,146.96337890625,180.0,190.0,,,423.8695068359375,238.0,12.5,,,,174.0,583.4205932617188,36000.0,239.5297393798828,508.00567626953125,,220.0,2.181941032409668,64.15690612792969,86.67452239990234,1100.7823486328125,84.49317932128906,53.70000076293945,417.0,303.4582824707031,177.6031951904297,256.0,900.0,1.600000023841858,333.9180908203125,864.050048828125,807.0819091796875,,13963.98046875,610.0,1295.72900390625,185.31956481933594,632.2891235351562,632.84228515625,413.8571472167969,2686.95263671875,593.4144897460938,
2023-10-31,573.0,710.0,872.486328125,505.5595397949219,,,306.2002868652344,,,,,,,,,,,,,,,,251.8767547607422,,499.5060119628906,137.9643096923828,77.0,276.97265625,823.4983520507812,138.3655242919922,190.0,169.0,,,393.9493103027344,242.0,11.5,,,,165.0,613.6868896484375,31400.0,240.4235382080078,514.0533447265625,,220.0,2.260334014892578,68.67391204833984,79.6217269897461,963.8641967773438,84.49317932128906,50.5,218.0,355.16217041015625,217.35501098632812,232.0,890.0,1.600000023841858,331.735595703125,875.51220703125,807.0819091796875,,13003.7529296875,615.0,1249.452880859375,181.5436248779297,614.365966796875,585.1747436523438,461.5335388183594,2465.23046875,567.1113891601562,
2023-11-30,608.0,700.0,867.65625,477.3719177246094,,,331.6249084472656,,,,,,,,,,,,,,,,275.1913146972656,,530.687744140625,,70.0,290.26617431640625,894.0897216796875,141.56472778320312,190.0,185.0,,,479.8585510253906,250.0,11.0,,,,169.0,656.0993041992188,31800.0,246.67990112304688,522.7468872070312,,214.0,2.221137523651123,66.83648681640625,78.7347183227539,954.967041015625,84.49317932128906,48.400001525878906,256.0,321.8204345703125,258.2177429199219,238.0,860.0,1.600000023841858,367.90777587890625,950.8637084960938,825.6893920898438,,12775.90234375,560.0,1258.7080078125,186.11451721191406,633.284912109375,626.2606201171875,461.5335388183594,2514.832763671875,629.2824096679688,26.554080963134766
2023-12-29,638.0,735.0,841.74951171875,482.82757568359375,,,353.73321533203125,,,,,,,,,,,,,,,,301.8934020996094,,537.661376953125,134.965087890625,68.5,308.6878662109375,898.1718139648438,141.96463012695312,100.0,188.0,,,508.7897033691406,282.0,11.0,,,,180.0,706.8748779296875,32000.0,246.67990112304688,547.693603515625,,224.0,2.2864649295806885,71.65973663330078,73.1734390258789,971.9705810546875,84.49317932128906,45.900001525878906,246.0,368.4022521972656,278.1178283691406,240.0,885.0,1.7999999523162842,457.97113037109375,1001.4967041015625,825.6893920898438,,12710.802734375,595.0,1249.452880859375,180.4506072998047,647.22509765625,704.0446166992188,461.5335388183594,2738.04296875,744.657470703125,27.153045654296875
2024-01-31,565.0,,764.4684448242188,529.2008666992188,,,365.70855712890625,,,,,,,,,,,,,,,,298.75494384765625,,559.9766845703125,133.46548461914062,70.0,310.6794128417969,991.6629638671875,146.16357421875,150.0,171.0,,75.0,552.685302734375,276.0,11.100000381469727,,,,169.0,638.9750366210938,30200.0,246.67990112304688,570.7504272460938,,234.0,2.260334014892578,75.79395294189453,83.04891967773438,993.5216064453125,84.49317932128906,50.900001525878906,264.0,344.62811279296875,281.9992980957031,238.0,1230.0,1.7400000095367432,474.27398681640625,848.9996948242188,825.6893920898438,,13020.0283203125,580.0,1249.452880859375,189.8904571533203,652.2037963867188,686.2939453125,461.5335388183594,2876.928955078125,763.189208984375,26.753734588623047
2024-02-29,480.0,730.0,703.4338989257812,559.2070922851562,,,348.0218505859375,,,,,,,,,,,,,,,,312.30523681640625,,556.2907104492188,,69.0,297.73443603515625,931.127685546875,154.16159057617188,150.0,165.0,,,495.4466857910156,272.0,12.0,,,,163.0,638.9750366210938,30000.0,242.21107482910156,616.8640747070312,,244.0,2.299530506134033,78.85633087158203,81.75283813476562,1019.224609375,111.17523193359375,47.599998474121094,239.0,353.80914306640625,320.3302307128906,230.0,995.0,1.0800000429153442,484.0158996582031,778.2330932617188,817.8997802734375,,12629.427734375,575.0,1295.72900390625,199.72779846191406,677.0969848632812,640.4213256835938,461.5335388183594,3115.515869140625,818.5851440429688,23.359603881835938
2024-03-28,449.0,700.0,735.0488891601562,554.6607055664062,,,385.0533752441406,,,,,,,,,,,,,,,,371.6377868652344,,560.8733520507812,128.9666290283203,64.0,319.98980712890625,1037.4625244140625,161.9596405029297,152.0,158.0,,,518.8969116210938,258.0,11.600000381469727,,,,156.0,648.9309692382812,29600.0,241.3173065185547,635.007080078125,,238.0,2.2864649295806885,78.09073638916016,82.74983215332031,1084.965087890625,111.17523193359375,45.400001525878906,215.0,371.8813781738281,335.1773986816406,232.0,915.0,1.590000033378601,464.83026123046875,796.6722412109375,825.6893920898438,767.9876708984375,12873.552734375,515.0,1258.7080078125,199.92652893066406,721.9049072265625,651.19140625,478.7692565917969,3045.080322265625,856.4456787109375,21.36305809020996
2024-04-30,526.5,675.0,764.0293579101562,590.1226196289062,,,368.72406005859375,,,,,,,,,,,,,,,,378.71185302734375,,536.5072631835938,140.21372985839844,65.0,313.1190185546875,1105.16650390625,156.3610382080078,155.0,147.0,,65.0,488.96044921875,258.0,11.0,,,,145.0,785.527099609375,29000.0,241.3173065185547,657.3079223632812,,320.0,2.299530506134033,79.74958038330078,84.33628845214844,1131.4283447265625,111.17523193359375,44.900001525878906,180.0,381.3040466308594,349.7334289550781,240.0,920.0,1.100000023841858,450.57421875,821.19140625,872.1446533203125,867.1471557617188,13020.0283203125,520.0,1267.9632568359375,208.27337646484375,730.866455078125,636.8312377929688,478.7692565917969,2999.44677734375,846.8809814453125,20.165128707885742
2024-05-31,533.5,700.0,832.9675903320312,608.3081665039062,,,384.58160400390625,,,,,,,,,,,,,,,,375.24822998046875,,530.5216674804688,161.95809936523438,69.0,301.8992614746094,1114.249755859375,175.75621032714844,155.0,160.0,,,563.92724609375,256.0,11.5,,,,164.0,866.3696899414062,30000.0,265.4490051269531,649.5330810546875,,340.0,-7.861084938049316,83.52322387695312,85.96216583251953,1125.9910888671875,241.4011688232422,45.150001525878906,178.0,359.3661193847656,320.2331848144531,234.0,810.0,1.100000023841858,418.6751708984375,858.19921875,863.9168090820312,796.7901000976562,13193.77734375,500.0,1277.218505859375,202.7088165283203,729.2138061523438,661.3631591796875,478.7692565917969,2849.736572265625,885.0491333007812,20.76409149169922
2024-06-28,549.0,725.0,818.7645874023438,615.5824584960938,,,,,,,,,,,,,,,,,,,370.8094787597656,,576.6106567382812,160.45849609375,79.0,307.7337341308594,1101.77490234375,202.44955444335938,155.0,150.0,,,568.9176635742188,258.0,9.5,,,,171.0,823.5698852539062,32200.0,271.70538330078125,653.2900390625,,330.0,-8.233451843261719,85.70353698730469,88.22643280029297,1006.520263671875,241.4011688232422,43.0,128.5,378.8879699707031,352.1594543457031,274.0,935.0,1.7699999809265137,408.7066955566406,812.6947631835938,855.68896484375,827.267333984375,13475.9970703125,500.0,1309.481201171875,198.69200134277344,755.1502685546875,638.2273559570312,478.7692565917969,2651.230224609375,799.6759033203125,19.965473175048828
