Date,ALTR.LS,BCP.LS,BFCPY.LS,BGNVA.LS,BJLLD.LS,BMENY.LS,BMENZ.LS,BOTEM.LS,BOTET.LS,BOTEZ.LS,BTGNV.LS,COR.LS,CTT.LS,EDP.LS,EDPR.LS,EGL.LS,ESON.LS,FCP.LS,GALP.LS,GLINT.LS,IBS.LS,IPR.LS,JMT.LS,MAR.LS,MLCIA.LS,MLFMV.LS,MLRZE.LS,MRL.LS,NBA.LS,NOS.LS,NVG.LS,OTE1.LS,OTE2.LS,OTEL.LS,OTEN.LS,OTEP.LS,OTEV.LS,OTEW.LS,OTEX.LS,OTEY.LS,OTEZ.LS,PHR.LS,PSI20.LS,PTFCPCOM0018.LS,PTFCPZOM0011.LS,PTGNVKOM0008.LS,PTMEN2OM0007.LS,PTMENAOM0029.LS,PTMENWOM0015.LS,PTOTE3OE0025.LS,PTOTEAOE0005.LS,PTOTEDOE0010.LS,PTOTEEOE0019.LS,PTOTEQOE0023.LS,PTOTESOE0021.LS,PTOTVNOE0009.LS,PTSCPAOM0007.LS,PTSCPJOM0008.LS,PTSINCOM0001.LS,PTSLBAOM0028.LS,PTSLBOOM0006.LS,PTSLBPOM0005.LS,PTVAACOM0009.LS,PTVAIAOM0003.LS,RAM.LS,RENE.LS,SCB.LS,SCP.LS,SCT.LS,SEM.LS,SLBEN.LS,SNC.LS,SON.LS,TDSA.LS,VAF.LS
2023-09-29,3.715423107147217,0.22774899005889893,,,,,,,,,,8.615222930908203,3.159365177154541,3.3556275367736816,14.737650871276855,3.0905439853668213,7.387706279754639,1.25,12.971179962158203,0.3183453679084778,5.618734359741211,0.16099999845027924,19.355072021484375,1.1320416927337646,,1.5,0.6700000166893005,7.223147869110107,3.2450950145721436,2.60780930519104,3.039015054702759,,,,,,,,,,,0.04179999977350235,6090.330078125,,,,,,,,,,,,,,,,,,,,,,4.341001510620117,2.038440227508545,18.399999618530273,0.8799999952316284,4.673412322998047,12.247379302978516,3.369999885559082,2.4362170696258545,0.7958880066871643,0.07699999958276749,0.7749999761581421
2023-10-31,3.9598820209503174,0.2532877027988434,,,,,,,,,,8.119384765625,3.277557373046875,3.3846142292022705,14.428934097290039,2.7702102661132812,7.144689559936523,1.1200000047683716,13.128236770629883,0.31160789728164673,5.455872058868408,0.15700000524520874,19.828479766845703,1.1820515394210815,,1.5,0.6499999761581421,7.1328582763671875,3.5696046352386475,2.586838722229004,3.202549695968628,,,,,,,,,,,0.0430000014603138,6257.06005859375,,,,,,,,,,,,,,,,,,,,,,4.438085079193115,2.0721333026885986,15.600000381469727,0.8849999904632568,4.630926132202148,12.031248092651367,3.049999952316284,2.641568422317505,0.8036738634109497,0.06920000165700912,0.7350000143051147
2023-11-30,4.126322269439697,0.2695554494857788,,,,,,,,,,8.01313304901123,3.236644744873047,3.740126371383667,15.910774230957031,3.3341782093048096,7.387706279754639,1.1100000143051147,12.61548900604248,0.3351890444755554,5.4884443283081055,0.15299999713897705,20.666046142578125,1.154773473739624,,1.5,0.5899999737739563,8.543758392333984,3.5831258296966553,2.550889492034912,3.211066961288452,,,,,,,,,,,0.041200000792741776,6474.580078125,,,,,,,,,,,,,,,,,,,,,,4.465822696685791,2.0510752201080322,12.600000381469727,0.8999999761581421,4.758383274078369,12.211357116699219,3.059999942779541,2.5668954849243164,0.8032413125038147,0.07079999893903732,0.7699999809265137
2023-12-29,3.987622022628784,0.23999355733394623,,,,,,,,,,8.171732902526855,3.1730029582977295,3.883354425430298,17.596839904785156,3.573300838470459,6.901672840118408,1.1699999570846558,12.324467658996582,0.29644861817359924,5.439586162567139,0.14100000262260437,20.9755802154541,1.3911837339401245,,1.2999999523162842,0.5400000214576721,9.33809757232666,3.623689651489258,2.3966081142425537,3.0219802856445312,,,,,,,,,,,0.03759999945759773,6396.47998046875,,,,,,,,,,,,,,,,,,,,,,4.424216270446777,2.012420892715454,12.600000381469727,0.9850000143051147,4.248556613922119,12.067269325256348,2.880000114440918,2.6135659217834473,0.7824789881706238,0.06499999761581421,0.7900000214576721
2024-01-31,3.918272018432617,0.236232727766037,,,,,,,,,,8.448892593383789,3.345745325088501,3.531252384185791,14.295948028564453,4.809518337249756,7.387706279754639,1.1299999952316284,13.50240707397461,0.29644861817359924,5.439586162567139,0.15000000596046448,19.191200256347656,1.4548327922821045,,1.2999999523162842,0.6000000238418579,8.867037773132324,3.5831258296966553,2.4565234184265137,3.2536540031433105,,,,,,,,,,,0.05180000141263008,6322.759765625,,,,,,,,,,,,,,,,,,,,,,4.646120548248291,1.9691431522369385,16.200000762939453,0.9599999785423279,4.248556613922119,12.877758979797363,2.950000047683716,2.5668954849243164,0.7755582928657532,0.1185000017285347,0.9900000095367432
2024-02-29,3.9096035957336426,0.23352143168449402,,,,,,,,,,8.43995189666748,3.304832696914673,3.1365225315093994,11.96395206451416,5.125340461730957,7.19329309463501,1.1399999856948853,13.460831642150879,0.2981329560279846,5.374440670013428,0.1509999930858612,20.13801383972168,1.4548327922821045,,1.399999976158142,0.699999988079071,8.128116607666016,4.529611587524414,2.4085910320281982,3.200845956802368,,,,,,,,,,,0.04839999973773956,6157.9599609375,,,,,,,,,,,,,,,,,,,,,,4.604513645172119,1.8955706357955933,15.100000381469727,0.9800000190734863,4.673412322998047,12.4454984664917,2.799999952316284,2.5202245712280273,0.7357638478279114,0.10450000315904617,0.9399999976158142
2024-03-28,4.533752918243408,0.27340376377105713,,,,,,,,,,8.788636207580566,3.7548718452453613,3.0776970386505127,11.91645622253418,4.344809055328369,6.804466247558594,1.149999976158142,14.149118423461914,0.31666100025177,5.504731178283691,0.14749999344348907,16.733121871948242,1.468471884727478,,1.399999976158142,0.6949999928474426,9.236495018005371,4.394399642944336,2.715656280517578,3.449554920196533,,,,,,,,,,,0.04879999905824661,6280.5,,,,,,,,,,,,,,,,,,,,,,4.701596260070801,1.9042259454727173,14.100000381469727,0.949999988079071,4.503469944000244,13.418083190917969,2.6600000858306885,2.426882743835449,0.7612841129302979,0.10999999940395355,0.9100000262260437
2024-04-30,4.486074924468994,0.2873975336551666,,,,,,,,,,8.565120697021484,4.009438991546631,3.0060830116271973,12.225173950195312,3.674363613128662,7.19329309463501,1.350000023841858,18.6622371673584,0.3419265151023865,5.716451644897461,0.14249999821186066,17.616209030151367,1.4502863883972168,,1.2999999523162842,0.6899999976158142,9.698321342468262,4.394399642944336,2.6878881454467773,3.5364325046539307,,,,,,,,,,,0.04839999973773956,6615.56005859375,,,,,,,,,,,,,,,,,,,,,,4.9235005378723145,1.9604874849319458,14.100000381469727,1.0199999809265137,4.503469944000244,14.318625450134277,2.869999885559082,2.370877742767334,0.8131898641586304,0.10849999636411667,0.9700000286102295
2024-05-31,4.571767330169678,0.3250933289527893,,,,,,,,,,8.746009826660156,4.142393112182617,3.359349012374878,14.433297157287598,3.7321808338165283,6.221226692199707,1.2999999523162842,18.088871002197266,0.36550766229629517,6.025888442993164,0.12999999523162842,19.358158111572266,1.5957696437835693,,1.5,0.6399999856948853,10.261565208435059,5.036657810211182,2.750107765197754,3.4188919067382812,,,,,,,,,,,0.047200001776218414,6870.81005859375,,,,,,,,,,,,,,,,,,,,,,4.926596164703369,2.061889171600342,13.0,0.9449999928474426,4.460984230041504,14.012441635131836,3.069999933242798,2.3448052406311035,0.870344877243042,0.10249999910593033,1.0399999618530273
2024-06-28,4.889566898345947,0.3101971447467804,,,,,,,,,,8.225631713867188,3.962700366973877,3.150459051132202,12.79582405090332,3.2051312923431396,6.199999809265137,1.149999976158142,18.468162536621094,0.44349581003189087,5.9577789306640625,0.12950000166893005,17.166492462158203,1.4366472959518433,,1.2000000476837158,0.6600000262260437,9.817873001098633,4.7648515701293945,2.741811752319336,3.4968678951263428,,,,,,,,,,,0.044199999421834946,6480.06005859375,,,,,,,,,,,,,,,,,,,,,,4.866332054138184,2.05739688873291,13.0,0.8999999761581421,4.616894721984863,13.506036758422852,3.299999952316284,2.4601235389709473,0.8033246397972107,0.10199999809265137,1.1399999856948853
2024-07-31,4.562687397003174,0.3592241406440735,,,,,,,,,,8.307796478271484,3.9532430171966553,3.421475887298584,14.060697555541992,3.3764686584472656,6.099999904632568,1.149999976158142,18.21998405456543,0.4471014142036438,6.097550392150879,0.13449999690055847,15.191168785095215,1.4457401037216187,,1.100000023841858,0.6399999856948853,10.101080894470215,5.0680694580078125,2.9492106437683105,3.3744866847991943,,,,,,,,,,,0.047600001096725464,6708.39013671875,,,,,,,,,,,,,,,,,,,,,,5.047124862670898,2.1068105697631836,13.600000381469727,0.8999999761581421,4.9306640625,14.050786972045898,3.2100000381469727,2.517782688140869,0.8648362755775452,0.10050000250339508,1.1100000143051147
2024-08-30,4.463715553283691,0.3832768201828003,,,,,,,,,,8.198243141174316,4.222782611846924,3.417874336242676,14.188166618347168,2.8568689823150635,6.050000190734863,1.2000000476837158,17.83098030090332,0.441692978143692,6.289736747741699,0.13099999725818634,15.746140480041504,1.4730181694030762,,1.100000023841858,0.6549999713897705,10.573094367980957,5.0680694580078125,2.986542224884033,3.3204948902130127,,,,,,,,,,,0.04560000076889992,6760.14990234375,,,,,,,,,,,,,,,,,,,,,,5.152587413787842,2.1247787475585938,15.199999809265137,0.8999999761581421,4.527246475219727,13.562390327453613,3.4100000858306885,2.440903663635254,0.870344877243042,0.09600000083446503,1.0700000524520874
2024-09-30,4.558147430419922,0.37360048294067383,,,,,,,,,,8.079560279846191,4.151850700378418,3.6933934688568115,15.404013633728027,2.3894150257110596,5.949999809265137,1.2000000476837158,15.96804141998291,0.4471014142036438,6.324679851531982,0.12099999934434891,16.592708587646484,1.6185014247894287,,2.319999933242798,0.6000000238418579,10.695817947387695,5.024752616882324,3.032170057296753,3.318695306777954,,,,,,,,,,,0.044199999421834946,6792.8701171875,,,,,,,,,,,,,,,,,,,,,,5.1827192306518555,2.1697003841400146,16.0,1.0,4.9306640625,13.562390327453613,3.259999990463257,2.4216842651367188,0.8712628483772278,0.09440000355243683,1.0700000524520874
