Date,ABC-A.CR,ARC-B.CR,BNC.CR,BPV.CR,BVCC.CR,BVL.CR,C5559A.CR,C5963A.CR,C5964A.CR,C5965A.CR,C5966A.CR,C5967A.CR,C5968A.CR,C5972A.CR,C5973A.CR,C5974A.CR,C5975A.CR,C5976A.CR,C5977A.CR,C5978A.CR,C5979A.CR,C5980A.CR,C5981A.CR,C5982A.CR,C5983A.CR,C5984A.CR,C5985A.CR,C5986A.CR,C5987A.CR,C5988A.CR,C5989A.CR,C5990A.CR,C5991A.CR,C5992A.CR,C5993A.CR,C5994A.CR,C5995A.CR,C5996A.CR,C5997A.CR,C5998A.CR,C5999A.CR,C6000A.CR,C6001A.CR,C6002A.CR,C6003A.CR,C6004A.CR,C6005A.CR,C6006A.CR,C6007A.CR,C6008A.CR,C6009A.CR,C6010A.CR,C6011A.CR,C6012A.CR,C6013A.CR,C6014A.CR,C6015A.CR,C6016A.CR,C6017A.CR,C6018A.CR,C6019A.CR,C6020A.CR,C6021A.CR,C6022A.CR,C6023A.CR,C6024A.CR,C6025A.CR,C6026A.CR,C6027A.CR,C6028A.CR,C6029A.CR,C6030A.CR,C6031A.CR,C6032A.CR,C6033A.CR,C6034A.CR,C6035A.CR,C6036A.CR,C6037A.CR,C6038A.CR,C6039A.CR,C6040A.CR,C6041A.CR,C6042A.CR,C6043A.CR,C6044A.CR,C6045A.CR,C6046A.CR,C6047A.CR,C6048A.CR,C6049A.CR,C6050A.CR,C6051A.CR,C6052A.CR,C6053A.CR,C6054A.CR,C6055A.CR,C6056A.CR,C6057A.CR,C6058A.CR,C6059A.CR,C6060A.CR,C6061A.CR,C6062A.CR,C6063A.CR,C6064A.CR,CCP-B.CR,CCR.CR,CGQ.CR,CRM-A.CR,DOM.CR,EFE.CR,ENV.CR,FE611.CR,FNC.CR,FNV.CR,FO531.CR,FX261P.CR,GC514.CR,GE266.CR,GE610P.CR,GMC-B.CR,GN631.CR,GN651P.CR,GQ513P.CR,GZL.CR,IBC.CR,ICP-B.CR,IVC-A.CR,IVC-B.CR,MPA.CR,MS534.CR,MS634P.CR,MTC-B.CR,MVZ-A.CR,MVZ-B.CR,PCP-B.CR,PGR.CR,PI522.CR,PI527.CR,PI611.CR,PI612P.CR,PIV-B.CR,PTN.CR,RST-B.CR,RST.CR,SVS.CR,TDV-D.CR,TPG.CR,VNA-B.CR,VT552P.CR,ZI266P.CR
2023-09-29,26.78609275817871,,2.7600841522216797,8.806549072265625,2.8399999141693115,3.574201822280884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,6.900000095367432,3.068455934524536,9.247963905334473,1.2000000476837158,14.528180122375488,,14.949999809265137,0.05999999865889549,,,,,,,,,,21.790000915527344,,10.300000190734863,,,1700000.0,,,16.5,47.931182861328125,46.92256164550781,,0.7070000171661377,,,,,,4.489999771118164,3.0749452114105225,5.286133289337158,2.75,2.5494003295898438,0.20999999344348907,,,
2023-10-31,40.67517852783203,,3.804861307144165,12.101134300231934,3.390000104904175,6.978354454040527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,7.0,3.3970448970794678,15.565878868103027,1.4700000286102295,23.831401824951172,,14.0,0.05999999865889549,,,,,,,,,,27.0,,10.300000190734863,,,2500000.0,,,17.5,69.29051208496094,56.54668045043945,,0.7400000095367432,,,,,,3.890000104904175,4.26909875869751,9.215824127197266,4.0,4.097250461578369,0.2800000011920929,,,
2023-11-30,39.67318344116211,,3.471935987472534,13.465136528015137,5.900000095367432,7.754696369171143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.0,5.75,3.7855632305145264,14.696020126342773,2.700000047683716,18.953828811645508,,14.300000190734863,0.05999999865889549,,,,,,,,,,28.850000381469727,,9.0,,,2700000.0,,,17.5,59.90399169921875,52.91267395019531,,0.7889999747276306,,,,,,4.400000095367432,3.930755138397217,8.228414535522461,3.7899999618530273,3.8907012939453125,0.3499000072479248,,,
2023-12-29,37.698944091796875,,3.795348882675171,12.590775489807129,6.400000095367432,6.96090841293335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.0,6.889999866485596,5.080624103546143,14.760117530822754,4.900000095367432,18.953828811645508,,14.0,0.05999999865889549,,,,,,,,,,28.989999771118164,,8.300000190734863,,,2800000.0,,,17.5,53.922576904296875,52.90269470214844,,0.8339999914169312,,,,,,3.9000000953674316,3.9805116653442383,8.776975631713867,3.990000009536743,3.9004523754119873,0.3400000035762787,,,
2024-01-31,39.68309783935547,,3.0914499759674072,11.821340560913086,6.489999771118164,6.542206764221191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,8.199999809265137,3.7257912158966064,13.78038215637207,8.880000114440918,17.686914443969727,,14.199999809265137,0.05999999865889549,,,,,,,,,,27.989999771118164,,8.0,,,2640000.0,,,17.510000228881836,50.42759704589844,46.92256164550781,,0.7900000214576721,,,,,,3.5799999237060547,3.383435010910034,7.879330635070801,5.949999809265137,4.300248622894287,0.32499998807907104,,,
2024-02-29,32.24251937866211,,3.062912940979004,11.401647567749023,5.150000095367432,6.96090841293335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.0,7.900000095367432,3.277500629425049,14.970714569091797,8.380000114440918,15.711726188659668,,12.0,0.05999999865889549,,,,,,,,,,24.0,,8.0,,,2570000.0,,,17.510000228881836,45.35487747192383,43.80770492553711,,0.7699999809265137,,,,,,3.390000104904175,3.482947587966919,7.081423759460449,5.789999961853027,4.778054237365723,0.28999999165534973,,,
2024-03-27,27.807933807373047,,3.766812801361084,14.689239501953125,6.170000076293945,7.658743858337402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.0,9.399999618530273,3.735753297805786,15.877695083618164,8.899999618530273,14.96354866027832,,10.0,0.05999999865889549,,,,,,,,,,23.200000762939453,,8.0,,,2300000.0,,,17.510000228881836,49.678672790527344,49.41844177246094,,0.8199999928474426,,,,,,3.490000009536743,3.4132888317108154,7.3307695388793945,5.440000057220459,4.865814208984375,0.27950000762939453,119.9000015258789,,
2024-04-30,27.72856903076172,,4.002118110656738,4.777499198913574,7.900000095367432,9.66164493560791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.0,11.25,5.269902229309082,15.77342414855957,7.0,17.457473754882812,,10.0,0.05999999865889549,,,,,,,,,,28.75,,8.0,,,2350000.0,,,19.329999923706055,49.94829559326172,47.85123825073242,,1.2000000476837158,,,,,,4.550000190734863,4.049993991851807,8.745392799377441,5.590000152587891,8.288460731506348,0.33500000834465027,115.0,,
2024-05-31,21.82570457458496,,3.8574633598327637,2.837526321411133,6.590000152587891,10.811842918395996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.989990234375,15.0,6.973405838012695,15.308941841125488,6.400000095367432,17.95625877380371,,10.0,0.05999999865889549,,,,,,,,,,25.899999618530273,,7.800000190734863,,,2400000.0,,,19.5,59.949947357177734,59.93891906738281,,1.2000000476837158,,,,,,4.590000152587891,4.3499932289123535,10.55444049835205,5.690000057220459,10.897368431091309,0.28999999165534973,75.0,,
2024-06-28,29.762325286865234,,4.059979438781738,2.837526321411133,5.980000019073486,12.836186408996582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.0,21.0,7.969606876373291,15.346860885620117,5.880000114440918,17.846525192260742,,10.0,0.05999999865889549,,,,,,,,,,26.979999542236328,,7.949999809265137,,,3250000.0,,,19.5,81.93159484863281,89.90837860107422,,1.340000033378601,,,,,,5.550000190734863,4.749992847442627,12.713302612304688,5.199999809265137,12.680574417114258,0.3075000047683716,97.0,,
