Date,ABQK.QA,AHCS.QA,AKHI.QA,BEMA.QA,BLDN.QA,BRES.QA,CBQK.QA,DBIS.QA,DHBK.QA,DOHI.QA,DUBK.QA,ERES.QA,FALH.QA,GISS.QA,GWCS.QA,IGRD.QA,IHGS.QA,IQCD.QA,MARK.QA,MCCS.QA,MCGS.QA,MERS.QA,MEZA.QA,MFMS.QA,MHAR.QA,MKDM.QA,MPHC.QA,MRDS.QA,NLCS.QA,ORDS.QA,QAMC.QA,QATI.QA,QCFS.QA,QEWS.QA,QFBQ.QA,QFLS.QA,QGMD.QA,QGRI.QA,QGTS.QA,QIBK.QA,QIGD.QA,QIIK.QA,QIMD.QA,QISI.QA,QLMI.QA,QNBK.QA,QNCD.QA,QNNS.QA,QOIS.QA,SIIS.QA,TQES.QA,UDCD.QA,VFQS.QA,WDAM.QA,ZHCD.QA,^GNRI.QA
2023-09-28,3.0383670330047607,0.7371904253959656,2.9945032596588135,3.218517303466797,1.073725938796997,2.1173620223999023,4.473048686981201,1.5190000534057617,1.4003067016601562,1.6779406070709229,3.4912116527557373,1.0049999952316284,,2.534548044204712,2.842613458633423,1.6060600280761719,4.522654056549072,11.467716217041016,1.9512149095535278,3.9348220825195312,5.02984094619751,11.927581787109375,2.2984237670898438,,,2.9742343425750732,1.6505147218704224,0.8134406208992004,0.6808895468711853,9.11522102355957,1.1592761278152466,2.3105075359344482,2.8228461742401123,15.103047370910645,1.3618886470794678,13.74924373626709,1.7769999504089355,1.1510499715805054,3.383594512939453,16.570390701293945,1.3600105047225952,8.3732328414917,2.6934804916381836,7.454444885253906,2.6442983150482178,13.556674003601074,2.8898186683654785,9.190682411193848,1.5330760478973389,0.5542915463447571,,0.9192385077476501,1.52519690990448,2.2320001125335693,11.964347839355469,
2023-10-31,3.0711257457733154,0.7205158472061157,2.547851324081421,3.0567352771759033,0.9418202638626099,2.0763278007507324,4.246082782745361,1.3669999837875366,1.3055167198181152,1.8394662141799927,3.1886990070343018,0.8320000171661377,0.7052156925201416,2.370192050933838,2.656991481781006,1.5303030014038086,3.6855485439300537,10.221406936645508,1.8382912874221802,3.101362466812134,4.674282550811768,11.0922212600708,2.403399705886841,,1.4014742374420166,2.9637439250946045,1.4147268533706665,0.6704187393188477,0.5933960676193237,8.433073043823242,1.0369826555252075,2.1322436332702637,2.7408926486968994,14.225763320922852,1.2836406230926514,12.37431812286377,1.5,1.1608047485351562,3.2016806602478027,15.53474235534668,1.222659707069397,8.067959785461426,2.5652196407318115,7.320130825042725,2.3195602893829346,13.107720375061035,2.827871322631836,8.079730987548828,1.6363309621810913,0.4952889680862427,,0.8289332985877991,1.5074127912521362,2.177999973297119,11.704253196716309,
2023-11-30,3.0711257457733154,0.7319247126579285,2.4645771980285645,3.135486125946045,1.025836706161499,2.215843915939331,4.415064811706543,1.3209999799728394,1.387380838394165,1.8322337865829468,3.3962366580963135,0.8740000128746033,0.7744400501251221,2.370192050933838,2.712588310241699,1.5454540252685547,3.6055526733398438,10.455612182617188,2.1761868000030518,3.163191318511963,4.813036918640137,11.316131591796875,2.609668493270874,,1.2711822986602783,3.0016283988952637,1.4939159154891968,0.7385773062705994,0.6306458115577698,8.774147033691406,1.0579233169555664,2.094167947769165,2.7499985694885254,14.518189430236816,1.2529003620147705,13.265935897827148,1.5089999437332153,1.127638816833496,2.9470016956329346,16.963226318359375,1.3012592792510986,8.748283386230469,2.560944080352783,7.3872880935668945,2.2336504459381104,13.82076644897461,2.977510929107666,8.518194198608398,1.5383260250091553,0.5484743118286133,,0.8417122960090637,1.5582244396209717,2.2709999084472656,11.366130828857422,
2023-12-31,2.9662981033325195,0.7415785193443298,2.498223304748535,3.413682460784912,1.0283571481704712,2.375056505203247,5.135722637176514,1.3200000524520874,1.5769609212875366,1.9206311702728271,3.4956088066101074,0.8579999804496765,0.8118202090263367,2.386627435684204,2.808537483215332,1.5871210098266602,3.9493463039398193,10.940752029418945,2.3241255283355713,3.463270425796509,4.76013708114624,11.875908851623535,2.6418979167938232,,1.2377740144729614,3.0074565410614014,1.5909004211425781,0.6971786022186279,0.6315119862556458,9.720629692077637,1.1726782321929932,2.241278886795044,2.6407270431518555,16.16954803466797,1.232406735420227,13.815905570983887,1.4509999752044678,1.433935284614563,3.2016806602478027,19.195228576660156,1.3044350147247314,9.323943138122559,2.5652196407318115,7.470394611358643,2.1468818187713623,14.551417350769043,3.175421714782715,8.697524070739746,1.6643329858779907,0.5675878524780273,,0.9073114991188049,1.6149641275405884,2.359999895095825,11.704253196716309,
2024-01-31,3.275867462158203,0.7600082159042358,2.388873338699341,3.397418737411499,0.9401402473449707,2.3676702976226807,4.34879732131958,1.2389999628067017,1.4683831930160522,2.085371732711792,3.4463624954223633,0.8130000233650208,0.7773153781890869,2.4419894218444824,2.914350986480713,1.4969689846038818,3.6855485439300537,10.037386894226074,2.057135581970215,3.2390353679656982,4.193846702575684,11.11805534362793,2.4789087772369385,,1.1517479419708252,2.7475101947784424,1.4948055744171143,0.6537857055664062,0.667895495891571,9.123748779296875,1.0721629858016968,1.9903247356414795,2.7773165702819824,14.905227661132812,1.1876935958862305,13.082612991333008,1.225000023841858,1.0778900384902954,3.1562023162841797,17.409626007080078,1.3623921871185303,9.105890274047852,2.522465705871582,7.472074031829834,1.9759215116500854,13.653509140014648,3.436084508895874,9.28034782409668,1.548827052116394,0.5385020971298218,,0.8860129714012146,1.6073423624038696,2.174999952316284,11.877650260925293,
2024-02-29,3.3024051189422607,0.6924323439598083,2.2627005577087402,3.3794429302215576,1.0712053775787354,2.511289596557617,4.188099384307861,1.3899999856948853,1.4218499660491943,2.0009920597076416,3.6582977771759033,0.8640000224113464,0.7610214948654175,2.4826457500457764,2.9213995933532715,1.5,3.909348249435425,10.790191650390625,2.214703321456909,3.4426605701446533,4.011731147766113,11.161115646362305,2.4678587913513184,,1.3680661916732788,2.7982170581817627,1.6816564798355103,0.6884999871253967,0.6527783870697021,9.695048332214355,1.1231660842895508,2.0084972381591797,2.6498332023620605,14.888026237487793,1.2342698574066162,13.208003997802734,1.4859999418258667,1.024239420890808,3.762205123901367,18.64094352722168,1.5045065879821777,9.951935768127441,2.436103343963623,7.723073482513428,1.8814210891723633,14.02072525024414,3.2852237224578857,9.863171577453613,1.5400769710540771,0.5542915463447571,,0.8826053142547607,1.5557606220245361,2.130000114440918,12.033706665039062,
2024-03-31,3.599447011947632,0.6687370538711548,2.2021522521972656,3.379852771759033,1.032080054283142,2.4095113277435303,4.087869644165039,1.2350000143051147,1.3458220958709717,1.924207091331482,3.5334537029266357,0.8009999990463257,0.6948873996734619,2.4508514404296875,3.020855665206909,1.443938970565796,3.7293202877044678,10.666913032531738,2.164196252822876,3.431118965148926,3.7099411487579346,11.290294647216797,3.1330881118774414,,1.362715482711792,2.8908886909484863,1.8255046606063843,0.6570000052452087,0.6166634559631348,9.498773574829102,1.1620484590530396,2.0363714694976807,2.715146064758301,14.678421020507812,1.1606794595718384,13.040254592895508,1.315000057220459,1.0925220251083374,3.746215581893921,17.57706642150879,1.422277569770813,9.53327465057373,2.410935878753662,7.177845001220703,1.8840816020965576,13.072508811950684,3.140427350997925,9.762892723083496,1.4875739812850952,0.5472148656845093,,0.9626871943473816,1.571048378944397,1.975000023841858,11.842970848083496,
2024-04-30,3.249986171722412,0.6871667504310608,2.2673356533050537,3.3816468715667725,1.1970000267028809,2.4531617164611816,3.6282541751861572,1.284999966621399,1.3485318422317505,2.08022403717041,3.5252151489257812,0.8109999895095825,0.6728427410125732,2.530205249786377,3.0673301219940186,1.5522719621658325,3.7611451148986816,10.916430473327637,2.2900004386901855,3.3827240467071533,3.706310272216797,12.049139976501465,3.426459312438965,,1.499877691268921,2.9187819957733154,1.7864066362380981,0.6510000228881836,0.6256921291351318,8.95214557647705,1.2486497163772583,2.053567409515381,2.799119472503662,13.792108535766602,1.2379958629608154,12.766558647155762,1.3899999856948853,1.0261904001235962,3.7612643241882324,16.92949104309082,1.3653866052627563,9.151216506958008,2.3580563068389893,7.5102925300598145,1.7521048784255981,12.768710136413574,3.0970754623413086,9.7814359664917,1.5033249855041504,0.5506947636604309,,0.9850752353668213,1.5917320251464844,2.255000114440918,12.10306453704834,
2024-05-30,3.0359411239624023,0.6661041975021362,2.078831434249878,3.3323123455047607,1.157099962234497,2.4618918895721436,3.3897488117218018,1.2100000381469727,1.237433671951294,2.1200947761535645,3.2432711124420166,0.7860000133514404,0.666133463382721,2.8731603622436523,3.171433687210083,1.4772720336914062,4.149796485900879,10.292634963989258,2.099470853805542,3.4511327743530273,3.6367595195770264,12.02160930633545,3.3742408752441406,,1.450000524520874,2.6962201595306396,1.6011565923690796,0.6449999809265137,0.6401380896568298,8.445843696594238,1.1929773092269897,1.9006131887435913,2.715146064758301,13.502700805664062,1.2091186046600342,11.874841690063477,1.7389999628067017,1.036920428276062,3.72646427154541,15.911870956420898,1.3205631971359253,9.12392520904541,2.251401662826538,7.179622173309326,1.7748595476150513,12.428088188171387,3.047653913497925,10.013222694396973,1.419319987297058,0.5611344575881958,,1.0298514366149902,1.5080986022949219,2.569000005722046,11.3847017288208,
2024-06-30,3.232513189315796,0.6669818162918091,2.093806266784668,3.4865946769714355,1.155326008796692,2.3833208084106445,3.752311944961548,1.253999948501587,1.3151119947433472,2.145230770111084,3.387904405593872,0.7649999856948853,0.6622995734214783,2.9652838706970215,3.0905678272247314,1.4833329916000366,4.383180618286133,11.477846145629883,2.123173236846924,3.3581671714782715,3.9177072048187256,13.132002830505371,3.326770067214966,,1.4134833812713623,2.684230089187622,1.5313386917114258,0.6240000128746033,0.6356238126754761,9.122406005859375,1.1779545545578003,1.9006131887435913,2.705815553665161,14.135782241821289,1.1867620944976807,13.08439826965332,1.906999945640564,0.8984043002128601,4.366039276123047,17.20702362060547,1.3334931135177612,9.205795288085938,2.238853693008423,7.1200666427612305,1.8276500701904297,13.486776351928711,3.1248209476470947,10.66222858428955,1.3720680475234985,0.5915836095809937,3.0912928581237793,0.9949259161949158,1.5314799547195435,2.740000009536743,11.411981582641602,
