Date,AIR.RG,BAL1R.RG,BERCM.RG,CRGB065029A.RG,CTS1L.RG,DGR1R.RG,DGRB095027A.RG,EGG.RG,ELEV095030A.RG,ELEVR.RG,EVKB100028FA.RG,EVKB110028FA.RG,EWA1L.RG,FASTL085029FA.RG,GRB2G.RG,H2O040030A.RG,HPRB095029A.RG,IDX1R.RG,IDXB100036A.RG,IGR1R.RG,INVG095030FA.RG,INVLV110029FA.RG,KALVE.RG,MAGIC.RG,MDARA.RG,MODE.RG,MOLNR.RG,NEOFI.RG,PNKTD.RG,RCITY077529FA.RG,RKB1R.RG,SAF1R.RG,SAUNA.RG,SCM1R.RG,SIGBLTFR.RG,SKALH085029FA.RG,STOH100030A.RG,SUNB100028FA.RG,VIRSI.RG,YOOK110029FA.RG,^OMXR
2023-09-29,,8.690164566040039,,,,1.0602352619171143,,,,,,,,,,,,13.699999809265137,,,,,,,12.916576385498047,,,,,,0.052000001072883606,10.899999618530273,,7.544479846954346,,,,,4.229612350463867,,
2023-10-31,,8.503279685974121,,,,1.004010796546936,,,,,,,,,,,,13.449999809265137,,,,,,,12.374913215637207,,,,,,0.05299999937415123,10.350000381469727,,7.446499824523926,,,,,4.191161155700684,,
2023-11-30,,8.22295093536377,,,,1.040155053138733,,4.477062702178955,,,,,,,,,,12.899999618530273,,,,,,,13.083242416381836,,,,,,0.054999999701976776,7.0,,6.858618259429932,,,,,4.17193603515625,,
2023-12-29,,8.550000190734863,,,,1.0653942823410034,,4.726301193237305,,,,,,,,,,12.550000190734863,,,,,,,12.49991226196289,,,,,,0.054499998688697815,7.0,,7.838420867919922,,,,,4.229612350463867,,
2024-01-31,,8.596721649169922,,,,1.0449843406677246,,4.523218154907227,,,,,,,,,,12.100000381469727,,,,,,,12.416580200195312,,,,,,0.05950000137090683,6.71999979019165,,7.446499824523926,,,,,4.229612350463867,,
2024-02-29,,8.550000190734863,,,,1.036820650100708,,4.246286392211914,,,,,,,,,,11.899999618530273,,,,,,,12.12491512298584,,,,,,0.07450000196695328,6.699999809265137,,7.348519325256348,,,,,4.133484840393066,,
2024-03-28,,8.22295093536377,,,,1.008246660232544,,4.061665058135986,,,,,,,,,,11.800000190734863,,,,,,,11.583251953125,,,,,,0.08500000089406967,6.599999904632568,,7.348519325256348,,,,,4.008518695831299,,
2024-04-30,,8.269672393798828,,,,1.0141526460647583,,3.7016541957855225,,,,,,,,,,12.0,,,,,,,10.416594505310059,,,,,,0.10000000149011612,6.199999809265137,,7.446499824523926,,,,,3.998905897140503,,
2024-05-31,,8.363114356994629,,,,0.9067912101745605,,3.7016541957855225,,,,,,,,,,13.100000381469727,,,,,,,10.916590690612793,,,,,,0.11999999731779099,5.420000076293945,,8.380702018737793,,,,,4.066195011138916,,
2024-06-28,,8.596721649169922,,,,0.9113913178443909,,4.135513782501221,,,,,,,,,,13.5,,,,,,,11.416586875915527,,,,,,0.11999999731779099,4.880000114440918,,7.88771915435791,,,,,4.001856327056885,,
