Date,BCP.LS,BFCPY.LS,BGNVA.LS,BJLLD.LS,BMENY.LS,BMENZ.LS,BOTEM.LS,BOTET.LS,BOTEZ.LS,BTGNV.LS,COR.LS,CTT.LS,EDP.LS,EDPR.LS,ESON.LS,GALP.LS,GLINT.LS,IBS.LS,IPR.LS,JMT.LS,MLCIA.LS,MLFMV.LS,MLRZE.LS,MRL.LS,NOS.LS,NVG.LS,OTE1.LS,OTE2.LS,OTEL.LS,OTEN.LS,OTEP.LS,OTEV.LS,OTEW.LS,OTEX.LS,OTEY.LS,OTEZ.LS,PSI20.LS,PTFCPCOM0018.LS,PTFCPZOM0011.LS,PTGNVKOM0008.LS,PTMEN2OM0007.LS,PTMENAOM0029.LS,PTMENWOM0015.LS,PTOTE3OE0025.LS,PTOTEAOE0005.LS,PTOTEDOE0010.LS,PTOTEEOE0019.LS,PTOTEQOE0023.LS,PTOTESOE0021.LS,PTOTVNOE0009.LS,PTSCPAOM0007.LS,PTSCPJOM0008.LS,PTSINCOM0001.LS,PTSLBAOM0028.LS,PTSLBOOM0006.LS,PTSLBPOM0005.LS,PTVAACOM0009.LS,PTVAIAOM0003.LS,RAM.LS,RENE.LS,SCB.LS,SCP.LS,SCT.LS,SEM.LS,SON.LS,VAF.LS
2025-09-30,0.7265545129776001,,,,,,,,,,6.8384504318237305,7.034933567047119,3.8567769527435294,11.10533046722412,4.119999885559082,15.57855224609375,1.6081931591033936,9.379432678222656,0.257999986410141,20.00067710876465,,4.0,0.7200000286102295,12.315792083740234,3.574594736099243,3.1643877029418945,,,,,,,,,,,7957.6201171875,,,,,,,,,,,,,,,,,,,,,,7.09979248046875,2.922887086868286,13.899999618530272,0.949999988079071,5.9765625,17.782724380493164,1.2950778007507324,1.0299999713897705
2025-10-31,0.7381300330162048,,,,,,,,,,6.914433479309082,7.326034545898437,4.117588996887207,12.572820663452148,4.039999961853027,16.83160972595215,1.5987331867218018,9.473227500915527,0.2750000059604645,21.58526992797852,,4.199999809265137,0.7200000286102295,13.84912395477295,3.4551351070404053,2.9052016735076904,,,,,,,,,,,8426.9599609375,,,,,,,,,,,,,,,,,,,,,,7.2580647468566895,3.118701696395874,15.800000190734863,1.0,5.880937576293945,17.626907348632812,1.3686397075653076,1.0399999618530271
2025-11-28,0.7923418283462524,,,,,,,,,,6.392051696777344,6.840866565704346,3.674303531646729,11.373048782348633,3.900000095367432,16.802581787109375,1.4568337202072144,9.42633056640625,0.2269999980926513,19.749460220336918,,4.400000095367432,0.875,12.827385902404783,3.386216163635254,2.9400177001953125,,,,,,,,,,,8110.740234375,,,,,,,,,,,,,,,,,,,,,,7.2580647468566895,3.1664609909057617,15.0,1.0199999809265137,6.12000036239624,16.4193172454834,1.4363940954208374,1.0499999523162842
2025-12-31,0.8644956946372986,,,,,,,,,,6.278077602386475,7.209593772888184,3.7402231693267822,11.93822956085205,3.119999885559082,14.156163215637209,1.1446551084518433,9.285637855529783,0.1854999959468841,19.57554054260254,,3.0,0.8100000023841858,12.3878173828125,3.6894593238830566,3.036729097366333,,,,,,,,,,,8263.650390625,,,,,,,,,,,,,,,,,,,,,,7.161290645599365,3.1315836906433105,15.0,1.0099999904632568,6.167812347412109,20.35371971130371,1.5602879524230957,1.0499999523162842
2026-01-30,0.8820518255233765,,,,,,,,,,6.354060649871826,6.588579177856445,4.124276638031006,12.691805839538574,3.400000095367432,16.188148498535156,1.3338541984558103,9.989095687866213,0.1994999945163726,19.237363815307617,2.124314069747925,3.1600000858306885,0.9549999833106996,12.587621688842772,4.029459476470947,3.088952779769897,,,,,,,,,,,8662.1904296875,,,,,,,,,,,,,,,,,,,,,,7.103226184844971,3.350745916366577,15.300000190734863,1.0199999809265137,6.31125020980835,21.81451416015625,1.7132192850112915,1.0700000524520874
2026-02-27,0.8600584268569946,,,,,,,,,,6.477532386779785,6.918493270874023,4.314392566680908,13.247072219848633,3.859999895095825,17.6298885345459,1.2581746578216553,10.739450454711914,0.1914999932050705,21.50797271728516,2.1435387134552,3.5,1.149999976158142,14.98526382446289,4.7324323654174805,3.3229939937591557,,,,,,,,,,,9276.08984375,,,,,,,,,,,,,,,,,,,,,,7.18064546585083,3.750108003616333,15.300000190734863,0.9800000190734864,6.980625152587891,23.129228591918945,1.9503599405288696,1.090000033378601
2026-03-31,0.8025668859481812,,,,,,,,,,6.164103031158447,5.851124286651611,4.322990894317627,13.5742826461792,3.400000095367432,20.32952690124512,1.267634630203247,10.12978744506836,0.1829999983310699,19.86540412902832,2.153150796890259,4.119999885559082,1.409999966621399,13.986246109008787,4.9989190101623535,3.253361940383911,,,,,,,,,,,9131.5595703125,,,,,,,,,,,,,,,,,,,,,,7.200000286102295,3.638091802597046,15.399999618530272,0.975000023841858,6.980625152587891,21.619741439819336,1.8525999784469604,1.100000023841858
2026-04-30,0.8768428564071655,,,,,,,,,,6.097618579864502,6.219851493835449,4.435723304748535,14.060141563415527,3.9800000190734863,19.313533782958984,1.1257351636886597,11.255319595336914,0.1759999990463256,19.768783569335938,2.172375440597534,4.119999885559082,1.3899999856948853,15.364891052246094,5.1643242835998535,3.2359538078308105,,,,,,,,,,,9344.9599609375,,,,,,,,,,,,,,,,,,,,,,7.179999828338623,3.6770541667938232,15.399999618530272,0.9800000190734864,6.980625152587891,22.593605041503903,1.885509133338928,1.100000023841858
2026-05-29,0.9380000233650208,,,,,,,,,,6.539999961853027,6.065000057220459,4.367000102996826,14.170000076293944,3.5,18.33121681213379,1.1872248649597168,11.067730903625488,0.1806000024080276,18.15999984741211,2.172375440597534,3.900000095367432,1.399999976158142,15.210000038146973,5.264999866485596,3.290112018585205,,,,,,,,,,,9076.5302734375,,,,,,,,,,,,,,,,,,,,,,6.880000114440918,3.539999961853028,20.200000762939453,1.0,6.693749904632568,23.129228591918945,1.9079999923706052,1.0700000524520874
2026-06-30,1.034999966621399,,,,,,,,,,6.389999866485596,5.784999847412109,4.580999851226807,14.170000076293944,3.759999990463257,18.341053009033203,1.2300000190734863,9.850000381469728,0.1832000017166137,16.760000228881836,2.1916000843048096,5.199999809265137,1.309999942779541,15.3100004196167,5.045000076293945,3.2260000705718994,,,,,,,,,,,9132.58984375,,,,,,,,,,,,,,,,,,,,,,6.820000171661377,3.775000095367432,20.0,0.975000023841858,7.5,20.299999237060547,2.015000104904175,1.059999942779541
