Date,ABI.BR,ABO.BR,ACCB.BR,ACKB.BR,AED.BR,AGS.BR,ARGX.BR,ASCE.BR,ATEB.BR,AZE.BR,B286.BR,B288.BR,B291.BR,B304.BR,B320.BR,B326.BR,B331.BR,B333.BR,B335.BR,B336.BR,B338.BR,B340.BR,B341.BR,B343.BR,B344.BR,B345.BR,B346.BR,B347.BR,B348.BR,B349.BR,B350.BR,B351.BR,B352.BR,B353.BR,B354.BR,B355.BR,B356.BR,B357.BR,B358.BR,BANI.BR,BANQ.BR,BAR.BR,BE0000359688.BR,BE0000360694.BR,BE0000361700.BR,BE0000362716.BR,BE0000363722.BR,BE0000364738.BR,BE0000365743.BR,BE0000367764.BR,BE0000368770.BR,BE0002658392.BR,BE0002660414.BR,BE0002669506.BR,BE0002673540.BR,BE0002684653.BR,BE0002735166.BR,BE0002737188.BR,BE0002751320.BR,BE0002775568.BR,BE0002827088.BR,BE0002867480.BR,BE0002920016.BR,BE0022780820.BR,BE0172505399.BR,BE0312817894.BR,BE0390105683.BR,BE0390159250.BR,BE0390219856.BR,BE0390245141.BR,BE0390267368.BR,BE0390354265.BR,BE0941243520.BR,BE0941244536.BR,BE0944264663.BR,BE0945331669.BR,BE3871292228.BR,BE3871293234.BR,BE3871307372.BR,BE3871308388.BR,BE3871310400.BR,BE3871314444.BR,BEKB.BR,BELYS.BR,BNB.BR,BPOST.BR,BREB.BR,BTLS.BR,CENER.BR,CFEB.BR,CMBT.BR,COLR.BR,COMB.BR,CPINV.BR,CYAD.BR,DECB.BR,DEME.BR,DIE.BR,DIEG.BR,ECONB.BR,ELI.BR,ENRGY.BR,EVS.BR,EXM.BR,FAGR.BR,FLOB.BR,FLSP.BR,FLUX.BR,GBLB.BR,GIMB.BR,HOMI.BR,HYL.BR,IBAB.BR,IMMO.BR,IMMOU.BR,INCLU.BR,JEN.BR,KBC.BR,KBCA.BR,LOTB.BR,MCC.BR,MELE.BR,MIKO.BR,MONNI.BR,MOUR.BR,MTLS.BR,NEWT.BR,NEXTA.BR,NYR.BR,NYXH.BR,OBEL.BR,ONTEX.BR,ONWD.BR,OPTI.BR,PAY.BR,QFG.BR,QRF.BR,RECT.BR,RET.BR,ROU.BR,SHUR.BR,SIP.BR,SOF.BR,SOLB.BR,SOLV.BR,SPA.BR,TESB.BR,TEXF.BR,TINC.BR,TITC.BR,TUB.BR,UCB.BR,UMI.BR,VAN.BR,VASTB.BR,VGP.BR,VIO.BR,WEB.BR,WEHB.BR,XIOR.BR,ZEN.BR,^BFX
2025-09-30,49.93868637084961,5.900000095367432,0.0260000005364418,214.35079956054688,59.48533630371094,55.43123245239258,617.2000122070312,47.23798751831055,2.9800000190734863,11.276826858520508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0799999237060547,3.75,12.73890781402588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.14410018920898,0.959999978542328,412.0,2.315000057220459,103.68228912353516,4.550000190734863,11.919041633605955,8.801732063293457,7.581758975982666,33.52000045776367,253.30538940429688,10.645493507385254,0.2949999868869781,1.967964768409729,121.25221252441406,157.22113037109375,105.0,1.7082703113555908,96.6727066040039,11.682000160217283,34.37105178833008,9.55263900756836,19.4550724029541,62.1875,22.600000381469727,18.380443572998047,71.31420135498047,43.67250442504883,18.42966651916504,5.980000019073486,10.384082794189451,25.850000381469727,36.34782791137695,16.569364547729492,59.03633880615234,96.78742980957033,63.82738876342773,7952.91796875,405.9735107421875,64.08360290527344,49.802276611328125,6.061306953430176,583.6431884765625,,2.4200000762939453,40.71300506591797,0.0736000016331672,3.950000047683716,19.0,6.320000171661377,5.179999828338623,6.0,6.1734161376953125,3.1630117893218994,9.307641983032228,8.685742378234863,58.67956161499024,13.149999618530272,31.4538688659668,70.35071563720703,246.9170684814453,24.60284423828125,81.0538101196289,225.4945068359375,24.96674346923828,33.526798248291016,9.748013496398926,34.06171798706055,194.3573455810547,233.5261688232422,14.728433609008787,28.645896911621094,28.16831588745117,91.51529693603516,7.393006801605225,34.86874771118164,48.04178237915039,27.93364715576172,201.8260803222656,4820.56982421875
2025-10-31,52.00308227539063,5.800000190734863,0.0260000005364418,212.38427734375,59.7212028503418,54.019569396972656,705.5999755859375,46.317169189453125,2.7699999809265137,10.01624584197998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.940000057220459,3.5,11.664769172668455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.61371612548828,0.8550000190734863,420.0,2.1050000190734863,101.3169174194336,4.889999866485596,14.512720108032228,8.572121620178223,7.684340953826904,32.400001525878906,250.3826446533203,10.444289207458496,0.2010000050067901,1.9775413274765012,127.8908233642578,156.5298309326172,103.0,1.6541621685028076,102.92713165283205,10.199999809265137,34.94952392578125,9.866748809814451,20.2616024017334,60.69499969482422,25.0,16.78622055053711,71.50174713134766,44.96828079223633,17.60305404663086,5.920000076293945,10.758460998535156,24.799999237060547,36.79999923706055,17.516183853149414,61.38994598388672,99.458740234375,64.5849838256836,7506.68212890625,452.5462341308594,60.58306503295898,50.969520568847656,6.347990036010742,591.4251098632812,,2.559999942779541,39.83219909667969,0.0700000002980232,4.554999828338623,19.100000381469727,6.340000152587891,4.28000020980835,8.800000190734863,6.028726577758789,3.309209108352661,9.920961380004885,8.297119140625,58.1251106262207,12.600000381469728,30.96621322631836,74.55646514892578,234.52203369140625,24.275049209594727,79.75545501708984,227.4725341796875,25.304784774780277,34.29312515258789,9.709935188293455,37.73215866088867,210.37144470214844,221.1045684814453,16.122323989868164,28.043312072753903,27.980525970458984,96.42305755615234,8.389927864074707,34.13078689575195,49.15472030639648,27.02639961242676,199.9913024902344,4902.3701171875
2025-11-28,52.266448974609375,5.949999809265137,0.0274999998509883,216.7106170654297,62.74028396606445,55.43123245239258,782.4000244140625,48.25089263916016,2.6600000858306885,9.07325267791748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8399999141693115,3.200000047683716,11.589390754699709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.234375,0.8899999856948853,435.0,1.9019999504089355,105.06209564208984,4.579999923706055,14.690912246704102,8.43818187713623,8.850048065185547,33.13999938964844,237.7173614501953,10.908382415771484,0.1959999948740005,2.173858880996704,135.89620971679688,148.13548278808594,103.0,1.544013500213623,102.53314971923828,9.800000190734863,34.66690826416016,9.944068908691406,20.950101852416992,57.709999084472656,25.0,16.457998275756836,69.90760803222656,43.384552001953125,17.20853614807129,5.980000019073486,11.093432426452637,22.700000762939453,30.399999618530277,17.374162673950195,56.87886428833008,102.24847412109376,68.08885955810547,7675.26025390625,437.6078186035156,51.37443923950195,53.30399703979492,6.552763938903809,577.8067626953125,5.239999771118164,2.3399999141693115,42.08315658569336,0.0710000023245811,4.264999866485596,19.149999618530277,6.489999771118164,4.420000076293945,11.800000190734863,6.076956748962402,3.0467443466186523,9.724505424499512,8.831477165222168,58.58715438842773,12.25,31.4538688659668,78.37987518310547,239.2439422607422,25.039905548095703,76.04590606689453,223.5164794921875,26.560365676879883,33.718379974365234,9.957443237304688,44.73047256469727,208.8794403076172,238.9916839599609,14.767423629760742,27.301671981811523,29.10725975036621,99.69489288330078,9.82115077972412,33.94629669189453,46.27963638305664,27.93364715576172,196.3217315673828,5036.85986328125
2025-12-31,54.119728088378906,5.300000190734863,0.025000000372529,228.116455078125,63.68374633789063,57.76444625854492,716.7999877929688,49.17171096801758,2.4200000762939453,9.136771202087402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8399999141693115,3.200000047683716,11.155966758728027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.18923568725586,0.8199999928474426,429.0,2.0450000762939453,105.25920867919922,3.369999885559082,15.067094802856444,8.189437866210938,7.563107013702393,31.5,281.5586853027344,11.79066562652588,0.1700000017881393,2.1690707206726074,136.48196411132812,151.98699951171875,107.0,1.5923242568969729,108.04885864257812,11.050000190734863,36.13792037963867,9.738936424255373,20.950101852416992,65.66999816894531,27.399999618530277,17.348888397216797,71.22042083740234,42.85664367675781,17.264894485473633,6.840000152587891,12.728875160217283,23.5,32.599998474121094,16.9007511138916,57.66340255737305,107.16102600097656,69.41465759277344,7784.34033203125,452.5462341308594,55.736419677734375,53.88762283325195,6.675628185272217,548.6246337890625,4.745500087738037,2.400000095367432,41.78955459594727,0.0522000007331371,4.085000038146973,19.299999237060547,4.900000095367432,4.485000133514404,9.0,6.076956748962402,3.2151975631713867,10.215641975402832,9.521285057067873,58.956787109375,12.449999809265137,28.57669258117676,77.61518859863281,242.9821319580078,24.73031997680664,76.04590606689453,225.4945068359375,25.304784774780277,35.0594482421875,10.071678161621094,51.58197021484375,207.88478088378903,237.1036071777344,17.447978973388672,27.90425491333008,29.201154708862305,94.78713989257812,11.686676025390623,35.791202545166016,49.15472030639648,27.64714813232422,207.33042907714844,5078.43017578125
2026-01-30,59.22610855102539,5.449999809265137,0.0270000007003545,245.61849975585935,69.95777893066406,57.90934371948242,703.7999877929688,50.9212646484375,2.7300000190734863,8.169347763061523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.859999895095825,3.4200000762939453,10.967521667480469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.62673568725586,0.7799999713897705,434.0,2.180000066757202,103.68228912353516,3.289999961853028,19.125904083251957,8.744329452514648,10.265167236328123,32.36000061035156,300.0694580078125,12.148561477661133,0.1749999970197677,2.207376480102539,164.20791625976562,190.50222778320312,108.0,1.6908783912658691,120.45922088623048,10.350000381469728,35.6475830078125,9.5728759765625,21.7861385345459,62.1875,26.0,17.583332061767578,74.92445373535156,43.72049331665039,17.753347396850586,7.980000019073486,14.935739517211914,24.200000762939453,33.79999923706055,16.569364547729492,61.7822151184082,114.52985382080078,73.48672485351562,9817.193359375,456.93988037109375,61.79472732543945,54.27669906616211,6.47085428237915,603.0979614257812,4.619999885559082,2.3399999141693115,41.69168472290039,0.0912000015377998,4.065000057220459,19.25,4.900000095367432,4.320000171661377,9.680999755859377,6.462794780731201,3.253953456878662,10.706779479980469,9.929339408874512,59.7884635925293,13.199999809265137,29.844602584838867,80.29158020019531,241.9984130859375,23.419069290161133,75.11851501464844,274.945068359375,26.512073516845703,35.0594482421875,10.109755516052246,55.79074478149414,213.35543823242188,253.79823303222656,19.592424392700195,28.043312072753903,28.16831588745117,99.50244140625,12.732949256896973,37.45161819458008,50.4531478881836,26.78765106201172,201.8260803222656,5385.3798828125
2026-02-27,67.84188842773438,4.579999923706055,0.0264999996870756,285.73553466796875,74.20336151123047,60.75893020629883,657.4000244140625,52.900001525878906,2.559999942779541,8.203550338745117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.900000095367432,3.799999952316284,10.279695510864258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.77517318725586,0.75,405.0,2.1449999809265137,103.87940979003906,2.5999999046325684,22.075965881347656,11.576190948486328,11.672639846801758,34.29999923706055,301.043701171875,13.719325065612791,0.3899999856948852,2.207376480102539,192.5196228027344,181.1203155517578,109.0,1.4976351261138916,132.7710723876953,9.979000091552734,33.39202880859375,10.061287879943848,22.376283645629883,62.1875,21.0,18.66177749633789,79.75375366210938,45.01627349853516,18.16665267944336,7.139999866485596,15.152484893798828,25.700000762939453,34.79999923706055,17.989595413208008,65.9010238647461,110.5805435180664,71.30863952636719,10432.0078125,487.6954345703125,55.106353759765625,60.30744552612305,6.38894510269165,690.6444702148438,4.440000057220459,2.119999885559082,46.87868118286133,0.093199998140335,3.7300000190734863,19.799999237060547,4.639999866485596,4.199999809265137,7.900000095367432,6.269875526428223,3.392860412597656,11.099688529968262,11.192367553710938,63.66963577270508,13.399999618530272,27.211254119873047,83.73265075683594,247.7040557861328,26.176475524902344,63.989845275878906,265.054931640625,25.980865478515625,37.35843276977539,10.68092918395996,52.16923904418945,225.29139709472656,250.7176818847656,17.564950942993164,29.10942268371582,29.2950496673584,105.85365295410156,15.753323554992676,39.29652786254883,53.23549270629883,28.64989471435547,205.4956512451172,5443.759765625
2026-03-31,58.87122344970703,4.340000152587891,0.0264999996870756,258.2042236328125,65.52349853515625,60.9038200378418,620.7999877929688,50.09999847412109,1.75,8.482050895690918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.859999895095825,3.049999952316284,8.918177604675293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.19444274902344,0.5899999737739563,404.0,1.7899999618530271,100.13422393798828,1.690000057220459,18.71012306213379,9.71060562133789,10.265167236328123,36.27999877929688,305.9149780273437,12.18832778930664,0.3199999928474426,1.9114636182785036,180.02342224121094,156.2335662841797,103.0,1.3527026176452637,129.8162384033203,12.449999809265137,32.65652084350586,9.719399452209473,21.245174407958984,57.01350021362305,21.0,19.59955406188965,72.90834045410156,43.33656311035156,17.283681869506836,4.599999904632568,12.78798770904541,20.299999237060547,33.400001525878906,16.522024154663086,62.17448425292969,100.65911865234376,66.38426971435547,9658.53125,452.5462341308594,50.93824005126953,58.556583404541016,7.0442214012146,680.9170532226562,4.590000152587891,2.0,43.06183242797852,0.0820000022649765,2.444999933242798,20.200000762939453,3.595000028610229,3.315000057220459,5.349999904632568,6.607484340667725,2.8499999046325684,10.412097930908203,9.181238174438477,60.98978042602539,12.699999809265137,24.236547470092773,95.01170349121094,204.6165313720703,24.986635208129883,61.39315414428711,272.967041015625,18.91098022460937,38.124759674072266,10.890357971191406,43.99638366699219,210.8687744140625,256.8787841796875,15.771414756774902,28.08966445922852,27.13547706604004,79.00531768798828,12.634244918823242,35.606712341308594,50.26765823364258,25.25965690612793,230.0,5073.1201171875
2026-04-30,63.484710693359375,4.400000095367432,0.0270000007003545,275.5096130371094,67.78781127929688,64.42957305908203,668.0,49.84999847412109,1.7000000476837158,11.022756576538086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.799999952316284,2.450000047683716,8.974710464477539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.05642318725586,0.5920000076293945,382.0,1.809999942779541,101.51403045654295,3.0,23.481698989868164,10.85865879058838,11.06748867034912,32.84000015258789,325.3999938964844,12.864352226257324,0.3109999895095825,2.0493648052215576,189.39556884765625,173.4172821044922,106.0,1.3671958446502686,139.271728515625,13.0,36.77536392211914,10.549699783325195,23.605749130249023,51.7400016784668,20.0,20.443553924560547,74.54936218261719,46.07209014892578,18.03514862060547,4.849999904632568,13.1820707321167,22.100000381469727,33.79999923706055,16.75872802734375,67.27396392822266,109.08751678466795,73.5814208984375,10174.181640625,474.5144958496094,69.16162872314453,59.33474349975586,7.945226192474365,721.7720947265625,4.559999942779541,1.940000057220459,45.94404220581055,0.0802000015974044,2.5299999713897705,21.0,2.9100000858306885,2.6600000858306885,6.380000114440918,7.523850917816162,2.950000047683716,11.197916030883787,9.812752723693848,62.745548248291016,13.100000381469728,25.55322265625,97.11457824707033,214.4538726806641,26.34645271301269,69.55418395996094,324.3955993652344,20.620502471923828,42.33955764770508,11.442492485046388,45.141563415527344,194.6557464599609,229.75,16.74616241455078,30.31459045410156,28.44999885559082,84.00931549072266,14.410935401916504,39.85000228881836,52.400001525878906,26.35790252685547,222.0,5352.669921875
2026-05-29,69.0,4.460000038146973,0.0270000007003545,271.79998779296875,70.80000305175781,64.33297729492188,715.5999755859375,50.09999847412109,1.809999942779541,9.630253791809082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.859999895095825,2.109999895095825,9.199999809265137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.400001525878906,0.5799999833106995,372.0,1.7960000038146973,101.1999969482422,2.9049999713897705,25.283416748046875,13.449999809265137,12.915245056152344,33.18000030517578,320.0,12.84000015258789,0.2899999916553497,2.1449999809265137,185.3999938964844,169.2694854736328,110.0,1.4976351261138916,133.3000030517578,12.859999656677246,31.200000762939453,11.300000190734863,24.100000381469727,56.71500015258789,19.0,20.399999618530277,80.9000015258789,46.59999847412109,19.18000030517578,5.019999980926514,15.487455368041992,21.399999618530277,32.0,17.350000381469727,80.0,113.9499969482422,77.0853042602539,11000.0,483.3017883300781,81.0999984741211,60.30744552612305,6.552763938903809,778.19091796875,5.599999904632568,2.0,46.20000076293945,0.0751999989151954,2.5799999237060547,21.5,2.6050000190734863,2.700000047683716,7.179999828338623,9.16366481781006,3.000499963760376,11.25,10.699999809265137,65.61022186279297,13.550000190734863,24.600000381469727,91.37946319580078,223.0,25.8799991607666,73.402587890625,356.0439453125,21.248292922973636,44.0,11.800000190734863,50.2606086730957,224.8000030517578,251.6999969482422,25.280000686645508,30.700000762939453,29.5,83.80000305175781,20.1851806640625,39.59999847412109,53.0,27.75,216.0,5583.39013671875
2026-06-30,72.66000366210938,3.839999914169312,0.0260000005364418,285.79998779296875,70.5999984741211,70.0,811.4000244140625,52.0,1.649999976158142,9.30500030517578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.859999895095825,2.130000114440918,8.390000343322754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.04999923706055,0.550000011920929,355.0,1.5499999523162842,104.5999984741211,3.095000028610229,23.040000915527344,13.199999809265137,12.399999618530272,35.959999084472656,307.0,12.600000381469728,0.2399999946355819,2.184999942779541,175.0,170.39999389648438,109.8000030517578,1.5049999952316284,139.8000030517578,14.239999771118164,27.350000381469727,11.350000381469728,24.100000381469727,59.70000076293945,20.0,19.299999237060547,79.69999694824219,46.29999923706055,19.13999938964844,4.519999980926514,16.899999618530273,23.399999618530277,31.799999237060547,16.75,84.80000305175781,119.3000030517578,82.0999984741211,11620.0,520.0,78.0999984741211,65.0,8.5,754.0,6.5,2.1600000858306885,45.70000076293945,0.063400000333786,1.5119999647140503,21.5,2.414999961853028,2.515000104904175,5.460000038146973,7.957919120788574,2.990000009536743,10.399999618530272,10.960000038146973,63.48481369018555,13.0,25.600000381469727,92.0999984741211,222.6000061035156,26.280000686645508,70.02220916748047,376.0,19.34000015258789,41.0,11.4399995803833,50.75,231.0,262.0,20.239999771118164,30.200000762939453,29.549999237060547,84.19999694824219,19.07999992370605,40.0,52.400001525878906,26.299999237060547,210.0,5751.35986328125
