Date,AAYAN.KW,AAYANRE.KW,ACICO.KW,ALAQARIA.KW,ALDEERA.KW,ALENMA.KW,ALG.KW,ALIMTIAZ.KW,ALMANAR.KW,ALSAFAT.KW,AMAR.KW,AQAR.KW,ARGAN.KW,ARZAN.KW,ATC.KW,BAITAKREIT.KW,BEYOUT.KW,BOUBYAN.KW,BOURSA.KW,BURG.KW,CABLE.KW,CLEANING.KW,COAST.KW,DIGITUS.KW,EMIRATES.KW,FTI.KW,FUTUREKID.KW,GBK.KW,GFH.KW,HUMANSOFT.KW,IFA.KW,IFAHR.KW,INJAZZAT.KW,JAZEERA.KW,JTC.KW,KAMCO.KW,KBT.KW,KCIN.KW,KCPC.KW,KFH.KW,KFOUC.KW,KHOT.KW,KIB.KW,KINV.KW,KPROJ.KW,KRE.KW,KUWAITRE.KW,MABANEE.KW,MADAR.KW,MANAZEL.KW,MAZAYA.KW,MIDAN.KW,MUNTAZAHAT.KW,NAPESCO.KW,NBK.KW,NCCI.KW,NICBM.KW,NIND.KW,NRE.KW,OOREDOO.KW,OULAFUEL.KW,PAPCO.KW,PCEM.KW,SANAM.KW,SECH.KW,SENERGY.KW,SHIP.KW,SHUAIBA.KW,SOKOUK.KW,SPEC.KW,STC.KW,TAHSSILAT.KW,TAM.KW,UPAC.KW,VALMORE.KW,WETHAQ.KW,ZAIN.KW,^BKA.KW
2025-09-30,192.99365234375,126.99581146240234,177.0,57.09999847412109,330.8330078125,92.89460754394533,982.6766357421876,64.83499908447266,109.995849609375,260.9519958496094,96.1999969482422,101.9966049194336,118.18099975585938,336.79010009765625,690.0,,389.9892883300781,660.7398681640625,3424.85400390625,228.56442260742188,2093.925537109375,117.998779296875,75.4000015258789,1151.66796875,170.0,219.0,123.0,333.323486328125,147.98171997070312,2483.743896484375,393.635986328125,876.0,171.9931182861328,1379.9344482421875,380.88714599609375,153.99252319335938,106.0,1156.9290771484375,331.9848937988281,742.967529296875,675.9937744140625,198.18099975585935,254.2777862548828,213.98199462890625,81.74700164794922,366.0369873046875,343.61932373046875,929.2239379882812,134.0,56.0,72.88300323486328,768.9323120117188,138.53236389160156,1386.9158935546875,1010.436279296875,107.0,206.99159240722656,279.9939880371094,79.4000015258789,1369.8831787109375,336.991455078125,265.0,718.9532470703125,203.8090057373047,87.0,211.76800537109372,781.7940673828125,296.9902038574219,85.5,150.4645538330078,569.96728515625,180.0,403.9840087890625,254.0,232.9525604248047,126.0,514.9760131835938,
2025-10-30,211.99302673339844,147.9951171875,357.0,65.0,607.5,93.09459686279295,975.4039916992188,79.2300033569336,123.99532318115234,276.19000244140625,115.0,109.996337890625,127.27200317382812,371.6958923339844,504.5450134277344,,441.9878540039063,669.1507568359375,4020.82861328125,224.7545318603516,2249.920166015625,157.9983673095703,80.80000305175781,1341.010986328125,162.0,233.0,140.0,334.27545166015625,188.9766540527344,2473.7451171875,445.4540100097656,1044.800048828125,192.9922790527344,1472.9300537109375,417.2480773925781,178.99131774902344,107.0,1190.927001953125,354.9838562011719,750.4443359375,661.993896484375,210.0,254.2777862548828,250.97889709472656,85.43599700927734,400.9429931640625,362.70941162109375,949.9784545898438,131.0,64.80000305175781,83.21299743652344,878.922607421875,141.45928955078125,1596.903076171875,999.9606323242188,117.0,227.99073791503903,290.9937438964844,78.0,1424.87841796875,305.9922180175781,279.0,711.9536743164062,215.23800659179688,91.4000015258789,259.2680053710937,861.7916259765625,289.99041748046875,90.0999984741211,165.4173126220703,593.9658813476562,171.0,394.984375,272.0,224.9541931152344,119.0,530.9752807617188,
2025-11-30,210.99305725097656,133.99559020996094,327.0,61.70000076293945,441.6659851074219,84.29511260986328,1022.6746826171876,69.12000274658203,121.99539947509766,256.19000244140625,102.0,102.99656677246094,100.90899658203124,334.9031066894531,618.1810302734375,,415.9885559082031,662.6088256835938,3854.835693359375,212.37388610839844,2088.92578125,126.9986801147461,69.0,1907.0849609375,147.0,214.0,124.0,339.9902648925781,183.97726440429688,2470.745361328125,418.1809997558594,865.5999755859375,170.9931640625,1729.9178466796875,409.0665283203125,195.9904937744141,98.4000015258789,1384.9150390625,345.9842529296875,744.8364868164062,633.994140625,223.6360015869141,255.2307586669922,233.98031616210935,85.53299713134766,370.7539978027344,368.16314697265625,1028.2777099609375,113.0,61.400001525878906,73.64800262451172,789.9304809570312,125.84970092773438,1529.9071044921875,955.2003784179688,117.0,221.9909820556641,287.99383544921875,77.0,1392.8812255859375,293.9925231933594,255.0,684.9554443359375,200.0,82.9000015258789,207.80999755859372,828.1557006835938,261.9913635253906,80.9000015258789,158.87542724609375,648.9627685546875,141.0,421.9833068847656,255.0,208.9574432373047,105.0,521.0,
2025-12-31,229.992431640625,132.99562072753906,345.0,61.900001525878906,491.6659851074219,87.39492797851562,1028.12841796875,65.05400085449219,105.99600219726562,254.28500366210935,102.0,94.89684295654295,100.90899658203124,350.9410095214844,593.635986328125,,394.9891357421875,668.2167358398438,3699.84228515625,208.5649871826172,2099.92529296875,120.99874877929688,68.0999984741211,2076.907958984375,143.0,225.0,117.0,339.9902648925781,188.9766540527344,2625.7294921875,423.635986328125,838.4000244140625,164.993408203125,1625.9227294921875,404.5218200683594,210.98976135253903,96.5999984741211,1499.907958984375,354.9838562011719,757.9200439453125,636.994140625,236.36300659179688,260.944580078125,232.98040771484372,77.18399810791016,362.2640075683594,374.52685546875,1028.2777099609375,116.0,60.20000076293945,70.49199676513672,818.9279174804688,129.75259399414062,1597.903076171875,966.6279907226562,113.0,214.9912567138672,298.9935913085937,72.0,1413.87939453125,284.9927673339844,253.0,637.95849609375,198.09500122070312,80.9000015258789,219.68499755859372,780.8851318359375,237.9921417236328,80.0,152.33352661132812,689.9603881835938,158.0,453.9820251464844,217.0,228.953369140625,107.0,519.0,
2026-01-29,208.9931182861328,129.99571228027344,416.0,54.09999847412109,385.8330078125,84.99506378173828,1007.2203979492188,55.05400085449219,96.79634857177734,238.09500122070312,96.3000030517578,82.99723815917969,90.27200317382812,316.97918701171875,590.9089965820312,,359.9901123046875,633.6370849609375,3149.86572265625,189.5175323486328,2009.9285888671875,105.9989013671875,60.29999923706055,2110.0,101.0,175.0,106.0,328.5616149902344,174.97837829589844,2645.727294921875,370.0,686.4000244140625,163.99343872070312,1547.926513671875,392.7044677734375,209.98980712890625,80.30000305175781,1423.9127197265625,336.98468017578125,755.1171875,609.994384765625,236.36300659179688,259.0396423339844,211.982177734375,74.17400360107422,330.18798828125,379.9815673828125,948.0914916992188,102.0,49.70000076293945,67.71800231933594,818.9279174804688,113.1670379638672,1567.9049072265625,905.6783447265624,102.0,209.9914703369141,263.99432373046875,71.30000305175781,1674.857177734375,255.99349975585935,226.0,631.9589233398438,196.19000244140625,70.0,199.89300537109372,715.43212890625,195.9935302734375,64.5,140.18373107910156,658.962158203125,137.0,437.982666015625,197.0,207.9576416015625,83.5,510.0,
2026-02-24,224.9925994873047,141.9953155517578,490.0,48.79999923706055,339.1659851074219,86.49497985839844,1059.0357666015625,53.18600082397461,105.99600219726562,252.3800048828125,94.1999969482422,82.59724426269531,88.18099975585938,320.7521667480469,509.0899963378906,,379.9895629882813,634.5720825195312,3099.867919921875,196.18435668945312,1951.9306640625,98.39897918701172,61.0,1151.0,97.0,175.0,104.0,322.8477478027344,177.97801208496094,2618.72998046875,353.635986328125,680.0,139.99440002441406,1904.9095458984373,441.7926635742188,214.98956298828125,79.4000015258789,1424.91259765625,346.9842224121094,751.3782958984375,577.9946899414062,211.8179931640625,265.7064514160156,218.9815826416016,79.61100006103516,325.47100830078125,377.2537231445313,924.507080078125,100.0,47.70000076293945,67.33599853515625,818.9279174804688,127.8006591796875,1599.9029541015625,898.0596313476562,97.3000030517578,207.99154663085935,250.9946136474609,71.9000015258789,1633.860595703125,257.9934387207031,229.0,622.95947265625,190.4759979248047,71.80000305175781,197.91400146484372,720.886962890625,189.9937286376953,66.5999984741211,149.52957153320312,654.96240234375,131.0,434.9827880859375,179.0,214.9562225341797,81.9000015258789,542.0,
2026-03-31,212.9929962158203,142.9952850341797,460.0,49.79999923706055,319.1659851074219,85.99501037597656,980.8587646484376,45.604000091552734,104.99604034423828,227.61900329589844,88.9000015258789,86.59711456298828,87.0,313.2052307128906,505.4540100097656,,342.9905700683594,640.1790161132812,2699.885009765625,199.99424743652344,1994.9290771484373,138.99856567382812,56.900001525878906,1018.0,101.0,140.0,105.0,313.32403564453125,168.0,2414.0,331.8179931640625,688.7999877929688,147.99407958984375,1479.9296875,440.88372802734375,187.99087524414065,73.9000015258789,1259.9227294921875,317.98553466796875,752.3132934570312,568.9947509765625,193.6360015869141,269.5153503417969,181.0,73.49500274658203,320.7539978027344,386.3442687988281,856.5836181640625,112.0,46.0,66.9530029296875,829.9269409179688,108.28916931152344,1549.906005859375,873.2986450195312,98.9000015258789,249.9898376464844,228.99508666992188,69.0,1484.0,246.9937286376953,196.0,599.9609985351562,180.95199584960935,70.0,192.7689971923828,698.15966796875,198.9934234619141,62.29999923706055,142.98768615722656,670.9614868164062,150.0,433.9828186035156,156.0,209.95724487304688,85.80000305175781,570.0,
2026-04-30,254.0,165.99452209472656,438.0,59.400001525878906,419.1659851074219,97.8000030517578,1008.97412109375,61.97800064086914,117.0,237.1419982910156,109.0,99.0999984741211,111.81800079345705,342.4500427246094,503.635986328125,,371.9897766113281,679.0,2820.0,201.0,1931.931396484375,212.99778747558597,68.0999984741211,1750.0,129.0,184.0,109.0,339.0,195.0,2401.0,373.635986328125,708.0,178.0,1659.921142578125,463.6094055175781,201.99020385742188,95.9000015258789,1361.0,324.9852294921875,789.989990234375,494.0,183.0,272.0,195.0,82.23300170898438,328.3009948730469,338.99072265625,1005.0,132.0,48.79999923706055,76.66600036621094,824.9273681640625,144.38621520996094,1549.906005859375,860.0,107.0,247.9899139404297,258.99444580078125,102.0,1842.0,270.9931335449219,235.0,634.9586791992188,278.0950012207031,81.5999984741211,249.3719940185547,772.0,228.0,79.5999984741211,171.0252227783203,648.0,157.0,426.0,189.0,210.0,111.0,570.0,
2026-05-31,276.0,165.0,,,480.0,,,73.73600006103516,,222.85699462890625,,,115.4540023803711,355.6579895019531,526.3629760742188,,,,,,,,,1777.0,,,,,,,383.635986328125,664.0,,,463.6094055175781,,,,,,,,,,77.66899871826172,349.0559997558594,,,,,75.19599914550781,,,,,,,,108.0,,,,,302.85699462890625,88.5999984741211,249.3719940185547,,,,,,,,,,,,
2026-06-30,279.0,168.0,506.0,66.0,474.1659851074219,115.0,881.9774169921875,75.5,111.0,179.0,105.0,94.1999969482422,114.54499816894533,346.0,679.0,,337.0,634.0,2897.0,184.0,1826.0,256.0,73.9000015258789,1741.0,114.0,213.0,99.5,353.0,178.0,2390.0,369.0,635.0,157.0,1760.0,479.0625305175781,179.0,78.5999984741211,1252.0,322.0,766.990234375,457.0,173.0,259.0,180.0,77.19999694824219,350.0,359.9950561523437,923.0,124.0,50.900001525878906,77.54900360107422,935.9176025390624,125.0,1474.0,806.0,98.1999969482422,280.0,237.0,121.0,1830.0,331.9915771484375,264.0,588.0,339.0,82.19999694824219,233.0,699.0,205.0,82.0999984741211,241.0,660.0,140.0,405.0,185.0,202.0,106.0,610.0,
