Date,ABQK.QA,AHCS.QA,AKHI.QA,BRES.QA,CBQK.QA,DBIS.QA,DHBK.QA,DOHI.QA,ERES.QA,FALH.QA,GISS.QA,IGRD.QA,IHGS.QA,IQCD.QA,MARK.QA,MCCS.QA,MCGS.QA,MERS.QA,MFMS.QA,MHAR.QA,MKDM.QA,MPHC.QA,ORDS.QA,QAMC.QA,QATI.QA,QCFS.QA,QGRI.QA,QIBK.QA,QIGD.QA,QIIK.QA,QISI.QA,QNBK.QA,QNCD.QA,QNNS.QA,QOIS.QA,SIIS.QA,TQES.QA,UDCD.QA,VFQS.QA,^GNRI.QA
2025-09-30,3.328180313110352,0.7739859819412231,2.278529167175293,2.4838669300079346,4.294167995452881,1.034999966621399,2.417630195617676,2.3456544876098637,1.2580000162124634,0.7236291766166687,3.029310464859009,3.624166011810303,3.25960636138916,12.02046012878418,2.266960382461548,5.262024879455566,6.73541784286499,14.314777374267578,,2.175851821899414,2.318039655685425,1.278876543045044,12.914472579956056,1.4353549480438232,1.9872632026672363,2.323432922363281,1.2681059837341309,23.36888885498047,1.4100661277770996,10.565763473510742,8.062036514282227,18.238454818725582,3.025651216506958,10.879752159118652,1.1690579652786257,0.6955921649932861,2.357635021209717,0.9431048035621644,2.3395981788635254,
2025-10-30,3.3844313621521,0.7438551187515259,2.22981071472168,2.4475722312927246,3.872327327728272,1.00600004196167,2.3834452629089355,2.348446846008301,1.1419999599456787,0.7020282745361328,2.9725708961486816,3.4175000190734863,3.068848133087158,12.212787628173828,2.227907657623291,4.967711925506592,6.2178239822387695,14.18844223022461,,2.122370481491089,2.247876644134521,1.231583833694458,12.801105499267578,1.5031518936157229,1.9501447677612305,2.323432922363281,1.231038212776184,23.935998916625977,1.376448631286621,10.838427543640137,8.310678482055664,18.150110244750977,2.834802389144897,10.687190055847168,1.1288059949874878,0.6974396705627441,2.13287615776062,0.8902380466461182,2.296626091003418,
2025-11-30,3.453807592391968,0.7956425547599792,2.1848397254943848,2.311699390411377,3.755409240722656,0.9269999861717224,2.5448739528656006,2.394057035446167,1.1169999837875366,0.6765000224113464,2.6254024505615234,3.2774999141693115,3.1907761096954346,11.683887481689451,2.0774118900299072,4.367836952209473,6.086750984191895,14.08154296875,,2.0510618686676025,2.143076181411743,1.1576887369155884,12.158687591552734,1.4876554012298584,1.8873289823532104,2.1830267906188965,1.7070657014846802,22.7822208404541,1.3587061166763306,10.741046905517578,8.37943172454834,17.580772399902344,2.648608446121216,10.62942123413086,0.9835489988327026,0.677116870880127,1.9883217811584477,0.8543641567230225,2.2899415493011475,
2025-12-31,3.514746189117432,0.7937593460083008,2.132373571395874,2.4345431327819824,3.928447961807251,0.9789999723434448,2.72529411315918,2.388472080230713,1.0579999685287476,0.6840000152587891,2.4571073055267334,3.358333110809326,3.137678384780884,11.472328186035156,2.089794635772705,4.203808784484863,6.344112873077393,14.159287452697754,8.87005615234375,2.05481481552124,2.080906867980957,1.076896905899048,12.309844970703123,1.5496410131454468,1.9415788650512693,2.308046102523804,1.509046196937561,23.41777801513672,1.3727134466171265,11.130569458007812,8.331398010253906,18.316984176635746,2.569476127624512,10.369462966918944,0.9292960166931152,0.6706506013870239,1.9221066236495967,0.8619165420532227,2.3262290954589844,
2026-01-29,3.597247362136841,0.806941568851471,2.2035775184631348,2.547150135040283,4.442887783050537,0.9390000104904176,2.620840311050415,2.5476415157318115,1.0390000343322754,0.6579999923706055,2.686950206756592,3.358333110809326,3.0727813243865967,12.23202133178711,2.1650424003601074,4.574044227600098,6.153722763061523,14.29534149169922,9.011043548583984,2.1204936504364014,2.60668420791626,1.077882170677185,13.415180206298828,1.8266394138336184,2.085293769836426,2.2176475524902344,1.4095486402511597,24.44444465637207,1.428742527961731,11.111092567443848,8.180706024169922,19.43602752685547,2.663504123687744,10.879752159118652,0.9275460243225098,0.707601010799408,1.948219656944275,0.9100630283355712,2.429362297058105,
2026-02-26,3.6094350814819336,0.8295396566390991,2.351607084274292,2.38242769241333,4.536422252655029,0.9300000071525574,2.801260471343994,2.5625345706939697,0.9259999990463256,0.6460000276565552,2.509999990463257,3.1549999713897705,2.98035192489624,11.62618923187256,2.2212400436401367,4.77837610244751,5.075481414794922,14.858991622924805,9.559930801391602,2.2227654457092285,2.5871458053588867,1.0449999570846558,12.801105499267578,1.7450000047683716,2.381289482116699,2.563854217529297,1.4114995002746582,23.1733341217041,1.4278087615966797,11.033188819885254,8.081814765930176,19.299999237060547,2.737050771713257,11.18000030517578,0.7799999713897705,0.7353138327598572,1.936095714569092,0.9157273769378662,2.5430002212524414,
2026-03-31,3.799999952316284,0.7570374011993408,2.3970000743865967,2.319999933242798,4.265999794006348,0.902999997138977,3.076638698577881,2.697999954223633,0.796999990940094,0.5569999814033508,1.991000056266785,3.104166030883789,2.5172224044799805,10.640000343322754,2.184000015258789,4.349999904632568,4.865000247955322,12.827906608581545,9.044736862182615,2.218074083328247,2.469910860061645,1.090000033378601,12.420000076293944,1.399999976158142,2.1728553771972656,2.5999999046325684,1.1998233795166016,22.649999618530277,1.337000012397766,11.119999885559082,8.260000228881836,17.040000915527344,2.669090032577514,10.199999809265137,0.6959999799728394,0.7200000286102295,2.020963191986084,0.8759999871253967,2.359999895095825,
2026-04-30,3.750999927520752,0.7760000228881836,2.5369999408721924,2.3550000190734863,4.304999828338623,1.1410000324249268,2.700000047683716,2.950000047683716,0.8519999980926514,0.5899999737739563,2.078000068664551,3.944999933242798,2.7279999256134038,11.949999809265137,2.164999961853028,5.179999828338623,5.514999866485596,13.550000190734863,9.19200038909912,2.2890000343322754,2.2780001163482666,1.1859999895095823,13.699999809265137,1.6169999837875366,2.182372808456421,2.4800000190734863,1.7558389902114868,22.21999931335449,1.409999966621399,11.3100004196167,8.51200008392334,17.350000381469727,2.806999921798706,10.3100004196167,0.7609999775886536,0.777999997138977,2.190000057220459,0.8500000238418579,2.664999961853028,
2026-05-31,3.859999895095825,0.7670000195503235,3.1050000190734863,2.549999952316284,4.260000228881836,1.1080000400543213,2.618000030517578,2.994999885559082,0.8740000128746033,0.5989999771118164,2.2100000381469727,4.289999961853027,2.7249999046325684,12.09000015258789,2.130000114440918,5.2820000648498535,5.635000228881836,13.170000076293944,8.5,2.2669999599456787,2.308000087738037,1.2029999494552612,13.699999809265137,1.722000002861023,2.13700008392334,2.697000026702881,1.5792796611785889,22.700000762939453,1.4110000133514404,11.31999969482422,8.510000228881836,17.700000762939453,2.806999921798706,10.40999984741211,0.8360000252723694,0.7940000295639038,2.2039999961853027,0.8610000014305115,2.427999973297119,
2026-06-30,4.079999923706055,0.7799999713897705,2.9779999256134038,2.359999895095825,4.048999786376953,1.4789999723434448,3.0989999771118164,2.880000114440918,0.8519999980926514,0.5899999737739563,2.131999969482422,4.420000076293945,2.946000099182129,11.0,2.053999900817871,5.400000095367432,5.65500020980835,13.40999984741211,8.70300006866455,2.157000064849853,2.2679998874664307,1.159999966621399,13.25,1.6480000019073486,2.0280001163482666,2.4800000190734863,1.7548636198043823,21.850000381469727,1.3890000581741333,11.109999656677246,8.710000038146973,17.25,2.775000095367432,10.18000030517578,0.7870000004768372,0.7950000166893005,2.181999921798706,0.8659999966621399,2.650000095367432,
